time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1771433731844314368,0.5893142223358154,0.022067679092288017,0.004450776614248753,0.002301734872162342,0.8749476075172424,0.1956283152103424,-0.4429405927658081,0.0026463866233825684,-0.007929936051368713,0.00032889842987060547,0.6536209048978384,-0.41753658446214287,0.32278925549276927,0.5424482915340327,-0.19689810878626318,1.1021627204126818,1.5066884930962858
1771433731854345216,0.5993452072143555,0.008710949681699276,-0.002011250238865614,-0.0025015422143042088,0.8749524354934692,0.1955656260251999,-0.4429585933685303,0.0029925107955932617,-0.005349546670913696,-0.0023081302642822266,0.6536510554465715,-0.4174918792115904,0.3228331361083623,0.5424201502003801,-0.19683417244114074,1.1021485703961191,1.5065506272141216
1771433731864376320,0.6093761920928955,0.003991561941802502,-0.001621629809960723,0.004711629822850227,0.8749472498893738,0.1955440789461136,-0.44297847151756287,0.02500087022781372,0.0006687343120574951,-0.012206494808197021,0.6536610299908692,-0.4174740299255411,0.32284082958947596,0.5424173427436746,-0.19681220872454272,1.1021280924715797,1.506514231884459
1771433731874407168,0.6194071769714355,-0.0013591721653938293,0.002757938113063574,0.004157958552241325,0.8749627470970154,0.19548159837722778,-0.4429754912853241,0.0015631318092346191,-0.003083527088165283,0.001828610897064209,0.653645441136798,-0.41746086077647576,0.3228601646308466,0.5424347952444448,-0.1967485027213656,1.1021379394311068,1.5065312739385723
1771433731884438272,0.6294381618499756,-0.00825143326073885,0.0017264960333704948,0.00206284923478961,0.8749669194221497,0.19546876847743988,-0.44297274947166443,0.0006739497184753418,-0.0006750673055648804,0.0028330087661743164,0.6536284648686477,-0.4174667460882275,0.32285467078001157,0.5424538693747532,-0.19673541374442968,1.102142344472445,1.5065837630209349
1771433731894468352,0.6394681930541992,-0.023993734270334244,0.00142689049243927,-0.0009712900500744581,0.8760383725166321,0.19012175500392914,-0.44318217039108276,0.0019675493240356445,0.004443034529685974,0.0038053691387176514,0.6527146972168609,-0.4159925019184121,0.32459074604540394,0.5436493426074006,-0.19128615538667645,1.10244500573159,1.5067948233140658
1771433731904499200,0.6494991779327393,-0.03107267990708351,0.002967528998851776,-0.0018072561360895634,0.8765445351600647,0.19036166369915009,-0.44207704067230225,0.0008053183555603027,0.003608033061027527,-0.0003668069839477539,0.6524237537947705,-0.4164756437095066,0.32482228677495295,0.543490315941289,-0.19153054121432656,1.1036822189117053,1.507259911884154
1771433731914530304,0.6595301628112793,-0.03902621194720268,0.004603908862918615,0.0025182501412928104,0.8761271834373474,0.19235888123512268,-0.44203993678092957,0.0013447403907775879,0.0011835992336273193,-0.00031238794326782227,0.6526781862484281,-0.41707059006602465,0.32408665236024714,0.5431677964512783,-0.19356536108820335,1.103524491061027,1.5075317028004473
1771433731924561152,0.6695611476898193,-0.03181171044707298,0.0020928140729665756,0.0015544518828392029,0.8763647079467773,0.19130775332450867,-0.44202521443367004,0.0013666152954101562,0.001380234956741333,-0.0007848739624023438,0.6524144303647447,-0.41684196188330314,0.32439201368969456,0.5434777188323238,-0.1924943416785021,1.1036468816923795,1.507843290649105
1771433731934592256,0.6795921325683594,-0.02852829545736313,0.0026613986119627953,0.0024447469040751457,0.876231849193573,0.1911248415708542,-0.44236764311790466,0.002399742603302002,0.0027991384267807007,0.0008698105812072754,0.6523907942971275,-0.4167199735152758,0.32428482153860144,0.5436636042552606,-0.19230798324101972,1.1032744336509515,1.5080505541511378
1771433731944622336,0.689622163772583,-0.019435998052358627,0.001145793590694666,0.003890310414135456,0.8761937618255615,0.19119836390018463,-0.44241130352020264,0.0027124881744384766,0.0011692047119140625,-9.357929229736328e-05,0.6523581836288571,-0.41675789702239924,0.3242024195458146,0.5437227920813635,-0.19238288518205585,1.103217239647394,1.5082455653729967
1771433731954653184,0.699653148651123,-0.0028633256442844868,-0.0007587657310068607,0.006811532191932201,0.8762560486793518,0.19138310849666595,-0.4422079920768738,0.0021619200706481934,0.0023272335529327393,0.0012900233268737793,0.6523094801834347,-0.4168959401707075,0.3241817092010807,0.5436877429117949,-0.19257110555886,1.103430744537794,1.5084004079642388
1771433731964684288,0.7096841335296631,-0.002510989550501108,-0.0014834117610007524,0.0029219849966466427,0.8762612342834473,0.19182340800762177,-0.44200676679611206,-0.00023889541625976562,0.0015817135572433472,0.0009819865226745605,0.6523225745334371,-0.41709122492847756,0.32408567189665455,0.5435794591227991,-0.19301972776274437,1.1036161731653236,1.5084870835453787
1771433731974715136,0.7197151184082031,0.005075380206108093,-0.006497345399111509,-0.0012543839402496815,0.8763619065284729,0.19210484623908997,-0.4416849911212921,-0.0021095871925354004,0.000888332724571228,-0.0006978511810302734,0.6522941991387508,-0.41727655932391083,0.32409532393550705,0.5434655991170052,-0.1933064854359786,1.1039551277243682,1.5085466162528172
1771433731984746240,0.7297461032867432,0.007542533800005913,-0.010626310482621193,-0.005597200710326433,0.8762990236282349,0.192245751619339,-0.4417485296726227,-0.0024433135986328125,0.004638448357582092,-0.002205967903137207,0.6523569579302623,-0.41727856624100673,0.324043729190551,0.5434195622440325,-0.19345007165067615,1.103868479972561,1.5084461143488073
1771433731994777344,0.7397773265838623,0.002753104083240032,-0.003932454623281956,-0.006506137549877167,0.8762450218200684,0.192346453666687,-0.4418116509914398,-0.0019316673278808594,0.004217252135276794,-0.001501917839050293,0.6524021279175981,-0.4172762260213029,0.3239980287693236,0.5433942542810449,-0.1935526988600558,1.103786248408189,1.5083846961978635
1771433732004807168,0.7498071193695068,-0.009334451518952847,-0.006076299585402012,-0.00827101431787014,0.8762064576148987,0.19241952896118164,-0.44185617566108704,-0.003998875617980957,-6.723403930664062e-05,0.0008619129657745361,0.6524267957795215,-0.4172796247798385,0.3239593069761835,0.5433850438711839,-0.19362716132778107,1.103728070959721,1.5083691311064813
1771433732014839040,0.7598388195037842,-0.01955619640648365,-0.0032436284236609936,-0.00983881764113903,0.8762078285217285,0.19263657927513123,-0.4417589604854584,-0.003756105899810791,0.0013941377401351929,0.00020012259483337402,0.6524119296417241,-0.41738816937367146,0.3238944920987924,0.5433582131748907,-0.1938483437284763,1.103817156089499,1.5084918922391384
1771433732024869888,0.7698698043823242,-0.02757151424884796,0.0002658851444721222,-0.004983075894415379,0.8762165307998657,0.1927436739206314,-0.44169503450393677,-0.004451394081115723,-0.001123771071434021,0.0031421780586242676,0.6523607706802801,-0.41747102787832285,0.32383702406804993,0.5433902697777341,-0.19395747917270134,1.1038792937328994,1.5087029687986817
1771433732034900992,0.7799007892608643,-0.040365248918533325,0.005201921332627535,-0.004201970528811216,0.8762635588645935,0.1929756999015808,-0.4415005147457123,-0.003659188747406006,-0.0018135607242584229,0.002627253532409668,0.6522747283198402,-0.4176469627753979,0.32376034085199024,0.5434041289435309,-0.19419395786201626,1.1040779001097119,1.5090309008377851
1771433732044931840,0.7899317741394043,-0.0487091988325119,0.0023904223926365376,-0.0011872723698616028,0.8762809634208679,0.19321955740451813,-0.44135913252830505,-0.00537031888961792,-0.0008519738912582397,0.0018907785415649414,0.652185712670526,-0.4178183185260731,0.3236483999655796,0.5434457929253085,-0.19444248182734275,1.1042145622267077,1.5094127238626789
1771433732054961920,0.7999618053436279,-0.04751148819923401,0.005080347880721092,0.007986518554389477,0.8762510418891907,0.19342276453971863,-0.4413295090198517,-0.003555119037628174,0.0018134713172912598,0.005034983158111572,0.6520912017424577,-0.4179555629526305,0.3234940386895586,0.5435456138179179,-0.19464959492296519,1.1042278281060642,1.5098660829680257
1771433732064993024,0.809992790222168,-0.022866062819957733,0.006510465405881405,0.007891177199780941,0.8761693835258484,0.19370292127132416,-0.4413687586784363,-0.0024358630180358887,0.004203543066978455,0.001396864652633667,0.6520644748885533,-0.41806699284863,0.32331968059304483,0.543595652914326,-0.19493515913547427,1.1041546451326703,1.5101640101076546
1771433732075023872,0.820023775100708,-0.015006985515356064,0.006412993650883436,0.004058889113366604,0.8761252760887146,0.19387610256671906,-0.4413803517818451,-0.0011405348777770996,0.007280498743057251,0.0024765729904174805,0.6520526586014971,-0.4181356131658388,0.32322195423950634,0.543615263302841,-0.19511168383843855,1.1041238621034295,1.5103226407518702
