epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670795912,2026-03-28T00.06.35.912,0.000,-1.402,20.671,8.780
1774670795922,2026-03-28T00.06.35.922,0.010,-1.707,22.317,9.695
1774670795931,2026-03-28T00.06.35.931,0.019,-1.707,23.415,9.756
1774670795941,2026-03-28T00.06.35.941,0.029,-1.707,25.427,9.329
1774670795951,2026-03-28T00.06.35.951,0.039,-1.829,27.744,9.024
1774670795961,2026-03-28T00.06.35.961,0.049,-2.439,28.720,8.110
1774670795970,2026-03-28T00.06.35.970,0.058,-3.110,27.256,7.439
1774670795980,2026-03-28T00.06.35.980,0.068,-3.780,24.146,7.256
1774670795991,2026-03-28T00.06.35.991,0.079,-4.817,21.280,6.890
1774670796001,2026-03-28T00.06.36.001,0.089,-5.488,19.451,6.707
1774670796010,2026-03-28T00.06.36.010,0.098,-5.549,18.293,6.220
1774670796020,2026-03-28T00.06.36.020,0.108,-5.549,17.317,5.671
1774670796030,2026-03-28T00.06.36.030,0.118,-5.061,15.854,5.183
1774670796040,2026-03-28T00.06.36.040,0.128,-4.146,14.451,4.390
1774670796049,2026-03-28T00.06.36.049,0.137,-3.598,12.866,4.451
1774670796059,2026-03-28T00.06.36.059,0.147,-3.598,11.524,4.512
1774670796070,2026-03-28T00.06.36.070,0.158,-3.720,10.976,4.634
1774670796080,2026-03-28T00.06.36.080,0.168,-4.024,11.829,4.512
1774670796089,2026-03-28T00.06.36.089,0.177,-4.634,13.110,4.634
1774670796099,2026-03-28T00.06.36.099,0.187,-4.634,13.110,4.634
1774670796109,2026-03-28T00.06.36.109,0.197,-3.720,10.732,3.841
1774670796120,2026-03-28T00.06.36.120,0.208,-2.317,6.524,3.049
1774670796128,2026-03-28T00.06.36.128,0.216,-0.915,1.707,1.524
1774670796139,2026-03-28T00.06.36.139,0.227,0.549,-1.951,0.122
1774670796149,2026-03-28T00.06.36.149,0.237,2.073,-3.841,-0.427
1774670796159,2026-03-28T00.06.36.159,0.247,3.232,-4.207,-0.366
1774670796168,2026-03-28T00.06.36.168,0.256,3.720,-3.049,-0.183
1774670796178,2026-03-28T00.06.36.178,0.266,4.085,-1.037,-0.122
1774670796188,2026-03-28T00.06.36.188,0.276,3.841,1.951,0.061
1774670796199,2026-03-28T00.06.36.199,0.287,2.988,4.878,0.732
1774670796207,2026-03-28T00.06.36.207,0.295,2.134,6.524,1.890
1774670796218,2026-03-28T00.06.36.218,0.306,1.280,7.500,2.744
1774670796228,2026-03-28T00.06.36.228,0.316,0.366,8.659,3.232
1774670796238,2026-03-28T00.06.36.238,0.326,-0.061,9.939,3.171
1774670796247,2026-03-28T00.06.36.247,0.335,-0.244,10.122,2.744
1774670796257,2026-03-28T00.06.36.257,0.345,-0.122,8.537,2.500
1774670796267,2026-03-28T00.06.36.267,0.355,0.488,6.341,2.134
1774670796278,2026-03-28T00.06.36.278,0.366,0.976,4.695,1.463
1774670796287,2026-03-28T00.06.36.287,0.375,1.707,3.720,0.915
1774670796297,2026-03-28T00.06.36.297,0.385,2.622,3.110,1.098
1774670796307,2026-03-28T00.06.36.307,0.395,3.415,0.976,2.073
1774670796317,2026-03-28T00.06.36.317,0.405,4.024,-3.171,2.195
1774670796326,2026-03-28T00.06.36.326,0.414,3.780,-7.134,2.439
1774670796336,2026-03-28T00.06.36.336,0.424,2.927,-9.512,2.500
1774670796347,2026-03-28T00.06.36.347,0.435,1.951,-9.512,2.500
1774670796357,2026-03-28T00.06.36.357,0.445,0.671,-7.439,2.622
1774670796366,2026-03-28T00.06.36.366,0.454,-0.610,-5.427,2.622
1774670796376,2026-03-28T00.06.36.376,0.464,-1.829,-4.390,2.012
1774670796386,2026-03-28T00.06.36.386,0.474,-3.110,-4.878,1.890
1774670796395,2026-03-28T00.06.36.395,0.483,-3.902,-5.488,0.610
1774670796405,2026-03-28T00.06.36.405,0.493,-4.695,-4.939,-0.549
1774670796415,2026-03-28T00.06.36.415,0.503,-5.488,-3.476,-1.159
1774670796426,2026-03-28T00.06.36.426,0.514,-5.366,-2.805,-1.463
1774670796434,2026-03-28T00.06.36.434,0.522,-4.390,-2.561,-1.098
1774670796445,2026-03-28T00.06.36.445,0.533,-3.049,-2.317,-0.366
1774670796455,2026-03-28T00.06.36.455,0.543,-1.585,-2.012,0.061
1774670796465,2026-03-28T00.06.36.465,0.553,0.183,-1.037,0.610
1774670796474,2026-03-28T00.06.36.474,0.562,1.646,0.122,1.463
1774670796484,2026-03-28T00.06.36.484,0.572,2.927,0.610,2.134
1774670796495,2026-03-28T00.06.36.495,0.583,4.024,0.915,2.439
1774670796505,2026-03-28T00.06.36.505,0.593,4.756,1.402,2.500
1774670796514,2026-03-28T00.06.36.514,0.602,4.939,1.524,2.256
1774670796524,2026-03-28T00.06.36.524,0.612,4.756,1.220,1.829
1774670796534,2026-03-28T00.06.36.534,0.622,4.634,0.061,1.585
1774670796544,2026-03-28T00.06.36.544,0.632,4.146,-0.976,1.280
1774670796553,2026-03-28T00.06.36.553,0.641,3.415,-1.098,1.220
1774670796563,2026-03-28T00.06.36.563,0.651,2.439,-0.427,0.854
1774670796574,2026-03-28T00.06.36.574,0.662,1.829,0.305,0.183
1774670796584,2026-03-28T00.06.36.584,0.672,1.159,1.098,-0.061
1774670796593,2026-03-28T00.06.36.593,0.681,0.366,1.037,-0.305
1774670796603,2026-03-28T00.06.36.603,0.691,-0.305,-0.183,-0.061
1774670796613,2026-03-28T00.06.36.613,0.701,-1.098,-2.378,0.244
1774670796623,2026-03-28T00.06.36.623,0.711,-2.500,-4.573,0.610
1774670796632,2026-03-28T00.06.36.632,0.720,-3.963,-5.732,0.915
1774670796642,2026-03-28T00.06.36.642,0.730,-4.939,-5.488,0.976
1774670796653,2026-03-28T00.06.36.653,0.741,-5.915,-3.476,0.305
1774670796663,2026-03-28T00.06.36.663,0.751,-7.012,-0.671,-0.610
1774670796672,2026-03-28T00.06.36.672,0.760,-7.622,0.305,-1.098
1774670796682,2026-03-28T00.06.36.682,0.770,-7.866,0.183,-1.951
1774670796692,2026-03-28T00.06.36.692,0.780,-8.049,-0.610,-2.073
1774670796703,2026-03-28T00.06.36.703,0.791,-8.232,-1.280,-2.195
1774670796711,2026-03-28T00.06.36.711,0.799,-8.232,-1.159,-2.073
1774670796722,2026-03-28T00.06.36.722,0.810,-8.049,-0.122,-1.768
1774670796732,2026-03-28T00.06.36.732,0.820,-7.683,1.341,-1.646
1774670796742,2026-03-28T00.06.36.742,0.830,-7.256,3.171,-1.890
1774670796751,2026-03-28T00.06.36.751,0.839,-6.707,4.329,-1.829
1774670796761,2026-03-28T00.06.36.761,0.849,-5.732,4.573,-2.012
1774670796771,2026-03-28T00.06.36.771,0.859,-4.695,3.963,-2.134
1774670796782,2026-03-28T00.06.36.782,0.870,-3.720,3.171,-2.195
1774670796790,2026-03-28T00.06.36.790,0.878,-2.622,2.866,-2.073
1774670796801,2026-03-28T00.06.36.801,0.889,-1.646,2.744,-1.646
1774670796811,2026-03-28T00.06.36.811,0.899,-0.549,2.439,-1.341
1774670796821,2026-03-28T00.06.36.821,0.909,0.305,2.256,-1.098
1774670796830,2026-03-28T00.06.36.830,0.918,1.098,2.622,-1.159
1774670796840,2026-03-28T00.06.36.840,0.928,1.768,2.866,-1.280
1774670796850,2026-03-28T00.06.36.850,0.938,2.317,2.866,-1.220
1774670796859,2026-03-28T00.06.36.859,0.947,2.683,2.927,-1.159
1774670796870,2026-03-28T00.06.36.870,0.958,2.805,2.927,-0.732
1774670796880,2026-03-28T00.06.36.880,0.968,3.049,2.988,-0.183
1774670796890,2026-03-28T00.06.36.890,0.978,3.110,3.293,0.122
1774670796899,2026-03-28T00.06.36.899,0.987,2.927,3.049,0.488
1774670796909,2026-03-28T00.06.36.909,0.997,2.439,2.683,0.549
1774670796919,2026-03-28T00.06.36.919,1.007,1.890,2.622,0.305
1774670796930,2026-03-28T00.06.36.930,1.018,1.341,3.171,0.366
1774670796938,2026-03-28T00.06.36.938,1.026,0.793,3.841,0.366
1774670796949,2026-03-28T00.06.36.949,1.037,0.244,4.756,0.122
1774670796959,2026-03-28T00.06.36.959,1.047,-0.305,5.671,0.488
1774670796969,2026-03-28T00.06.36.969,1.057,-0.488,5.183,0.488
1774670796978,2026-03-28T00.06.36.978,1.066,-0.854,4.634,0.427
1774670796988,2026-03-28T00.06.36.988,1.076,-0.854,3.659,0.427
1774670796998,2026-03-28T00.06.36.998,1.086,-0.854,2.805,-0.061
1774670797009,2026-03-28T00.06.37.009,1.097,-0.793,1.951,0.244
1774670797017,2026-03-28T00.06.37.017,1.105,-0.793,1.585,-0.061
1774670797028,2026-03-28T00.06.37.028,1.116,-1.098,2.073,0.000
1774670797038,2026-03-28T00.06.37.038,1.126,-0.976,3.110,-0.183
1774670797048,2026-03-28T00.06.37.048,1.136,-0.732,3.780,-0.488
1774670797057,2026-03-28T00.06.37.057,1.145,-0.549,2.805,-0.244
1774670797067,2026-03-28T00.06.37.067,1.155,-0.122,1.341,-0.732
1774670797078,2026-03-28T00.06.37.078,1.166,0.000,0.488,-0.854
1774670797088,2026-03-28T00.06.37.088,1.176,0.305,0.549,-1.220
1774670797097,2026-03-28T00.06.37.097,1.185,0.610,1.280,-1.646
1774670797107,2026-03-28T00.06.37.107,1.195,0.732,2.317,-1.585
1774670797117,2026-03-28T00.06.37.117,1.205,1.159,3.171,-1.646
1774670797127,2026-03-28T00.06.37.127,1.215,1.524,4.329,-1.463
1774670797136,2026-03-28T00.06.37.136,1.224,1.768,5.183,-1.463
1774670797146,2026-03-28T00.06.37.146,1.234,2.073,5.244,-1.524
1774670797157,2026-03-28T00.06.37.157,1.245,2.500,4.329,-1.646
1774670797167,2026-03-28T00.06.37.167,1.255,2.744,2.866,-1.951
1774670797176,2026-03-28T00.06.37.176,1.264,2.927,1.463,-2.134
1774670797186,2026-03-28T00.06.37.186,1.274,3.110,0.732,-2.134
1774670797196,2026-03-28T00.06.37.196,1.284,3.354,0.915,-1.951
1774670797206,2026-03-28T00.06.37.206,1.294,3.598,1.646,-1.707
1774670797215,2026-03-28T00.06.37.215,1.303,3.598,2.561,-1.463
1774670797225,2026-03-28T00.06.37.225,1.313,3.598,2.927,-1.280
1774670797236,2026-03-28T00.06.37.236,1.324,3.476,3.110,-1.402
1774670797246,2026-03-28T00.06.37.246,1.334,3.110,3.293,-1.402
1774670797255,2026-03-28T00.06.37.255,1.343,2.744,3.232,-1.463
1774670797265,2026-03-28T00.06.37.265,1.353,2.134,2.805,-1.524
1774670797275,2026-03-28T00.06.37.275,1.363,1.951,2.500,-1.463
1774670797286,2026-03-28T00.06.37.286,1.374,1.524,2.256,-1.341
1774670797294,2026-03-28T00.06.37.294,1.382,1.037,2.195,-1.220
1774670797305,2026-03-28T00.06.37.305,1.393,0.549,2.195,-0.976
1774670797315,2026-03-28T00.06.37.315,1.403,0.061,2.561,-0.793
1774670797325,2026-03-28T00.06.37.325,1.413,-0.549,3.293,-0.610
1774670797334,2026-03-28T00.06.37.334,1.422,-1.341,4.512,-0.488
1774670797344,2026-03-28T00.06.37.344,1.432,-2.378,5.793,-0.427
1774670797354,2026-03-28T00.06.37.354,1.442,-2.866,6.037,-0.366
1774670797363,2026-03-28T00.06.37.363,1.451,-3.537,5.061,-0.793
1774670797373,2026-03-28T00.06.37.373,1.461,-4.024,2.866,-1.159
1774670797384,2026-03-28T00.06.37.384,1.472,-4.268,0.549,-1.829
1774670797394,2026-03-28T00.06.37.394,1.482,-4.695,-1.098,-2.622
1774670797403,2026-03-28T00.06.37.403,1.491,-5.183,-1.707,-3.415
1774670797413,2026-03-28T00.06.37.413,1.501,-5.549,-1.098,-3.780
1774670797423,2026-03-28T00.06.37.423,1.511,-5.732,0.366,-3.780
1774670797433,2026-03-28T00.06.37.433,1.521,-5.549,2.012,-3.720
1774670797442,2026-03-28T00.06.37.442,1.530,-5.366,2.866,-3.780
1774670797453,2026-03-28T00.06.37.453,1.541,-5.000,2.683,-3.963
1774670797463,2026-03-28T00.06.37.463,1.551,-4.207,1.524,-4.024
1774670797473,2026-03-28T00.06.37.473,1.561,-3.415,0.366,-3.963
1774670797482,2026-03-28T00.06.37.482,1.570,-2.744,-0.549,-3.780
1774670797492,2026-03-28T00.06.37.492,1.580,-1.951,-1.159,-3.415
1774670797502,2026-03-28T00.06.37.502,1.590,-1.280,-0.976,-2.988
1774670797513,2026-03-28T00.06.37.513,1.601,-0.793,-0.427,-2.500
1774670797521,2026-03-28T00.06.37.521,1.609,-0.305,0.305,-2.256
1774670797532,2026-03-28T00.06.37.532,1.620,0.244,1.037,-1.829
1774670797542,2026-03-28T00.06.37.542,1.630,0.549,1.768,-1.463
1774670797552,2026-03-28T00.06.37.552,1.640,0.793,2.195,-1.220
1774670797561,2026-03-28T00.06.37.561,1.649,1.098,2.439,-0.793
1774670797571,2026-03-28T00.06.37.571,1.659,1.341,2.317,-0.366
1774670797581,2026-03-28T00.06.37.581,1.669,1.524,2.317,0.122
1774670797592,2026-03-28T00.06.37.592,1.680,1.646,2.622,0.610
1774670797600,2026-03-28T00.06.37.600,1.688,1.768,3.293,1.037
1774670797611,2026-03-28T00.06.37.611,1.699,1.646,3.841,1.646
1774670797621,2026-03-28T00.06.37.621,1.709,1.829,4.024,2.317
1774670797631,2026-03-28T00.06.37.631,1.719,2.012,3.780,2.988
1774670797640,2026-03-28T00.06.37.640,1.728,2.195,3.232,3.415
1774670797650,2026-03-28T00.06.37.650,1.738,2.378,2.378,3.476
1774670797661,2026-03-28T00.06.37.661,1.749,2.256,2.317,3.354
1774670797671,2026-03-28T00.06.37.671,1.759,1.768,3.476,3.049
1774670797680,2026-03-28T00.06.37.680,1.768,1.280,5.244,2.317
1774670797690,2026-03-28T00.06.37.690,1.778,0.671,7.195,1.585
1774670797700,2026-03-28T00.06.37.700,1.788,0.305,8.963,0.915
1774670797710,2026-03-28T00.06.37.710,1.798,0.305,9.939,0.305
1774670797719,2026-03-28T00.06.37.719,1.807,0.305,9.634,-0.183
1774670797729,2026-03-28T00.06.37.729,1.817,0.305,7.744,-0.854
1774670797740,2026-03-28T00.06.37.740,1.828,0.366,5.244,-1.341
1774670797750,2026-03-28T00.06.37.750,1.838,0.549,3.293,-1.768
1774670797759,2026-03-28T00.06.37.759,1.847,0.305,2.073,-1.951
1774670797769,2026-03-28T00.06.37.769,1.857,0.061,1.280,-1.707
1774670797779,2026-03-28T00.06.37.779,1.867,0.000,0.793,-1.220
1774670797789,2026-03-28T00.06.37.789,1.877,-0.183,0.366,-0.427
1774670797798,2026-03-28T00.06.37.798,1.886,-0.244,-0.488,0.061
1774670797808,2026-03-28T00.06.37.808,1.896,-0.305,-1.585,0.427
1774670797819,2026-03-28T00.06.37.819,1.907,-0.549,-2.439,0.427
1774670797828,2026-03-28T00.06.37.828,1.916,-0.976,-2.073,0.488
1774670797838,2026-03-28T00.06.37.838,1.926,-1.524,-0.366,0.427
1774670797848,2026-03-28T00.06.37.848,1.936,-2.500,1.890,0.427
1774670797858,2026-03-28T00.06.37.858,1.946,-3.476,4.329,0.976
1774670797867,2026-03-28T00.06.37.867,1.955,-4.268,6.280,1.341
1774670797877,2026-03-28T00.06.37.877,1.965,-5.244,7.622,1.341
1774670797889,2026-03-28T00.06.37.889,1.977,-5.854,8.537,1.159
1774670797898,2026-03-28T00.06.37.898,1.986,-6.159,8.720,0.610
1774670797907,2026-03-28T00.06.37.907,1.995,-6.463,7.744,-0.305
1774670797917,2026-03-28T00.06.37.917,2.005,-6.463,6.585,-1.098
1774670797927,2026-03-28T00.06.37.927,2.015,-6.585,5.915,-1.524
1774670797937,2026-03-28T00.06.37.937,2.025,-6.524,6.037,-2.012
1774670797946,2026-03-28T00.06.37.946,2.034,-6.463,7.073,-2.195
1774670797956,2026-03-28T00.06.37.956,2.044,-6.402,8.171,-2.256
1774670797967,2026-03-28T00.06.37.967,2.055,-6.098,8.659,-2.256
1774670797977,2026-03-28T00.06.37.977,2.065,-5.732,8.902,-2.134
1774670797986,2026-03-28T00.06.37.986,2.074,-5.305,8.720,-2.073
1774670797996,2026-03-28T00.06.37.996,2.084,-4.329,7.622,-2.378
1774670798006,2026-03-28T00.06.38.006,2.094,-3.720,6.159,-2.378
1774670798017,2026-03-28T00.06.38.017,2.105,-3.232,4.512,-2.256
1774670798025,2026-03-28T00.06.38.025,2.113,-2.805,2.866,-2.317
1774670798036,2026-03-28T00.06.38.036,2.124,-2.256,2.378,-2.134
1774670798046,2026-03-28T00.06.38.046,2.134,-1.646,3.293,-1.829
1774670798056,2026-03-28T00.06.38.056,2.144,-1.159,4.878,-1.402
1774670798065,2026-03-28T00.06.38.065,2.153,-0.366,6.159,-0.793
1774670798075,2026-03-28T00.06.38.075,2.163,0.671,6.585,-0.061
1774670798085,2026-03-28T00.06.38.085,2.173,1.768,6.098,0.488
1774670798096,2026-03-28T00.06.38.096,2.184,2.683,4.512,1.037
1774670798104,2026-03-28T00.06.38.104,2.192,3.415,2.439,1.463
1774670798115,2026-03-28T00.06.38.115,2.203,3.963,0.671,1.890
1774670798125,2026-03-28T00.06.38.125,2.213,4.207,-0.366,2.256
1774670798135,2026-03-28T00.06.38.135,2.223,4.024,-0.488,2.744
1774670798144,2026-03-28T00.06.38.144,2.232,3.537,-0.366,2.866
1774670798154,2026-03-28T00.06.38.154,2.242,2.866,-0.061,2.805
1774670798164,2026-03-28T00.06.38.164,2.252,2.073,0.183,2.683
1774670798175,2026-03-28T00.06.38.175,2.263,1.220,-0.549,2.500
1774670798183,2026-03-28T00.06.38.183,2.271,0.915,-2.378,2.195
1774670798194,2026-03-28T00.06.38.194,2.282,0.610,-3.537,1.707
1774670798204,2026-03-28T00.06.38.204,2.292,0.000,-3.902,1.646
1774670798214,2026-03-28T00.06.38.214,2.302,-0.061,-2.988,1.951
1774670798223,2026-03-28T00.06.38.223,2.311,0.122,-1.402,2.561
1774670798233,2026-03-28T00.06.38.233,2.321,0.610,0.000,3.293
1774670798244,2026-03-28T00.06.38.244,2.332,1.280,0.488,3.720
1774670798254,2026-03-28T00.06.38.254,2.342,2.012,0.122,3.720
1774670798263,2026-03-28T00.06.38.263,2.351,2.561,-0.488,3.476
1774670798273,2026-03-28T00.06.38.273,2.361,2.988,-0.976,2.866
1774670798283,2026-03-28T00.06.38.283,2.371,2.988,-0.976,2.256
1774670798293,2026-03-28T00.06.38.293,2.381,2.927,-0.549,1.585
1774670798302,2026-03-28T00.06.38.302,2.390,2.683,0.000,1.037
1774670798312,2026-03-28T00.06.38.312,2.400,2.439,0.061,0.305
1774670798323,2026-03-28T00.06.38.323,2.411,2.134,-0.366,-0.183
1774670798333,2026-03-28T00.06.38.333,2.421,1.707,-0.732,-0.610
1774670798342,2026-03-28T00.06.38.342,2.430,1.098,-0.732,-0.610
1774670798352,2026-03-28T00.06.38.352,2.440,0.366,-0.366,-0.549
1774670798362,2026-03-28T00.06.38.362,2.450,0.122,0.061,0.000
1774670798371,2026-03-28T00.06.38.371,2.459,0.183,0.732,0.305
1774670798381,2026-03-28T00.06.38.381,2.469,0.488,2.134,0.793
1774670798392,2026-03-28T00.06.38.392,2.480,0.976,3.598,1.037
1774670798402,2026-03-28T00.06.38.402,2.490,1.646,4.573,1.341
1774670798411,2026-03-28T00.06.38.411,2.499,2.622,4.329,1.585
1774670798421,2026-03-28T00.06.38.421,2.509,3.476,3.354,1.890
1774670798431,2026-03-28T00.06.38.431,2.519,4.085,2.561,2.378
1774670798441,2026-03-28T00.06.38.441,2.529,4.268,1.646,2.988
1774670798450,2026-03-28T00.06.38.450,2.538,4.451,0.732,3.537
1774670798460,2026-03-28T00.06.38.460,2.548,4.207,1.220,4.024
1774670798471,2026-03-28T00.06.38.471,2.559,3.659,2.683,4.085
1774670798481,2026-03-28T00.06.38.481,2.569,3.110,4.146,4.146
1774670798490,2026-03-28T00.06.38.490,2.578,2.378,4.695,3.720
1774670798500,2026-03-28T00.06.38.500,2.588,1.829,4.024,2.805
1774670798510,2026-03-28T00.06.38.510,2.598,1.220,2.927,1.951
1774670798520,2026-03-28T00.06.38.520,2.608,0.488,1.585,1.280
1774670798529,2026-03-28T00.06.38.529,2.617,-0.244,0.549,0.976
1774670798539,2026-03-28T00.06.38.539,2.627,-0.976,0.244,0.915
1774670798550,2026-03-28T00.06.38.550,2.638,-1.585,0.366,1.159
1774670798560,2026-03-28T00.06.38.560,2.648,-2.012,0.976,1.463
1774670798569,2026-03-28T00.06.38.569,2.657,-2.134,1.707,1.768
1774670798579,2026-03-28T00.06.38.579,2.667,-1.951,2.073,2.012
1774670798589,2026-03-28T00.06.38.589,2.677,-1.524,2.378,1.829
1774670798600,2026-03-28T00.06.38.600,2.688,-0.976,2.256,1.646
1774670798608,2026-03-28T00.06.38.608,2.696,-0.366,2.134,1.220
1774670798619,2026-03-28T00.06.38.619,2.707,0.122,1.890,0.976
1774670798629,2026-03-28T00.06.38.629,2.717,0.549,1.402,1.280
1774670798639,2026-03-28T00.06.38.639,2.727,0.549,1.159,1.585
1774670798648,2026-03-28T00.06.38.648,2.736,0.366,0.976,1.829
1774670798658,2026-03-28T00.06.38.658,2.746,0.122,0.732,1.951
1774670798668,2026-03-28T00.06.38.668,2.756,0.366,1.159,1.402
1774670798679,2026-03-28T00.06.38.679,2.767,0.488,1.890,0.976
1774670798687,2026-03-28T00.06.38.687,2.775,-0.061,1.402,0.488
1774670798698,2026-03-28T00.06.38.698,2.786,-0.793,0.427,-0.061
1774670798708,2026-03-28T00.06.38.708,2.796,-1.463,-0.305,-0.244
1774670798718,2026-03-28T00.06.38.718,2.806,-1.951,-1.159,-0.549
1774670798727,2026-03-28T00.06.38.727,2.815,-2.500,-2.195,-0.610
1774670798737,2026-03-28T00.06.38.737,2.825,-2.927,-2.988,-0.488
1774670798747,2026-03-28T00.06.38.747,2.835,-3.171,-3.110,-0.244
1774670798758,2026-03-28T00.06.38.758,2.846,-3.232,-2.500,-0.244
1774670798767,2026-03-28T00.06.38.767,2.855,-3.049,-1.220,-0.549
1774670798777,2026-03-28T00.06.38.777,2.865,-2.805,0.427,-0.732
1774670798787,2026-03-28T00.06.38.787,2.875,-2.317,1.890,-1.159
1774670798797,2026-03-28T00.06.38.797,2.885,-1.524,2.683,-1.707
1774670798806,2026-03-28T00.06.38.806,2.894,-0.732,2.805,-1.524
1774670798816,2026-03-28T00.06.38.816,2.904,0.000,2.073,-1.220
1774670798827,2026-03-28T00.06.38.827,2.915,0.671,1.220,-0.854
1774670798837,2026-03-28T00.06.38.837,2.925,0.854,0.610,-0.183
1774670798846,2026-03-28T00.06.38.846,2.934,0.793,0.427,0.305
1774670798856,2026-03-28T00.06.38.856,2.944,0.488,0.915,0.610
1774670798866,2026-03-28T00.06.38.866,2.954,0.000,1.707,0.610
1774670798876,2026-03-28T00.06.38.876,2.964,-0.549,2.561,0.488
1774670798885,2026-03-28T00.06.38.885,2.973,-0.793,3.049,0.244
1774670798895,2026-03-28T00.06.38.895,2.983,-0.610,2.805,0.244
1774670798906,2026-03-28T00.06.38.906,2.994,-0.244,1.829,-0.061
1774670798914,2026-03-28T00.06.38.914,3.002,0.183,0.732,-0.061
1774670798925,2026-03-28T00.06.38.925,3.013,0.671,-0.183,0.183
1774670798935,2026-03-28T00.06.38.935,3.023,0.793,-0.976,0.427
1774670798945,2026-03-28T00.06.38.945,3.033,0.854,-1.524,0.732
1774670798954,2026-03-28T00.06.38.954,3.042,0.976,-2.195,1.220
1774670798964,2026-03-28T00.06.38.964,3.052,0.976,-3.841,1.037
1774670798975,2026-03-28T00.06.38.975,3.063,1.098,-5.549,0.793
1774670798985,2026-03-28T00.06.38.985,3.073,1.037,-6.890,0.122
1774670798994,2026-03-28T00.06.38.994,3.082,1.098,-7.622,0.244
1774670799004,2026-03-28T00.06.39.004,3.092,0.915,-6.524,0.427
1774670799014,2026-03-28T00.06.39.014,3.102,0.854,-4.512,0.915
1774670799024,2026-03-28T00.06.39.024,3.112,1.280,-2.073,1.524
1774670799033,2026-03-28T00.06.39.033,3.121,1.402,-0.488,1.829
1774670799043,2026-03-28T00.06.39.043,3.131,1.707,-0.244,2.256
1774670799054,2026-03-28T00.06.39.054,3.142,2.073,-0.183,2.500
1774670799064,2026-03-28T00.06.39.064,3.152,2.561,-0.366,2.561
1774670799073,2026-03-28T00.06.39.073,3.161,2.988,-0.732,2.561
1774670799083,2026-03-28T00.06.39.083,3.171,3.171,-0.976,2.256
1774670799093,2026-03-28T00.06.39.093,3.181,3.049,-1.463,1.951
1774670799103,2026-03-28T00.06.39.103,3.191,2.683,-1.098,1.890
1774670799112,2026-03-28T00.06.39.112,3.200,2.256,-0.427,2.073
1774670799122,2026-03-28T00.06.39.122,3.210,1.829,0.061,2.012
1774670799133,2026-03-28T00.06.39.133,3.221,1.341,0.244,2.073
1774670799143,2026-03-28T00.06.39.143,3.231,0.671,0.610,1.890
1774670799152,2026-03-28T00.06.39.152,3.240,0.183,0.610,1.646
1774670799162,2026-03-28T00.06.39.162,3.250,0.000,0.244,1.280
1774670799172,2026-03-28T00.06.39.172,3.260,-0.366,0.183,1.341
1774670799183,2026-03-28T00.06.39.183,3.271,-0.732,0.488,1.463
1774670799191,2026-03-28T00.06.39.191,3.279,-0.915,0.671,1.280
1774670799202,2026-03-28T00.06.39.202,3.290,-1.098,1.707,1.341
1774670799212,2026-03-28T00.06.39.212,3.300,-1.220,2.988,1.341
1774670799222,2026-03-28T00.06.39.222,3.310,-1.037,3.476,1.341
1774670799231,2026-03-28T00.06.39.231,3.319,-0.610,3.110,1.220
1774670799241,2026-03-28T00.06.39.241,3.329,-0.183,2.378,1.037
1774670799251,2026-03-28T00.06.39.251,3.339,0.244,1.768,0.854
1774670799262,2026-03-28T00.06.39.262,3.350,0.610,1.280,0.854
1774670799270,2026-03-28T00.06.39.270,3.358,0.793,1.037,0.915
1774670799281,2026-03-28T00.06.39.281,3.369,1.220,1.159,0.854
1774670799291,2026-03-28T00.06.39.291,3.379,1.707,1.524,0.854
1774670799301,2026-03-28T00.06.39.301,3.389,1.951,0.915,0.610
1774670799310,2026-03-28T00.06.39.310,3.398,2.439,-0.183,0.305
1774670799320,2026-03-28T00.06.39.320,3.408,2.134,-0.488,-0.183
1774670799330,2026-03-28T00.06.39.330,3.418,1.829,-0.122,-0.427
1774670799341,2026-03-28T00.06.39.341,3.429,1.707,0.610,-0.549
1774670799350,2026-03-28T00.06.39.350,3.438,1.280,1.037,-0.549
1774670799360,2026-03-28T00.06.39.360,3.448,0.793,1.159,-0.488
1774670799370,2026-03-28T00.06.39.370,3.458,0.244,1.220,-0.366
1774670799379,2026-03-28T00.06.39.379,3.467,-0.488,0.854,-0.366
1774670799389,2026-03-28T00.06.39.389,3.477,-0.976,0.366,-0.244
1774670799399,2026-03-28T00.06.39.399,3.487,-1.341,0.305,-0.122
1774670799410,2026-03-28T00.06.39.410,3.498,-1.585,0.915,-0.122
1774670799418,2026-03-28T00.06.39.418,3.506,-1.463,2.073,0.000
1774670799429,2026-03-28T00.06.39.429,3.517,-0.976,3.171,0.000
1774670799439,2026-03-28T00.06.39.439,3.527,-0.305,3.720,0.061
1774670799449,2026-03-28T00.06.39.449,3.537,0.549,3.598,0.122
1774670799458,2026-03-28T00.06.39.458,3.546,1.341,2.988,0.183
1774670799468,2026-03-28T00.06.39.468,3.556,2.134,2.317,0.000
1774670799478,2026-03-28T00.06.39.478,3.566,2.622,1.707,-0.183
1774670799489,2026-03-28T00.06.39.489,3.577,2.561,1.341,0.000
1774670799497,2026-03-28T00.06.39.497,3.585,2.256,1.159,0.183
1774670799508,2026-03-28T00.06.39.508,3.596,1.890,0.976,0.305
