epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670804676,2026-03-28T00.06.44.676,8.764,-190.061,-7.317,-84.817
1774670804686,2026-03-28T00.06.44.686,8.774,-189.451,2.317,-82.317
1774670804695,2026-03-28T00.06.44.695,8.783,-188.841,7.500,-83.963
1774670804705,2026-03-28T00.06.44.705,8.793,-189.939,9.024,-85.549
1774670804715,2026-03-28T00.06.44.715,8.803,-189.878,3.415,-82.927
1774670804724,2026-03-28T00.06.44.724,8.812,-190.061,-5.610,-80.915
1774670804734,2026-03-28T00.06.44.734,8.822,-189.939,-17.805,-77.561
1774670804745,2026-03-28T00.06.44.745,8.833,-189.817,-31.646,-73.049
1774670804755,2026-03-28T00.06.44.755,8.843,-187.988,-44.573,-68.354
1774670804764,2026-03-28T00.06.44.764,8.852,-185.671,-50.244,-62.439
1774670804774,2026-03-28T00.06.44.774,8.862,-182.561,-50.000,-55.793
1774670804784,2026-03-28T00.06.44.784,8.872,-180.671,-48.232,-52.378
1774670804794,2026-03-28T00.06.44.794,8.882,-178.415,-46.037,-48.720
1774670804803,2026-03-28T00.06.44.803,8.891,-173.537,-45.610,-45.793
1774670804813,2026-03-28T00.06.44.813,8.901,-170.915,-44.939,-44.573
1774670804824,2026-03-28T00.06.44.824,8.912,-168.171,-45.915,-44.024
1774670804834,2026-03-28T00.06.44.834,8.922,-162.683,-47.500,-42.744
1774670804843,2026-03-28T00.06.44.843,8.931,-156.646,-48.780,-41.159
1774670804853,2026-03-28T00.06.44.853,8.941,-151.341,-48.171,-39.756
1774670804863,2026-03-28T00.06.44.863,8.951,-146.768,-45.122,-39.024
1774670804873,2026-03-28T00.06.44.873,8.961,-141.890,-38.963,-38.902
1774670804882,2026-03-28T00.06.44.882,8.970,-136.707,-31.951,-38.415
1774670804892,2026-03-28T00.06.44.892,8.980,-131.585,-22.744,-37.561
1774670804903,2026-03-28T00.06.44.903,8.991,-127.439,-14.146,-36.159
1774670804913,2026-03-28T00.06.44.913,9.001,-123.841,-5.488,-36.463
1774670804922,2026-03-28T00.06.44.922,9.010,-120.793,2.622,-34.207
1774670804932,2026-03-28T00.06.44.932,9.020,-117.744,11.524,-30.366
1774670804942,2026-03-28T00.06.44.942,9.030,-113.659,23.902,-27.317
1774670804953,2026-03-28T00.06.44.953,9.041,-108.354,40.244,-27.073
1774670804961,2026-03-28T00.06.44.961,9.049,-103.902,56.402,-28.537
1774670804972,2026-03-28T00.06.44.972,9.060,-100.122,62.805,-29.329
1774670804982,2026-03-28T00.06.44.982,9.070,-98.049,56.829,-31.707
1774670804992,2026-03-28T00.06.44.992,9.080,-97.073,42.866,-35.305
1774670805001,2026-03-28T00.06.45.001,9.089,-96.159,27.073,-36.220
1774670805011,2026-03-28T00.06.45.011,9.099,-93.049,17.866,-36.159
1774670805021,2026-03-28T00.06.45.021,9.109,-88.354,15.305,-36.037
1774670805032,2026-03-28T00.06.45.032,9.120,-80.305,16.646,-38.171
1774670805040,2026-03-28T00.06.45.040,9.128,-72.378,23.049,-38.110
1774670805051,2026-03-28T00.06.45.051,9.139,-66.159,31.280,-32.439
1774670805061,2026-03-28T00.06.45.061,9.149,-62.622,36.585,-28.415
1774670805071,2026-03-28T00.06.45.071,9.159,-59.207,36.098,-28.110
1774670805080,2026-03-28T00.06.45.080,9.168,-55.732,35.427,-27.988
1774670805090,2026-03-28T00.06.45.090,9.178,-52.439,38.171,-25.488
1774670805100,2026-03-28T00.06.45.100,9.188,-50.061,43.659,-21.159
1774670805109,2026-03-28T00.06.45.109,9.197,-48.293,47.744,-20.000
1774670805120,2026-03-28T00.06.45.120,9.208,-47.073,48.476,-21.159
1774670805130,2026-03-28T00.06.45.130,9.218,-45.915,44.451,-20.915
1774670805140,2026-03-28T00.06.45.140,9.228,-43.841,32.927,-18.232
1774670805149,2026-03-28T00.06.45.149,9.237,-40.549,15.122,-15.854
1774670805159,2026-03-28T00.06.45.159,9.247,-32.195,-2.622,-17.805
1774670805169,2026-03-28T00.06.45.169,9.257,-22.866,-10.305,-20.854
1774670805180,2026-03-28T00.06.45.180,9.268,-20.061,-7.012,-13.171
1774670805188,2026-03-28T00.06.45.188,9.276,-13.841,4.451,-6.402
1774670805199,2026-03-28T00.06.45.199,9.287,-9.451,14.390,1.707
1774670805209,2026-03-28T00.06.45.209,9.297,-2.866,16.890,9.024
1774670805219,2026-03-28T00.06.45.219,9.307,5.976,13.293,13.232
1774670805228,2026-03-28T00.06.45.228,9.316,16.341,2.500,15.122
1774670805238,2026-03-28T00.06.45.238,9.326,26.280,-13.171,17.744
1774670805248,2026-03-28T00.06.45.248,9.336,36.524,-28.841,19.451
1774670805259,2026-03-28T00.06.45.259,9.347,45.488,-41.890,18.841
1774670805267,2026-03-28T00.06.45.267,9.355,52.378,-52.988,18.354
1774670805278,2026-03-28T00.06.45.278,9.366,58.354,-59.146,18.537
1774670805288,2026-03-28T00.06.45.288,9.376,64.390,-58.049,19.634
1774670805298,2026-03-28T00.06.45.298,9.386,70.671,-51.768,21.951
1774670805307,2026-03-28T00.06.45.307,9.395,77.805,-43.476,26.463
1774670805317,2026-03-28T00.06.45.317,9.405,86.829,-36.768,30.366
1774670805328,2026-03-28T00.06.45.328,9.416,95.793,-31.037,32.683
1774670805338,2026-03-28T00.06.45.338,9.426,101.707,-24.146,35.793
1774670805347,2026-03-28T00.06.45.347,9.435,105.915,-15.671,36.951
1774670805357,2026-03-28T00.06.45.357,9.445,109.939,-6.646,37.378
1774670805367,2026-03-28T00.06.45.367,9.455,110.244,1.768,39.756
1774670805377,2026-03-28T00.06.45.377,9.465,109.268,5.610,41.159
1774670805386,2026-03-28T00.06.45.386,9.474,110.244,4.329,40.366
1774670805396,2026-03-28T00.06.45.396,9.484,112.805,2.317,41.280
1774670805407,2026-03-28T00.06.45.407,9.495,117.195,2.927,44.512
1774670805417,2026-03-28T00.06.45.417,9.505,125.427,5.610,48.415
1774670805426,2026-03-28T00.06.45.426,9.514,136.402,7.195,54.146
1774670805436,2026-03-28T00.06.45.436,9.524,145.610,8.476,61.890
1774670805446,2026-03-28T00.06.45.446,9.534,153.476,10.976,67.561
1774670805456,2026-03-28T00.06.45.456,9.544,163.293,19.573,65.732
1774670805465,2026-03-28T00.06.45.465,9.553,171.707,40.305,63.963
1774670805475,2026-03-28T00.06.45.475,9.563,175.427,63.476,72.622
1774670805486,2026-03-28T00.06.45.486,9.574,179.207,75.061,84.512
1774670805496,2026-03-28T00.06.45.496,9.584,181.707,74.817,90.793
1774670805505,2026-03-28T00.06.45.505,9.593,184.390,69.268,93.354
1774670805515,2026-03-28T00.06.45.515,9.603,185.671,65.061,94.512
1774670805525,2026-03-28T00.06.45.525,9.613,184.390,67.744,93.232
1774670805536,2026-03-28T00.06.45.536,9.624,182.805,77.866,92.134
1774670805544,2026-03-28T00.06.45.544,9.632,180.915,88.110,93.659
1774670805555,2026-03-28T00.06.45.555,9.643,175.549,91.890,95.976
1774670805565,2026-03-28T00.06.45.565,9.653,170.122,85.915,98.415
1774670805574,2026-03-28T00.06.45.574,9.662,166.341,69.268,101.280
1774670805584,2026-03-28T00.06.45.584,9.672,165.427,44.939,99.146
1774670805594,2026-03-28T00.06.45.594,9.682,167.195,19.390,96.890
1774670805604,2026-03-28T00.06.45.604,9.692,172.134,0.915,96.951
1774670805613,2026-03-28T00.06.45.613,9.701,176.524,-1.829,97.927
1774670805623,2026-03-28T00.06.45.623,9.711,180.305,10.488,97.988
1774670805634,2026-03-28T00.06.45.634,9.722,186.585,30.427,100.549
1774670805644,2026-03-28T00.06.45.644,9.732,190.183,47.622,105.183
1774670805653,2026-03-28T00.06.45.653,9.741,189.024,59.329,108.110
1774670805663,2026-03-28T00.06.45.663,9.751,184.695,65.854,109.024
1774670805673,2026-03-28T00.06.45.673,9.761,177.317,66.159,104.817
1774670805683,2026-03-28T00.06.45.683,9.771,172.134,60.427,102.195
1774670805692,2026-03-28T00.06.45.692,9.780,171.463,50.549,104.939
1774670805703,2026-03-28T00.06.45.703,9.791,171.524,38.963,104.695
1774670805713,2026-03-28T00.06.45.713,9.801,169.634,27.561,99.756
1774670805723,2026-03-28T00.06.45.723,9.811,166.951,19.573,95.610
1774670805732,2026-03-28T00.06.45.732,9.820,167.256,17.622,93.537
1774670805742,2026-03-28T00.06.45.742,9.830,162.195,19.085,88.598
1774670805752,2026-03-28T00.06.45.752,9.840,151.646,20.305,79.207
1774670805763,2026-03-28T00.06.45.763,9.851,142.439,18.841,74.634
1774670805771,2026-03-28T00.06.45.771,9.859,138.476,10.366,75.427
1774670805782,2026-03-28T00.06.45.782,9.870,139.085,-2.561,75.610
1774670805792,2026-03-28T00.06.45.792,9.880,140.793,-12.134,75.549
1774670805802,2026-03-28T00.06.45.802,9.890,142.927,-13.232,76.341
1774670805811,2026-03-28T00.06.45.811,9.899,145.183,-6.646,77.378
1774670805821,2026-03-28T00.06.45.821,9.909,144.451,3.598,78.293
1774670805831,2026-03-28T00.06.45.831,9.919,138.598,13.902,75.427
1774670805842,2026-03-28T00.06.45.842,9.930,130.244,20.000,72.134
1774670805850,2026-03-28T00.06.45.850,9.938,123.598,19.390,72.073
1774670805861,2026-03-28T00.06.45.861,9.949,121.646,12.317,71.890
1774670805871,2026-03-28T00.06.45.871,9.959,121.768,6.220,69.939
1774670805881,2026-03-28T00.06.45.881,9.969,121.585,6.037,69.207
1774670805890,2026-03-28T00.06.45.890,9.978,121.098,10.610,68.476
1774670805900,2026-03-28T00.06.45.900,9.988,119.939,16.524,67.683
1774670805911,2026-03-28T00.06.45.911,9.999,116.463,20.366,65.549
1774670805921,2026-03-28T00.06.45.921,10.009,111.402,22.195,63.293
1774670805930,2026-03-28T00.06.45.930,10.018,106.098,21.829,59.573
1774670805940,2026-03-28T00.06.45.940,10.028,99.451,20.183,56.463
1774670805950,2026-03-28T00.06.45.950,10.038,91.768,17.073,53.598
1774670805960,2026-03-28T00.06.45.960,10.048,84.695,12.134,48.780
1774670805969,2026-03-28T00.06.45.969,10.057,79.024,8.171,45.061
1774670805979,2026-03-28T00.06.45.979,10.067,74.878,7.378,42.988
1774670805990,2026-03-28T00.06.45.990,10.078,70.854,6.890,42.256
1774670805998,2026-03-28T00.06.45.998,10.086,67.744,5.366,40.366
1774670806009,2026-03-28T00.06.46.009,10.097,66.585,4.085,38.841
1774670806019,2026-03-28T00.06.46.019,10.107,65.976,3.598,37.744
1774670806029,2026-03-28T00.06.46.029,10.117,65.061,1.890,36.585
1774670806038,2026-03-28T00.06.46.038,10.126,64.756,0.122,36.159
1774670806048,2026-03-28T00.06.46.048,10.136,64.634,-0.915,36.585
1774670806058,2026-03-28T00.06.46.058,10.146,64.268,-0.305,36.341
1774670806069,2026-03-28T00.06.46.069,10.157,64.146,1.890,36.463
1774670806078,2026-03-28T00.06.46.078,10.166,63.598,5.122,36.707
1774670806088,2026-03-28T00.06.46.088,10.176,62.683,7.500,35.854
1774670806098,2026-03-28T00.06.46.098,10.186,61.768,8.049,34.939
1774670806108,2026-03-28T00.06.46.108,10.196,60.244,5.671,34.390
1774670806117,2026-03-28T00.06.46.117,10.205,59.207,1.341,33.476
1774670806127,2026-03-28T00.06.46.127,10.215,57.927,-4.939,33.476
1774670806138,2026-03-28T00.06.46.138,10.226,56.463,-9.939,30.976
1774670806148,2026-03-28T00.06.46.148,10.236,54.695,-13.841,25.915
1774670806157,2026-03-28T00.06.46.157,10.245,52.988,-16.037,22.866
1774670806167,2026-03-28T00.06.46.167,10.255,51.280,-16.646,20.305
1774670806177,2026-03-28T00.06.46.177,10.265,48.780,-16.890,17.622
1774670806187,2026-03-28T00.06.46.187,10.275,46.280,-17.012,16.220
1774670806196,2026-03-28T00.06.46.196,10.284,43.963,-14.512,14.695
1774670806206,2026-03-28T00.06.46.206,10.294,41.890,-10.061,14.512
1774670806217,2026-03-28T00.06.46.217,10.305,39.268,-5.366,14.207
1774670806227,2026-03-28T00.06.46.227,10.315,37.317,-0.671,13.598
1774670806236,2026-03-28T00.06.46.236,10.324,35.244,3.720,13.720
1774670806246,2026-03-28T00.06.46.246,10.334,34.878,6.646,14.268
1774670806256,2026-03-28T00.06.46.256,10.344,35.061,7.012,15.488
1774670806267,2026-03-28T00.06.46.267,10.355,36.037,4.695,15.244
1774670806275,2026-03-28T00.06.46.275,10.363,36.768,3.902,15.305
1774670806286,2026-03-28T00.06.46.286,10.374,37.378,4.451,15.610
1774670806296,2026-03-28T00.06.46.296,10.384,38.110,4.939,15.976
1774670806306,2026-03-28T00.06.46.306,10.394,39.207,5.549,15.915
1774670806315,2026-03-28T00.06.46.315,10.403,39.634,6.280,15.244
1774670806325,2026-03-28T00.06.46.325,10.413,39.207,6.280,15.000
1774670806335,2026-03-28T00.06.46.335,10.423,38.720,5.061,14.573
1774670806346,2026-03-28T00.06.46.346,10.434,37.439,3.293,14.146
1774670806354,2026-03-28T00.06.46.354,10.442,35.488,0.915,13.110
1774670806365,2026-03-28T00.06.46.365,10.453,33.598,-0.427,11.646
1774670806375,2026-03-28T00.06.46.375,10.463,31.890,-1.098,11.280
1774670806385,2026-03-28T00.06.46.385,10.473,30.976,-1.585,10.610
1774670806394,2026-03-28T00.06.46.394,10.482,30.671,-1.341,10.061
1774670806404,2026-03-28T00.06.46.404,10.492,29.573,-1.159,10.183
1774670806414,2026-03-28T00.06.46.414,10.502,29.085,-1.037,10.854
1774670806425,2026-03-28T00.06.46.425,10.513,29.390,-2.012,11.707
1774670806433,2026-03-28T00.06.46.433,10.521,31.098,-3.780,12.134
1774670806444,2026-03-28T00.06.46.444,10.532,34.268,-6.220,12.805
1774670806454,2026-03-28T00.06.46.454,10.542,38.110,-7.927,13.963
1774670806463,2026-03-28T00.06.46.463,10.551,41.951,-7.317,14.695
1774670806473,2026-03-28T00.06.46.473,10.561,45.488,-4.634,15.000
1774670806483,2026-03-28T00.06.46.483,10.571,48.232,-1.951,14.817
1774670806494,2026-03-28T00.06.46.494,10.582,48.780,-1.463,13.841
1774670806502,2026-03-28T00.06.46.502,10.590,47.744,-2.683,11.402
1774670806513,2026-03-28T00.06.46.513,10.601,44.024,-4.573,8.841
1774670806523,2026-03-28T00.06.46.523,10.611,37.195,-6.159,6.159
1774670806533,2026-03-28T00.06.46.533,10.621,28.780,-7.561,3.171
1774670806542,2026-03-28T00.06.46.542,10.630,18.476,-8.415,-1.646
1774670806552,2026-03-28T00.06.46.552,10.640,8.232,-9.146,-6.037
1774670806562,2026-03-28T00.06.46.562,10.650,-2.073,-10.610,-9.451
1774670806573,2026-03-28T00.06.46.573,10.661,-11.280,-12.683,-13.720
1774670806581,2026-03-28T00.06.46.581,10.669,-20.366,-17.317,-17.805
1774670806592,2026-03-28T00.06.46.592,10.680,-30.549,-25.000,-21.829
1774670806602,2026-03-28T00.06.46.602,10.690,-41.402,-33.415,-27.439
1774670806612,2026-03-28T00.06.46.612,10.700,-53.659,-42.439,-32.561
1774670806621,2026-03-28T00.06.46.621,10.709,-66.159,-51.646,-37.866
1774670806631,2026-03-28T00.06.46.631,10.719,-78.171,-58.293,-41.951
1774670806642,2026-03-28T00.06.46.642,10.730,-89.451,-59.207,-45.793
1774670806652,2026-03-28T00.06.46.652,10.740,-101.098,-56.951,-47.012
1774670806661,2026-03-28T00.06.46.661,10.749,-109.085,-52.500,-47.988
1774670806671,2026-03-28T00.06.46.671,10.759,-115.427,-45.793,-48.293
1774670806681,2026-03-28T00.06.46.681,10.769,-120.000,-35.000,-43.963
1774670806691,2026-03-28T00.06.46.691,10.779,-123.780,-24.634,-41.402
1774670806700,2026-03-28T00.06.46.700,10.788,-124.817,-16.098,-40.000
1774670806710,2026-03-28T00.06.46.710,10.798,-126.524,-6.951,-38.780
1774670806721,2026-03-28T00.06.46.721,10.809,-128.293,0.061,-37.256
1774670806731,2026-03-28T00.06.46.731,10.819,-130.000,0.610,-38.293
1774670806740,2026-03-28T00.06.46.740,10.828,-130.000,-4.634,-41.159
1774670806750,2026-03-28T00.06.46.750,10.838,-129.817,-15.061,-46.037
1774670806760,2026-03-28T00.06.46.760,10.848,-128.354,-23.902,-48.659
1774670806770,2026-03-28T00.06.46.770,10.858,-128.293,-27.744,-51.280
1774670806779,2026-03-28T00.06.46.779,10.867,-127.683,-22.683,-55.122
1774670806789,2026-03-28T00.06.46.789,10.877,-129.390,-15.549,-56.951
1774670806800,2026-03-28T00.06.46.800,10.888,-130.732,-8.963,-56.524
1774670806810,2026-03-28T00.06.46.810,10.898,-132.073,-7.500,-57.988
1774670806819,2026-03-28T00.06.46.819,10.907,-132.927,-10.976,-60.610
1774670806829,2026-03-28T00.06.46.829,10.917,-132.866,-12.561,-62.988
1774670806839,2026-03-28T00.06.46.839,10.927,-133.841,-12.561,-64.329
1774670806850,2026-03-28T00.06.46.850,10.938,-135.122,-13.598,-65.305
1774670806858,2026-03-28T00.06.46.858,10.946,-136.098,-15.671,-66.707
1774670806869,2026-03-28T00.06.46.869,10.957,-136.646,-19.268,-68.415
1774670806879,2026-03-28T00.06.46.879,10.967,-135.915,-20.915,-70.671
1774670806888,2026-03-28T00.06.46.888,10.976,-135.793,-20.549,-72.378
1774670806898,2026-03-28T00.06.46.898,10.986,-136.829,-21.220,-73.049
1774670806908,2026-03-28T00.06.46.908,10.996,-137.744,-26.098,-73.476
1774670806918,2026-03-28T00.06.46.918,11.006,-138.171,-33.354,-74.329
1774670806927,2026-03-28T00.06.46.927,11.015,-138.659,-38.720,-74.573
1774670806937,2026-03-28T00.06.46.937,11.025,-140.061,-37.683,-73.171
1774670806948,2026-03-28T00.06.46.948,11.036,-142.012,-34.512,-72.256
1774670806958,2026-03-28T00.06.46.958,11.046,-143.963,-33.415,-72.134
1774670806967,2026-03-28T00.06.46.967,11.055,-144.939,-33.110,-71.890
1774670806977,2026-03-28T00.06.46.977,11.065,-146.402,-32.622,-70.915
1774670806987,2026-03-28T00.06.46.987,11.075,-147.927,-33.293,-71.159
1774670806997,2026-03-28T00.06.46.997,11.085,-148.659,-34.939,-70.061
1774670807006,2026-03-28T00.06.47.006,11.094,-148.780,-35.915,-68.293
1774670807017,2026-03-28T00.06.47.017,11.105,-149.207,-37.744,-67.927
1774670807027,2026-03-28T00.06.47.027,11.115,-149.207,-40.244,-66.951
1774670807037,2026-03-28T00.06.47.037,11.125,-149.878,-40.732,-67.195
1774670807046,2026-03-28T00.06.47.046,11.134,-150.915,-39.939,-68.415
1774670807056,2026-03-28T00.06.47.056,11.144,-151.707,-39.329,-67.012
1774670807066,2026-03-28T00.06.47.066,11.154,-153.780,-42.378,-64.512
1774670807077,2026-03-28T00.06.47.077,11.165,-155.854,-49.695,-63.780
1774670807085,2026-03-28T00.06.47.085,11.173,-158.049,-53.293,-62.256
1774670807096,2026-03-28T00.06.47.096,11.184,-160.915,-55.366,-59.512
1774670807106,2026-03-28T00.06.47.106,11.194,-162.744,-56.037,-58.354
1774670807116,2026-03-28T00.06.47.116,11.204,-164.268,-51.402,-57.134
1774670807125,2026-03-28T00.06.47.125,11.213,-165.915,-46.768,-55.000
1774670807135,2026-03-28T00.06.47.135,11.223,-166.159,-42.500,-54.817
1774670807145,2026-03-28T00.06.47.145,11.233,-165.366,-35.122,-53.537
1774670807156,2026-03-28T00.06.47.156,11.244,-165.732,-35.488,-49.695
1774670807164,2026-03-28T00.06.47.164,11.252,-165.915,-46.951,-50.427
1774670807175,2026-03-28T00.06.47.175,11.263,-163.963,-62.561,-51.037
1774670807185,2026-03-28T00.06.47.185,11.273,-161.037,-79.451,-46.646
1774670807195,2026-03-28T00.06.47.195,11.283,-157.927,-92.256,-44.756
1774670807204,2026-03-28T00.06.47.204,11.292,-155.061,-96.768,-45.793
1774670807214,2026-03-28T00.06.47.214,11.302,-153.780,-89.207,-45.976
1774670807225,2026-03-28T00.06.47.225,11.313,-153.354,-77.073,-42.073
1774670807235,2026-03-28T00.06.47.235,11.323,-152.378,-67.866,-39.512
1774670807244,2026-03-28T00.06.47.244,11.332,-150.549,-61.402,-37.805
1774670807254,2026-03-28T00.06.47.254,11.342,-148.415,-57.988,-34.817
1774670807264,2026-03-28T00.06.47.264,11.352,-146.280,-55.732,-29.146
1774670807274,2026-03-28T00.06.47.274,11.362,-142.012,-53.049,-26.098
1774670807283,2026-03-28T00.06.47.283,11.371,-137.927,-46.768,-24.939
1774670807293,2026-03-28T00.06.47.293,11.381,-133.537,-36.707,-24.207
1774670807304,2026-03-28T00.06.47.304,11.392,-128.476,-24.573,-22.073
1774670807314,2026-03-28T00.06.47.314,11.402,-124.512,-11.159,-20.427
1774670807323,2026-03-28T00.06.47.323,11.411,-121.463,2.378,-19.390
1774670807333,2026-03-28T00.06.47.333,11.421,-118.049,13.415,-16.829
1774670807343,2026-03-28T00.06.47.343,11.431,-113.598,19.634,-15.183
1774670807352,2026-03-28T00.06.47.352,11.440,-110.427,19.207,-11.585
1774670807362,2026-03-28T00.06.47.362,11.450,-108.049,11.890,-9.451
1774670807372,2026-03-28T00.06.47.372,11.460,-104.146,-1.646,-11.159
1774670807383,2026-03-28T00.06.47.383,11.471,-101.402,-19.268,-11.768
1774670807392,2026-03-28T00.06.47.392,11.480,-97.561,-35.671,-11.585
1774670807402,2026-03-28T00.06.47.402,11.490,-95.610,-48.902,-10.183
1774670807412,2026-03-28T00.06.47.412,11.500,-94.085,-54.756,-12.134
1774670807422,2026-03-28T00.06.47.422,11.510,-89.512,-52.683,-15.183
1774670807431,2026-03-28T00.06.47.431,11.519,-86.098,-47.622,-14.390
1774670807441,2026-03-28T00.06.47.441,11.529,-83.293,-38.293,-14.512
1774670807452,2026-03-28T00.06.47.452,11.540,-80.000,-27.073,-15.244
1774670807462,2026-03-28T00.06.47.462,11.550,-78.841,-15.976,-15.183
1774670807471,2026-03-28T00.06.47.471,11.559,-77.622,-5.427,-16.402
1774670807481,2026-03-28T00.06.47.481,11.569,-77.012,5.122,-19.024
1774670807491,2026-03-28T00.06.47.491,11.579,-77.134,15.793,-20.061
1774670807501,2026-03-28T00.06.47.501,11.589,-76.524,24.268,-19.085
1774670807510,2026-03-28T00.06.47.510,11.598,-76.402,27.500,-18.049
1774670807520,2026-03-28T00.06.47.520,11.608,-76.402,26.280,-17.866
1774670807531,2026-03-28T00.06.47.531,11.619,-73.841,23.232,-16.524
1774670807541,2026-03-28T00.06.47.541,11.629,-69.451,20.305,-14.512
1774670807550,2026-03-28T00.06.47.550,11.638,-65.427,17.988,-13.232
1774670807560,2026-03-28T00.06.47.560,11.648,-60.427,13.963,-12.378
1774670807570,2026-03-28T00.06.47.570,11.658,-54.634,8.902,-11.463
1774670807580,2026-03-28T00.06.47.580,11.668,-51.098,6.402,-11.707
1774670807589,2026-03-28T00.06.47.589,11.677,-47.317,11.220,-13.476
1774670807600,2026-03-28T00.06.47.600,11.688,-43.720,25.854,-14.024
1774670807610,2026-03-28T00.06.47.610,11.698,-43.598,42.927,-13.232
1774670807620,2026-03-28T00.06.47.620,11.708,-44.512,50.854,-11.524
1774670807629,2026-03-28T00.06.47.629,11.717,-43.659,43.841,-10.915
1774670807639,2026-03-28T00.06.47.639,11.727,-41.098,24.878,-13.293
1774670807649,2026-03-28T00.06.47.649,11.737,-38.537,2.073,-16.463
1774670807660,2026-03-28T00.06.47.660,11.748,-36.037,-18.110,-18.841
1774670807668,2026-03-28T00.06.47.668,11.756,-31.768,-32.744,-21.098
1774670807679,2026-03-28T00.06.47.679,11.767,-27.134,-40.610,-22.683
1774670807689,2026-03-28T00.06.47.689,11.777,-22.988,-40.549,-22.378
1774670807699,2026-03-28T00.06.47.699,11.787,-18.293,-33.354,-20.732
1774670807708,2026-03-28T00.06.47.708,11.796,-13.354,-20.915,-18.171
1774670807718,2026-03-28T00.06.47.718,11.806,-8.476,-6.646,-14.329
1774670807728,2026-03-28T00.06.47.728,11.816,-1.890,6.585,-9.695
1774670807739,2026-03-28T00.06.47.739,11.827,5.610,15.000,-4.512
1774670807747,2026-03-28T00.06.47.747,11.835,13.720,17.317,1.159
1774670807758,2026-03-28T00.06.47.758,11.846,21.829,15.000,6.220
1774670807768,2026-03-28T00.06.47.768,11.856,29.024,8.415,10.366
1774670807777,2026-03-28T00.06.47.777,11.865,35.732,-1.524,13.476
1774670807787,2026-03-28T00.06.47.787,11.875,42.744,-11.585,14.695
1774670807797,2026-03-28T00.06.47.797,11.885,50.000,-18.171,15.366
1774670807808,2026-03-28T00.06.47.808,11.896,57.256,-18.354,16.220
1774670807816,2026-03-28T00.06.47.816,11.904,65.244,-10.427,16.768
1774670807827,2026-03-28T00.06.47.827,11.915,73.720,5.061,18.110
1774670807837,2026-03-28T00.06.47.837,11.925,82.134,24.207,21.220
1774670807847,2026-03-28T00.06.47.847,11.935,90.488,43.171,24.085
1774670807856,2026-03-28T00.06.47.856,11.944,96.585,60.122,25.976
1774670807866,2026-03-28T00.06.47.866,11.954,99.756,74.085,28.841
1774670807876,2026-03-28T00.06.47.876,11.964,101.585,81.585,31.280
1774670807887,2026-03-28T00.06.47.887,11.975,101.220,82.012,32.866
1774670807895,2026-03-28T00.06.47.895,11.983,100.244,76.707,34.451
1774670807906,2026-03-28T00.06.47.906,11.994,98.963,66.098,35.061
1774670807916,2026-03-28T00.06.47.916,12.004,98.841,52.622,36.524
1774670807926,2026-03-28T00.06.47.926,12.014,103.537,43.110,36.341
1774670807935,2026-03-28T00.06.47.935,12.023,112.317,42.683,31.585
1774670807945,2026-03-28T00.06.47.945,12.033,117.500,52.378,29.939
1774670807955,2026-03-28T00.06.47.955,12.043,120.000,68.598,31.098
1774670807966,2026-03-28T00.06.47.966,12.054,116.768,82.134,32.805
1774670807975,2026-03-28T00.06.47.975,12.063,110.854,86.951,36.280
1774670807985,2026-03-28T00.06.47.985,12.073,106.829,80.732,40.305
1774670807995,2026-03-28T00.06.47.995,12.083,105.976,62.988,44.329
1774670808005,2026-03-28T00.06.48.005,12.093,107.866,38.902,48.110
1774670808014,2026-03-28T00.06.48.014,12.102,112.134,18.902,50.122
1774670808024,2026-03-28T00.06.48.024,12.112,117.866,8.902,47.866
1774670808035,2026-03-28T00.06.48.035,12.123,120.671,12.500,45.061
1774670808045,2026-03-28T00.06.48.045,12.133,116.341,23.415,46.341
1774670808054,2026-03-28T00.06.48.054,12.142,107.744,34.878,48.232
1774670808064,2026-03-28T00.06.48.064,12.152,100.366,41.951,49.329
1774670808074,2026-03-28T00.06.48.074,12.162,97.744,42.744,50.671
1774670808084,2026-03-28T00.06.48.084,12.172,99.695,32.439,52.195
1774670808093,2026-03-28T00.06.48.093,12.181,105.732,17.439,54.634
1774670808103,2026-03-28T00.06.48.103,12.191,113.780,8.476,53.110
1774670808114,2026-03-28T00.06.48.114,12.202,120.244,7.683,45.305
1774670808124,2026-03-28T00.06.48.124,12.212,120.976,15.854,45.976
1774670808133,2026-03-28T00.06.48.133,12.221,114.146,23.720,49.634
1774670808143,2026-03-28T00.06.48.143,12.231,102.744,20.183,50.549
1774670808153,2026-03-28T00.06.48.153,12.241,95.183,11.951,46.890
1774670808163,2026-03-28T00.06.48.163,12.251,92.683,0.793,42.378
1774670808172,2026-03-28T00.06.48.172,12.260,94.512,-10.000,43.049
1774670808183,2026-03-28T00.06.48.183,12.271,99.451,-18.110,46.707
1774670808193,2026-03-28T00.06.48.193,12.281,105.915,-23.841,48.598
1774670808203,2026-03-28T00.06.48.203,12.291,112.622,-22.378,45.671
1774670808212,2026-03-28T00.06.48.212,12.300,117.622,-10.061,41.768
1774670808222,2026-03-28T00.06.48.222,12.310,117.317,6.220,44.146
1774670808232,2026-03-28T00.06.48.232,12.320,114.329,21.524,49.939
1774670808241,2026-03-28T00.06.48.241,12.329,109.695,29.878,55.793
