epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1774670795901,2026-03-28T00.06.35.901,0.000,0.435,-0.876,-0.191
1774670795912,2026-03-28T00.06.35.912,0.011,0.450,-0.889,-0.197
1774670795922,2026-03-28T00.06.35.922,0.021,0.458,-0.888,-0.195
1774670795931,2026-03-28T00.06.35.931,0.030,0.464,-0.882,-0.186
1774670795941,2026-03-28T00.06.35.941,0.040,0.471,-0.872,-0.173
1774670795951,2026-03-28T00.06.35.951,0.050,0.462,-0.859,-0.171
1774670795961,2026-03-28T00.06.35.961,0.060,0.444,-0.858,-0.174
1774670795970,2026-03-28T00.06.35.970,0.069,0.433,-0.854,-0.177
1774670795980,2026-03-28T00.06.35.980,0.079,0.436,-0.848,-0.171
1774670795991,2026-03-28T00.06.35.991,0.090,0.443,-0.855,-0.164
1774670796001,2026-03-28T00.06.36.001,0.100,0.453,-0.867,-0.155
1774670796010,2026-03-28T00.06.36.010,0.109,0.458,-0.876,-0.150
1774670796020,2026-03-28T00.06.36.020,0.119,0.456,-0.891,-0.153
1774670796030,2026-03-28T00.06.36.030,0.129,0.454,-0.899,-0.154
1774670796040,2026-03-28T00.06.36.040,0.139,0.453,-0.906,-0.155
1774670796049,2026-03-28T00.06.36.049,0.148,0.453,-0.904,-0.151
1774670796059,2026-03-28T00.06.36.059,0.158,0.449,-0.900,-0.148
1774670796070,2026-03-28T00.06.36.070,0.169,0.451,-0.893,-0.146
1774670796080,2026-03-28T00.06.36.080,0.179,0.454,-0.879,-0.146
1774670796089,2026-03-28T00.06.36.089,0.188,0.446,-0.881,-0.143
1774670796099,2026-03-28T00.06.36.099,0.198,0.434,-0.887,-0.142
1774670796109,2026-03-28T00.06.36.109,0.208,0.420,-0.890,-0.146
1774670796120,2026-03-28T00.06.36.120,0.219,0.418,-0.883,-0.153
1774670796128,2026-03-28T00.06.36.128,0.227,0.431,-0.883,-0.161
1774670796139,2026-03-28T00.06.36.139,0.238,0.444,-0.890,-0.170
1774670796149,2026-03-28T00.06.36.149,0.248,0.456,-0.896,-0.171
1774670796159,2026-03-28T00.06.36.159,0.258,0.462,-0.907,-0.174
1774670796168,2026-03-28T00.06.36.168,0.267,0.467,-0.911,-0.186
1774670796178,2026-03-28T00.06.36.178,0.277,0.470,-0.907,-0.192
1774670796188,2026-03-28T00.06.36.188,0.287,0.474,-0.902,-0.194
1774670796199,2026-03-28T00.06.36.199,0.298,0.465,-0.894,-0.197
1774670796207,2026-03-28T00.06.36.207,0.306,0.458,-0.886,-0.197
1774670796218,2026-03-28T00.06.36.218,0.317,0.460,-0.886,-0.195
1774670796228,2026-03-28T00.06.36.228,0.327,0.460,-0.885,-0.192
1774670796238,2026-03-28T00.06.36.238,0.337,0.454,-0.889,-0.195
1774670796247,2026-03-28T00.06.36.247,0.346,0.442,-0.892,-0.196
1774670796257,2026-03-28T00.06.36.257,0.356,0.430,-0.898,-0.196
1774670796267,2026-03-28T00.06.36.267,0.366,0.424,-0.900,-0.195
1774670796278,2026-03-28T00.06.36.278,0.377,0.423,-0.905,-0.192
1774670796287,2026-03-28T00.06.36.287,0.386,0.414,-0.905,-0.187
1774670796297,2026-03-28T00.06.36.297,0.396,0.395,-0.898,-0.187
1774670796307,2026-03-28T00.06.36.307,0.406,0.379,-0.884,-0.190
1774670796317,2026-03-28T00.06.36.317,0.416,0.374,-0.870,-0.196
1774670796326,2026-03-28T00.06.36.326,0.425,0.378,-0.865,-0.204
1774670796336,2026-03-28T00.06.36.336,0.435,0.400,-0.867,-0.208
1774670796347,2026-03-28T00.06.36.347,0.446,0.418,-0.870,-0.205
1774670796355,2026-03-28T00.06.36.355,0.454,0.431,-0.871,-0.198
1774670796366,2026-03-28T00.06.36.366,0.465,0.429,-0.872,-0.194
1774670796376,2026-03-28T00.06.36.376,0.475,0.425,-0.872,-0.195
1774670796386,2026-03-28T00.06.36.386,0.485,0.419,-0.868,-0.193
1774670796395,2026-03-28T00.06.36.395,0.494,0.421,-0.864,-0.188
1774670796405,2026-03-28T00.06.36.405,0.504,0.429,-0.863,-0.187
1774670796415,2026-03-28T00.06.36.415,0.514,0.433,-0.874,-0.186
1774670796426,2026-03-28T00.06.36.426,0.525,0.424,-0.887,-0.177
1774670796434,2026-03-28T00.06.36.434,0.533,0.420,-0.899,-0.171
1774670796445,2026-03-28T00.06.36.445,0.544,0.422,-0.899,-0.169
1774670796455,2026-03-28T00.06.36.455,0.554,0.429,-0.900,-0.176
1774670796465,2026-03-28T00.06.36.465,0.564,0.430,-0.907,-0.178
1774670796474,2026-03-28T00.06.36.474,0.573,0.431,-0.907,-0.184
1774670796484,2026-03-28T00.06.36.484,0.583,0.440,-0.908,-0.181
1774670796495,2026-03-28T00.06.36.495,0.594,0.436,-0.909,-0.178
1774670796505,2026-03-28T00.06.36.505,0.604,0.435,-0.914,-0.176
1774670796514,2026-03-28T00.06.36.514,0.613,0.436,-0.916,-0.185
1774670796524,2026-03-28T00.06.36.524,0.623,0.432,-0.916,-0.194
1774670796534,2026-03-28T00.06.36.534,0.633,0.429,-0.915,-0.198
1774670796544,2026-03-28T00.06.36.544,0.643,0.433,-0.911,-0.199
1774670796553,2026-03-28T00.06.36.553,0.652,0.434,-0.910,-0.200
1774670796563,2026-03-28T00.06.36.563,0.662,0.433,-0.913,-0.207
1774670796574,2026-03-28T00.06.36.574,0.673,0.429,-0.916,-0.215
1774670796584,2026-03-28T00.06.36.584,0.683,0.423,-0.916,-0.226
1774670796593,2026-03-28T00.06.36.593,0.692,0.412,-0.916,-0.235
1774670796603,2026-03-28T00.06.36.603,0.702,0.407,-0.911,-0.239
1774670796613,2026-03-28T00.06.36.613,0.712,0.412,-0.903,-0.234
1774670796623,2026-03-28T00.06.36.623,0.722,0.420,-0.890,-0.228
1774670796632,2026-03-28T00.06.36.632,0.731,0.427,-0.888,-0.223
1774670796642,2026-03-28T00.06.36.642,0.741,0.438,-0.876,-0.223
1774670796653,2026-03-28T00.06.36.653,0.752,0.448,-0.864,-0.220
1774670796663,2026-03-28T00.06.36.663,0.762,0.438,-0.866,-0.210
1774670796672,2026-03-28T00.06.36.672,0.771,0.428,-0.869,-0.208
1774670796682,2026-03-28T00.06.36.682,0.781,0.428,-0.871,-0.201
1774670796692,2026-03-28T00.06.36.692,0.791,0.427,-0.872,-0.192
1774670796703,2026-03-28T00.06.36.703,0.802,0.429,-0.878,-0.187
1774670796711,2026-03-28T00.06.36.711,0.810,0.438,-0.888,-0.180
1774670796722,2026-03-28T00.06.36.722,0.821,0.442,-0.891,-0.177
1774670796732,2026-03-28T00.06.36.732,0.831,0.443,-0.894,-0.172
1774670796742,2026-03-28T00.06.36.742,0.841,0.445,-0.898,-0.168
1774670796751,2026-03-28T00.06.36.751,0.850,0.439,-0.902,-0.164
1774670796761,2026-03-28T00.06.36.761,0.860,0.436,-0.906,-0.163
1774670796771,2026-03-28T00.06.36.771,0.870,0.429,-0.904,-0.160
1774670796782,2026-03-28T00.06.36.782,0.881,0.430,-0.900,-0.159
1774670796790,2026-03-28T00.06.36.790,0.889,0.433,-0.896,-0.159
1774670796801,2026-03-28T00.06.36.801,0.900,0.429,-0.899,-0.161
1774670796811,2026-03-28T00.06.36.811,0.910,0.426,-0.898,-0.168
1774670796820,2026-03-28T00.06.36.820,0.919,0.429,-0.897,-0.167
1774670796830,2026-03-28T00.06.36.830,0.929,0.430,-0.897,-0.168
1774670796840,2026-03-28T00.06.36.840,0.939,0.424,-0.901,-0.172
1774670796850,2026-03-28T00.06.36.850,0.949,0.423,-0.901,-0.178
1774670796859,2026-03-28T00.06.36.859,0.958,0.421,-0.897,-0.186
1774670796870,2026-03-28T00.06.36.870,0.969,0.416,-0.899,-0.193
1774670796880,2026-03-28T00.06.36.880,0.979,0.416,-0.899,-0.196
1774670796890,2026-03-28T00.06.36.890,0.989,0.417,-0.894,-0.200
1774670796899,2026-03-28T00.06.36.899,0.998,0.412,-0.892,-0.202
1774670796909,2026-03-28T00.06.36.909,1.008,0.417,-0.890,-0.203
1774670796919,2026-03-28T00.06.36.919,1.018,0.427,-0.890,-0.202
1774670796930,2026-03-28T00.06.36.930,1.029,0.425,-0.891,-0.202
1774670796938,2026-03-28T00.06.36.938,1.037,0.426,-0.890,-0.203
1774670796949,2026-03-28T00.06.36.949,1.048,0.430,-0.887,-0.202
1774670796959,2026-03-28T00.06.36.959,1.058,0.424,-0.886,-0.202
1774670796969,2026-03-28T00.06.36.969,1.068,0.420,-0.889,-0.197
1774670796978,2026-03-28T00.06.36.978,1.077,0.420,-0.892,-0.195
1774670796988,2026-03-28T00.06.36.988,1.087,0.424,-0.894,-0.192
1774670796998,2026-03-28T00.06.36.998,1.097,0.430,-0.897,-0.192
1774670797009,2026-03-28T00.06.37.009,1.108,0.428,-0.898,-0.193
1774670797017,2026-03-28T00.06.37.017,1.116,0.435,-0.895,-0.186
1774670797028,2026-03-28T00.06.37.028,1.127,0.438,-0.894,-0.180
1774670797038,2026-03-28T00.06.37.038,1.137,0.442,-0.893,-0.176
1774670797048,2026-03-28T00.06.37.048,1.147,0.438,-0.896,-0.178
1774670797057,2026-03-28T00.06.37.057,1.156,0.428,-0.893,-0.180
1774670797067,2026-03-28T00.06.37.067,1.166,0.436,-0.890,-0.176
1774670797078,2026-03-28T00.06.37.078,1.177,0.438,-0.890,-0.174
1774670797088,2026-03-28T00.06.37.088,1.187,0.445,-0.888,-0.172
1774670797097,2026-03-28T00.06.37.097,1.196,0.443,-0.890,-0.169
1774670797107,2026-03-28T00.06.37.107,1.206,0.444,-0.892,-0.171
1774670797117,2026-03-28T00.06.37.117,1.216,0.447,-0.896,-0.174
1774670797127,2026-03-28T00.06.37.127,1.226,0.444,-0.894,-0.174
1774670797136,2026-03-28T00.06.37.136,1.235,0.439,-0.895,-0.176
1774670797146,2026-03-28T00.06.37.146,1.245,0.435,-0.900,-0.177
1774670797157,2026-03-28T00.06.37.157,1.256,0.428,-0.895,-0.176
1774670797167,2026-03-28T00.06.37.167,1.266,0.429,-0.893,-0.177
1774670797176,2026-03-28T00.06.37.176,1.275,0.432,-0.893,-0.180
1774670797186,2026-03-28T00.06.37.186,1.285,0.433,-0.891,-0.180
1774670797196,2026-03-28T00.06.37.196,1.295,0.436,-0.889,-0.183
1774670797206,2026-03-28T00.06.37.206,1.305,0.435,-0.890,-0.188
1774670797215,2026-03-28T00.06.37.215,1.314,0.431,-0.891,-0.188
1774670797225,2026-03-28T00.06.37.225,1.324,0.429,-0.890,-0.188
1774670797236,2026-03-28T00.06.37.236,1.335,0.431,-0.889,-0.189
1774670797246,2026-03-28T00.06.37.246,1.345,0.432,-0.889,-0.192
1774670797255,2026-03-28T00.06.37.255,1.354,0.429,-0.891,-0.193
1774670797265,2026-03-28T00.06.37.265,1.364,0.428,-0.893,-0.195
1774670797275,2026-03-28T00.06.37.275,1.374,0.428,-0.893,-0.198
1774670797286,2026-03-28T00.06.37.286,1.385,0.428,-0.891,-0.199
1774670797294,2026-03-28T00.06.37.294,1.393,0.428,-0.894,-0.199
1774670797305,2026-03-28T00.06.37.305,1.404,0.430,-0.892,-0.201
1774670797315,2026-03-28T00.06.37.315,1.414,0.435,-0.890,-0.207
1774670797324,2026-03-28T00.06.37.324,1.423,0.439,-0.891,-0.204
1774670797334,2026-03-28T00.06.37.334,1.433,0.444,-0.887,-0.201
1774670797344,2026-03-28T00.06.37.344,1.443,0.438,-0.884,-0.203
1774670797354,2026-03-28T00.06.37.354,1.453,0.437,-0.889,-0.205
1774670797363,2026-03-28T00.06.37.363,1.462,0.433,-0.889,-0.201
1774670797373,2026-03-28T00.06.37.373,1.472,0.435,-0.889,-0.197
1774670797384,2026-03-28T00.06.37.384,1.483,0.440,-0.887,-0.197
1774670797394,2026-03-28T00.06.37.394,1.493,0.447,-0.882,-0.192
1774670797403,2026-03-28T00.06.37.403,1.502,0.457,-0.878,-0.188
1774670797413,2026-03-28T00.06.37.413,1.512,0.463,-0.875,-0.183
1774670797423,2026-03-28T00.06.37.423,1.522,0.459,-0.875,-0.178
1774670797433,2026-03-28T00.06.37.433,1.532,0.455,-0.874,-0.174
1774670797442,2026-03-28T00.06.37.442,1.541,0.441,-0.875,-0.173
1774670797453,2026-03-28T00.06.37.453,1.552,0.439,-0.876,-0.170
1774670797463,2026-03-28T00.06.37.463,1.562,0.436,-0.878,-0.169
1774670797473,2026-03-28T00.06.37.473,1.572,0.435,-0.879,-0.168
1774670797482,2026-03-28T00.06.37.482,1.581,0.437,-0.880,-0.167
1774670797492,2026-03-28T00.06.37.492,1.591,0.439,-0.882,-0.167
1774670797502,2026-03-28T00.06.37.502,1.601,0.438,-0.882,-0.167
1774670797513,2026-03-28T00.06.37.513,1.612,0.437,-0.885,-0.166
1774670797521,2026-03-28T00.06.37.521,1.620,0.437,-0.889,-0.168
1774670797532,2026-03-28T00.06.37.532,1.631,0.437,-0.891,-0.170
1774670797542,2026-03-28T00.06.37.542,1.641,0.438,-0.889,-0.174
1774670797552,2026-03-28T00.06.37.552,1.651,0.435,-0.893,-0.177
1774670797561,2026-03-28T00.06.37.561,1.660,0.434,-0.896,-0.178
1774670797571,2026-03-28T00.06.37.571,1.670,0.433,-0.896,-0.176
1774670797581,2026-03-28T00.06.37.581,1.680,0.434,-0.896,-0.180
1774670797592,2026-03-28T00.06.37.592,1.691,0.435,-0.893,-0.184
1774670797600,2026-03-28T00.06.37.600,1.699,0.437,-0.888,-0.184
1774670797611,2026-03-28T00.06.37.611,1.710,0.439,-0.889,-0.183
1774670797621,2026-03-28T00.06.37.621,1.720,0.439,-0.891,-0.186
1774670797631,2026-03-28T00.06.37.631,1.730,0.437,-0.897,-0.188
1774670797640,2026-03-28T00.06.37.640,1.739,0.440,-0.894,-0.187
1774670797650,2026-03-28T00.06.37.650,1.749,0.452,-0.881,-0.186
1774670797661,2026-03-28T00.06.37.661,1.760,0.461,-0.867,-0.182
1774670797671,2026-03-28T00.06.37.671,1.770,0.464,-0.857,-0.186
1774670797680,2026-03-28T00.06.37.680,1.779,0.466,-0.852,-0.184
1774670797690,2026-03-28T00.06.37.690,1.789,0.463,-0.857,-0.185
1774670797700,2026-03-28T00.06.37.700,1.799,0.460,-0.869,-0.189
1774670797710,2026-03-28T00.06.37.710,1.809,0.453,-0.869,-0.193
1774670797719,2026-03-28T00.06.37.719,1.818,0.440,-0.867,-0.194
1774670797729,2026-03-28T00.06.37.729,1.828,0.433,-0.870,-0.197
1774670797740,2026-03-28T00.06.37.740,1.839,0.429,-0.875,-0.203
1774670797750,2026-03-28T00.06.37.750,1.849,0.428,-0.876,-0.204
1774670797759,2026-03-28T00.06.37.759,1.858,0.428,-0.883,-0.206
1774670797769,2026-03-28T00.06.37.769,1.868,0.431,-0.891,-0.205
1774670797779,2026-03-28T00.06.37.779,1.878,0.427,-0.892,-0.206
1774670797789,2026-03-28T00.06.37.789,1.888,0.426,-0.895,-0.208
1774670797798,2026-03-28T00.06.37.798,1.897,0.423,-0.897,-0.211
1774670797808,2026-03-28T00.06.37.808,1.907,0.425,-0.895,-0.217
1774670797819,2026-03-28T00.06.37.819,1.918,0.439,-0.896,-0.221
1774670797828,2026-03-28T00.06.37.828,1.927,0.444,-0.897,-0.218
1774670797838,2026-03-28T00.06.37.838,1.937,0.451,-0.895,-0.219
1774670797848,2026-03-28T00.06.37.848,1.947,0.453,-0.897,-0.222
1774670797858,2026-03-28T00.06.37.858,1.957,0.454,-0.897,-0.222
1774670797867,2026-03-28T00.06.37.867,1.966,0.456,-0.889,-0.220
1774670797877,2026-03-28T00.06.37.877,1.976,0.457,-0.886,-0.213
1774670797889,2026-03-28T00.06.37.889,1.988,0.456,-0.879,-0.209
1774670797898,2026-03-28T00.06.37.898,1.997,0.451,-0.876,-0.206
1774670797907,2026-03-28T00.06.37.907,2.006,0.449,-0.876,-0.205
1774670797917,2026-03-28T00.06.37.917,2.016,0.448,-0.877,-0.195
1774670797927,2026-03-28T00.06.37.927,2.026,0.458,-0.878,-0.188
1774670797937,2026-03-28T00.06.37.937,2.036,0.462,-0.876,-0.184
1774670797946,2026-03-28T00.06.37.946,2.045,0.458,-0.871,-0.176
1774670797956,2026-03-28T00.06.37.956,2.055,0.455,-0.875,-0.173
1774670797967,2026-03-28T00.06.37.967,2.066,0.451,-0.879,-0.169
1774670797977,2026-03-28T00.06.37.977,2.076,0.446,-0.881,-0.169
1774670797986,2026-03-28T00.06.37.986,2.085,0.446,-0.884,-0.166
1774670797996,2026-03-28T00.06.37.996,2.095,0.444,-0.888,-0.162
1774670798006,2026-03-28T00.06.38.006,2.105,0.440,-0.891,-0.157
1774670798017,2026-03-28T00.06.38.017,2.116,0.442,-0.888,-0.154
1774670798025,2026-03-28T00.06.38.025,2.124,0.448,-0.886,-0.149
1774670798036,2026-03-28T00.06.38.036,2.135,0.454,-0.881,-0.145
1774670798046,2026-03-28T00.06.38.046,2.145,0.454,-0.875,-0.148
1774670798056,2026-03-28T00.06.38.056,2.155,0.451,-0.872,-0.150
1774670798065,2026-03-28T00.06.38.065,2.164,0.442,-0.873,-0.146
1774670798075,2026-03-28T00.06.38.075,2.174,0.434,-0.872,-0.151
1774670798085,2026-03-28T00.06.38.085,2.184,0.433,-0.874,-0.156
1774670798096,2026-03-28T00.06.38.096,2.195,0.426,-0.872,-0.162
1774670798104,2026-03-28T00.06.38.104,2.203,0.427,-0.873,-0.164
1774670798115,2026-03-28T00.06.38.115,2.214,0.435,-0.871,-0.167
1774670798125,2026-03-28T00.06.38.125,2.224,0.438,-0.872,-0.174
1774670798135,2026-03-28T00.06.38.135,2.234,0.444,-0.871,-0.178
1774670798144,2026-03-28T00.06.38.144,2.243,0.451,-0.877,-0.181
1774670798154,2026-03-28T00.06.38.154,2.253,0.454,-0.883,-0.186
1774670798164,2026-03-28T00.06.38.164,2.263,0.452,-0.891,-0.187
1774670798175,2026-03-28T00.06.38.175,2.274,0.445,-0.889,-0.187
1774670798183,2026-03-28T00.06.38.183,2.282,0.445,-0.884,-0.182
1774670798194,2026-03-28T00.06.38.194,2.293,0.444,-0.875,-0.180
1774670798204,2026-03-28T00.06.38.204,2.303,0.448,-0.870,-0.176
1774670798214,2026-03-28T00.06.38.214,2.313,0.456,-0.870,-0.175
1774670798223,2026-03-28T00.06.38.223,2.322,0.453,-0.872,-0.176
1774670798233,2026-03-28T00.06.38.233,2.332,0.449,-0.875,-0.174
1774670798244,2026-03-28T00.06.38.244,2.343,0.449,-0.880,-0.178
1774670798254,2026-03-28T00.06.38.254,2.353,0.453,-0.879,-0.174
1774670798263,2026-03-28T00.06.38.263,2.362,0.455,-0.881,-0.171
1774670798273,2026-03-28T00.06.38.273,2.372,0.462,-0.883,-0.171
1774670798283,2026-03-28T00.06.38.283,2.382,0.471,-0.881,-0.173
1774670798293,2026-03-28T00.06.38.293,2.392,0.468,-0.880,-0.177
1774670798302,2026-03-28T00.06.38.302,2.401,0.462,-0.881,-0.181
1774670798312,2026-03-28T00.06.38.312,2.411,0.456,-0.881,-0.185
1774670798323,2026-03-28T00.06.38.323,2.422,0.446,-0.880,-0.184
1774670798331,2026-03-28T00.06.38.331,2.430,0.442,-0.877,-0.187
1774670798342,2026-03-28T00.06.38.342,2.441,0.444,-0.877,-0.185
1774670798352,2026-03-28T00.06.38.352,2.451,0.440,-0.887,-0.183
1774670798362,2026-03-28T00.06.38.362,2.461,0.437,-0.895,-0.180
1774670798371,2026-03-28T00.06.38.371,2.470,0.444,-0.897,-0.178
1774670798381,2026-03-28T00.06.38.381,2.480,0.445,-0.895,-0.180
1774670798392,2026-03-28T00.06.38.392,2.491,0.438,-0.899,-0.179
1774670798402,2026-03-28T00.06.38.402,2.501,0.430,-0.902,-0.183
1774670798411,2026-03-28T00.06.38.411,2.510,0.425,-0.901,-0.184
1774670798421,2026-03-28T00.06.38.421,2.520,0.422,-0.898,-0.186
1774670798431,2026-03-28T00.06.38.431,2.530,0.424,-0.897,-0.190
1774670798441,2026-03-28T00.06.38.441,2.540,0.425,-0.895,-0.193
1774670798450,2026-03-28T00.06.38.450,2.549,0.429,-0.892,-0.191
1774670798460,2026-03-28T00.06.38.460,2.559,0.441,-0.888,-0.192
1774670798471,2026-03-28T00.06.38.471,2.570,0.447,-0.885,-0.196
1774670798481,2026-03-28T00.06.38.481,2.580,0.443,-0.885,-0.195
1774670798490,2026-03-28T00.06.38.490,2.589,0.441,-0.886,-0.188
1774670798500,2026-03-28T00.06.38.500,2.599,0.441,-0.883,-0.187
1774670798510,2026-03-28T00.06.38.510,2.609,0.437,-0.878,-0.186
1774670798520,2026-03-28T00.06.38.520,2.619,0.436,-0.875,-0.187
1774670798529,2026-03-28T00.06.38.529,2.628,0.438,-0.879,-0.187
1774670798539,2026-03-28T00.06.38.539,2.638,0.437,-0.879,-0.182
1774670798550,2026-03-28T00.06.38.550,2.649,0.441,-0.884,-0.179
1774670798560,2026-03-28T00.06.38.560,2.659,0.439,-0.889,-0.174
1774670798569,2026-03-28T00.06.38.569,2.668,0.442,-0.890,-0.171
1774670798579,2026-03-28T00.06.38.579,2.678,0.439,-0.890,-0.168
1774670798589,2026-03-28T00.06.38.589,2.688,0.438,-0.893,-0.170
1774670798600,2026-03-28T00.06.38.600,2.699,0.437,-0.898,-0.171
1774670798608,2026-03-28T00.06.38.608,2.707,0.435,-0.897,-0.172
1774670798619,2026-03-28T00.06.38.619,2.718,0.432,-0.896,-0.174
1774670798629,2026-03-28T00.06.38.629,2.728,0.435,-0.894,-0.176
1774670798639,2026-03-28T00.06.38.639,2.738,0.433,-0.892,-0.180
1774670798648,2026-03-28T00.06.38.648,2.747,0.441,-0.907,-0.180
1774670798658,2026-03-28T00.06.38.658,2.757,0.457,-0.927,-0.174
1774670798668,2026-03-28T00.06.38.668,2.767,0.457,-0.923,-0.180
1774670798679,2026-03-28T00.06.38.679,2.778,0.449,-0.900,-0.185
1774670798687,2026-03-28T00.06.38.687,2.786,0.448,-0.879,-0.184
1774670798698,2026-03-28T00.06.38.698,2.797,0.441,-0.875,-0.181
1774670798708,2026-03-28T00.06.38.708,2.807,0.435,-0.871,-0.179
1774670798718,2026-03-28T00.06.38.718,2.817,0.436,-0.871,-0.178
1774670798727,2026-03-28T00.06.38.727,2.826,0.431,-0.873,-0.178
1774670798737,2026-03-28T00.06.38.737,2.836,0.434,-0.876,-0.175
1774670798747,2026-03-28T00.06.38.747,2.846,0.441,-0.878,-0.171
1774670798758,2026-03-28T00.06.38.758,2.857,0.449,-0.883,-0.171
1774670798767,2026-03-28T00.06.38.767,2.866,0.449,-0.887,-0.167
1774670798777,2026-03-28T00.06.38.777,2.876,0.448,-0.890,-0.168
1774670798787,2026-03-28T00.06.38.787,2.886,0.445,-0.893,-0.170
1774670798797,2026-03-28T00.06.38.797,2.896,0.434,-0.896,-0.170
1774670798806,2026-03-28T00.06.38.806,2.905,0.425,-0.902,-0.174
1774670798816,2026-03-28T00.06.38.816,2.915,0.423,-0.902,-0.179
1774670798827,2026-03-28T00.06.38.827,2.926,0.420,-0.894,-0.185
1774670798837,2026-03-28T00.06.38.837,2.936,0.421,-0.891,-0.183
1774670798846,2026-03-28T00.06.38.846,2.945,0.424,-0.889,-0.180
1774670798856,2026-03-28T00.06.38.856,2.955,0.430,-0.888,-0.184
1774670798866,2026-03-28T00.06.38.866,2.965,0.433,-0.887,-0.186
1774670798875,2026-03-28T00.06.38.875,2.974,0.432,-0.889,-0.181
1774670798885,2026-03-28T00.06.38.885,2.984,0.428,-0.894,-0.181
1774670798895,2026-03-28T00.06.38.895,2.994,0.424,-0.898,-0.180
1774670798906,2026-03-28T00.06.38.906,3.005,0.418,-0.904,-0.180
1774670798914,2026-03-28T00.06.38.914,3.013,0.415,-0.902,-0.180
1774670798925,2026-03-28T00.06.38.925,3.024,0.418,-0.895,-0.181
1774670798935,2026-03-28T00.06.38.935,3.034,0.419,-0.896,-0.184
1774670798945,2026-03-28T00.06.38.945,3.044,0.417,-0.895,-0.177
1774670798954,2026-03-28T00.06.38.954,3.053,0.417,-0.894,-0.172
1774670798964,2026-03-28T00.06.38.964,3.063,0.417,-0.897,-0.168
1774670798975,2026-03-28T00.06.38.975,3.074,0.417,-0.896,-0.168
1774670798985,2026-03-28T00.06.38.985,3.084,0.420,-0.894,-0.176
1774670798994,2026-03-28T00.06.38.994,3.093,0.427,-0.895,-0.169
1774670799004,2026-03-28T00.06.39.004,3.103,0.433,-0.895,-0.172
1774670799014,2026-03-28T00.06.39.014,3.113,0.436,-0.900,-0.165
1774670799024,2026-03-28T00.06.39.024,3.123,0.431,-0.902,-0.167
1774670799033,2026-03-28T00.06.39.033,3.132,0.425,-0.899,-0.174
1774670799043,2026-03-28T00.06.39.043,3.142,0.425,-0.898,-0.177
1774670799054,2026-03-28T00.06.39.054,3.153,0.426,-0.900,-0.179
1774670799064,2026-03-28T00.06.39.064,3.163,0.428,-0.898,-0.178
1774670799073,2026-03-28T00.06.39.073,3.172,0.429,-0.895,-0.181
1774670799083,2026-03-28T00.06.39.083,3.182,0.430,-0.889,-0.185
1774670799093,2026-03-28T00.06.39.093,3.192,0.430,-0.888,-0.188
1774670799103,2026-03-28T00.06.39.103,3.202,0.436,-0.886,-0.190
1774670799112,2026-03-28T00.06.39.112,3.211,0.436,-0.884,-0.194
1774670799122,2026-03-28T00.06.39.122,3.221,0.430,-0.887,-0.194
1774670799133,2026-03-28T00.06.39.133,3.232,0.431,-0.890,-0.195
1774670799143,2026-03-28T00.06.39.143,3.242,0.434,-0.891,-0.199
1774670799152,2026-03-28T00.06.39.152,3.251,0.430,-0.896,-0.199
1774670799162,2026-03-28T00.06.39.162,3.261,0.430,-0.895,-0.196
1774670799172,2026-03-28T00.06.39.172,3.271,0.433,-0.891,-0.197
1774670799183,2026-03-28T00.06.39.183,3.282,0.436,-0.890,-0.194
1774670799191,2026-03-28T00.06.39.191,3.290,0.437,-0.890,-0.192
1774670799202,2026-03-28T00.06.39.202,3.301,0.440,-0.890,-0.187
1774670799212,2026-03-28T00.06.39.212,3.311,0.438,-0.895,-0.188
1774670799222,2026-03-28T00.06.39.222,3.321,0.431,-0.897,-0.188
1774670799231,2026-03-28T00.06.39.231,3.330,0.429,-0.899,-0.187
1774670799241,2026-03-28T00.06.39.241,3.340,0.431,-0.896,-0.185
1774670799251,2026-03-28T00.06.39.251,3.350,0.429,-0.894,-0.185
1774670799262,2026-03-28T00.06.39.262,3.361,0.427,-0.894,-0.184
1774670799270,2026-03-28T00.06.39.270,3.369,0.435,-0.897,-0.184
1774670799281,2026-03-28T00.06.39.281,3.380,0.436,-0.898,-0.185
1774670799291,2026-03-28T00.06.39.291,3.390,0.431,-0.899,-0.183
1774670799301,2026-03-28T00.06.39.301,3.400,0.429,-0.899,-0.183
1774670799310,2026-03-28T00.06.39.310,3.409,0.431,-0.898,-0.182
1774670799320,2026-03-28T00.06.39.320,3.419,0.439,-0.896,-0.181
1774670799330,2026-03-28T00.06.39.330,3.429,0.435,-0.896,-0.181
1774670799339,2026-03-28T00.06.39.339,3.438,0.433,-0.896,-0.181
1774670799350,2026-03-28T00.06.39.350,3.449,0.429,-0.894,-0.185
1774670799360,2026-03-28T00.06.39.360,3.459,0.423,-0.890,-0.188
1774670799370,2026-03-28T00.06.39.370,3.469,0.423,-0.886,-0.187
1774670799379,2026-03-28T00.06.39.379,3.478,0.419,-0.892,-0.183
1774670799389,2026-03-28T00.06.39.389,3.488,0.422,-0.897,-0.176
1774670799399,2026-03-28T00.06.39.399,3.498,0.424,-0.904,-0.175
1774670799410,2026-03-28T00.06.39.410,3.509,0.431,-0.905,-0.175
1774670799418,2026-03-28T00.06.39.418,3.517,0.433,-0.903,-0.174
