epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1774670807501,2026-03-28T00.06.47.501,11.600,0.172,0.759,-0.395
1774670807510,2026-03-28T00.06.47.510,11.609,0.129,0.763,-0.396
1774670807520,2026-03-28T00.06.47.520,11.619,0.114,0.754,-0.414
1774670807531,2026-03-28T00.06.47.531,11.630,0.128,0.749,-0.405
1774670807541,2026-03-28T00.06.47.541,11.640,0.118,0.769,-0.410
1774670807550,2026-03-28T00.06.47.550,11.649,0.100,0.773,-0.427
1774670807560,2026-03-28T00.06.47.560,11.659,0.084,0.755,-0.441
1774670807570,2026-03-28T00.06.47.570,11.669,0.082,0.750,-0.467
1774670807580,2026-03-28T00.06.47.580,11.679,0.154,0.744,-0.475
1774670807589,2026-03-28T00.06.47.589,11.688,0.275,0.743,-0.455
1774670807600,2026-03-28T00.06.47.600,11.699,0.315,0.783,-0.399
1774670807610,2026-03-28T00.06.47.610,11.709,0.240,0.818,-0.347
1774670807620,2026-03-28T00.06.47.620,11.719,0.109,0.819,-0.331
1774670807629,2026-03-28T00.06.47.629,11.728,-0.008,0.822,-0.324
1774670807639,2026-03-28T00.06.47.639,11.738,-0.042,0.843,-0.309
1774670807649,2026-03-28T00.06.47.649,11.748,-0.002,0.862,-0.301
1774670807660,2026-03-28T00.06.47.660,11.759,0.048,0.857,-0.268
1774670807668,2026-03-28T00.06.47.668,11.767,0.102,0.846,-0.223
1774670807679,2026-03-28T00.06.47.679,11.778,0.151,0.836,-0.170
1774670807689,2026-03-28T00.06.47.689,11.788,0.187,0.825,-0.131
1774670807699,2026-03-28T00.06.47.699,11.798,0.211,0.810,-0.104
1774670807708,2026-03-28T00.06.47.708,11.807,0.214,0.795,-0.072
1774670807718,2026-03-28T00.06.47.718,11.817,0.188,0.768,-0.064
1774670807728,2026-03-28T00.06.47.728,11.827,0.127,0.743,-0.087
1774670807737,2026-03-28T00.06.47.737,11.836,0.063,0.725,-0.137
1774670807747,2026-03-28T00.06.47.747,11.846,0.014,0.717,-0.183
1774670807758,2026-03-28T00.06.47.758,11.857,-0.020,0.722,-0.209
1774670807768,2026-03-28T00.06.47.768,11.867,-0.040,0.721,-0.224
1774670807777,2026-03-28T00.06.47.777,11.876,-0.038,0.715,-0.237
1774670807787,2026-03-28T00.06.47.787,11.886,0.011,0.714,-0.232
1774670807797,2026-03-28T00.06.47.797,11.896,0.074,0.719,-0.212
1774670807808,2026-03-28T00.06.47.808,11.907,0.130,0.716,-0.184
1774670807816,2026-03-28T00.06.47.816,11.915,0.191,0.704,-0.157
1774670807827,2026-03-28T00.06.47.827,11.926,0.230,0.693,-0.142
1774670807837,2026-03-28T00.06.47.837,11.936,0.237,0.674,-0.179
1774670807847,2026-03-28T00.06.47.847,11.946,0.256,0.671,-0.268
1774670807856,2026-03-28T00.06.47.856,11.955,0.264,0.696,-0.338
1774670807866,2026-03-28T00.06.47.866,11.965,0.247,0.715,-0.390
1774670807876,2026-03-28T00.06.47.876,11.975,0.203,0.728,-0.431
1774670807887,2026-03-28T00.06.47.887,11.986,0.151,0.744,-0.438
1774670807895,2026-03-28T00.06.47.895,11.994,0.107,0.748,-0.419
1774670807906,2026-03-28T00.06.47.906,12.005,0.096,0.736,-0.375
1774670807916,2026-03-28T00.06.47.916,12.015,0.107,0.702,-0.329
1774670807926,2026-03-28T00.06.47.926,12.025,0.212,0.653,-0.417
1774670807935,2026-03-28T00.06.47.935,12.034,0.341,0.637,-0.532
1774670807945,2026-03-28T00.06.47.945,12.044,0.404,0.644,-0.630
1774670807955,2026-03-28T00.06.47.955,12.054,0.407,0.682,-0.653
1774670807966,2026-03-28T00.06.47.966,12.065,0.333,0.706,-0.613
1774670807975,2026-03-28T00.06.47.975,12.074,0.229,0.673,-0.564
1774670807985,2026-03-28T00.06.47.985,12.084,0.113,0.626,-0.535
1774670807995,2026-03-28T00.06.47.995,12.094,0.053,0.576,-0.533
1774670808005,2026-03-28T00.06.48.005,12.104,0.080,0.527,-0.565
1774670808014,2026-03-28T00.06.48.014,12.113,0.209,0.481,-0.661
1774670808024,2026-03-28T00.06.48.024,12.123,0.402,0.473,-0.788
1774670808035,2026-03-28T00.06.48.035,12.134,0.529,0.519,-0.818
1774670808045,2026-03-28T00.06.48.045,12.144,0.538,0.563,-0.748
1774670808054,2026-03-28T00.06.48.054,12.153,0.470,0.568,-0.663
1774670808064,2026-03-28T00.06.48.064,12.163,0.387,0.523,-0.601
1774670808074,2026-03-28T00.06.48.074,12.173,0.282,0.476,-0.564
1774670808084,2026-03-28T00.06.48.084,12.183,0.210,0.421,-0.517
1774670808093,2026-03-28T00.06.48.093,12.192,0.235,0.361,-0.575
1774670808103,2026-03-28T00.06.48.103,12.202,0.454,0.304,-0.847
1774670808114,2026-03-28T00.06.48.114,12.213,0.634,0.282,-0.981
1774670808124,2026-03-28T00.06.48.124,12.223,0.628,0.321,-0.945
1774670808133,2026-03-28T00.06.48.133,12.232,0.547,0.380,-0.888
1774670808143,2026-03-28T00.06.48.143,12.242,0.476,0.371,-0.843
1774670808153,2026-03-28T00.06.48.153,12.252,0.420,0.347,-0.781
1774670808163,2026-03-28T00.06.48.163,12.262,0.366,0.332,-0.707
1774670808172,2026-03-28T00.06.48.172,12.271,0.313,0.315,-0.624
1774670808183,2026-03-28T00.06.48.183,12.282,0.286,0.296,-0.593
1774670808193,2026-03-28T00.06.48.193,12.292,0.361,0.252,-0.694
1774670808202,2026-03-28T00.06.48.202,12.301,0.523,0.186,-0.875
1774670808212,2026-03-28T00.06.48.212,12.311,0.635,0.155,-0.967
1774670808222,2026-03-28T00.06.48.222,12.321,0.629,0.150,-0.944
1774670808232,2026-03-28T00.06.48.232,12.331,0.570,0.151,-0.844
1774670808241,2026-03-28T00.06.48.241,12.340,0.531,0.168,-0.742
1774670808251,2026-03-28T00.06.48.251,12.350,0.512,0.164,-0.688
1774670808262,2026-03-28T00.06.48.262,12.361,0.441,0.117,-0.684
1774670808272,2026-03-28T00.06.48.272,12.371,0.361,0.078,-0.700
1774670808281,2026-03-28T00.06.48.281,12.380,0.354,0.063,-0.765
1774670808291,2026-03-28T00.06.48.291,12.390,0.443,0.030,-0.881
1774670808301,2026-03-28T00.06.48.301,12.400,0.534,-0.029,-0.958
1774670808311,2026-03-28T00.06.48.311,12.410,0.587,-0.052,-0.969
1774670808320,2026-03-28T00.06.48.320,12.419,0.565,-0.043,-0.864
1774670808330,2026-03-28T00.06.48.330,12.429,0.546,-0.036,-0.757
1774670808341,2026-03-28T00.06.48.341,12.440,0.543,-0.035,-0.707
1774670808351,2026-03-28T00.06.48.351,12.450,0.491,-0.046,-0.693
1774670808360,2026-03-28T00.06.48.360,12.459,0.456,-0.080,-0.694
1774670808370,2026-03-28T00.06.48.370,12.469,0.454,-0.119,-0.733
1774670808380,2026-03-28T00.06.48.380,12.479,0.492,-0.157,-0.846
1774670808391,2026-03-28T00.06.48.391,12.490,0.550,-0.210,-0.916
1774670808399,2026-03-28T00.06.48.399,12.498,0.531,-0.257,-0.918
1774670808410,2026-03-28T00.06.48.410,12.509,0.478,-0.258,-0.911
1774670808420,2026-03-28T00.06.48.420,12.519,0.445,-0.262,-0.861
1774670808430,2026-03-28T00.06.48.430,12.529,0.432,-0.268,-0.776
1774670808439,2026-03-28T00.06.48.439,12.538,0.443,-0.256,-0.730
1774670808449,2026-03-28T00.06.48.449,12.548,0.457,-0.254,-0.732
1774670808459,2026-03-28T00.06.48.459,12.558,0.473,-0.287,-0.783
1774670808470,2026-03-28T00.06.48.470,12.569,0.539,-0.331,-0.868
1774670808478,2026-03-28T00.06.48.478,12.577,0.623,-0.368,-0.920
1774670808489,2026-03-28T00.06.48.489,12.588,0.670,-0.400,-0.937
1774670808499,2026-03-28T00.06.48.499,12.598,0.686,-0.420,-0.897
1774670808509,2026-03-28T00.06.48.509,12.608,0.651,-0.430,-0.813
1774670808518,2026-03-28T00.06.48.518,12.617,0.620,-0.422,-0.746
1774670808528,2026-03-28T00.06.48.528,12.627,0.590,-0.421,-0.739
1774670808538,2026-03-28T00.06.48.538,12.637,0.553,-0.448,-0.758
1774670808549,2026-03-28T00.06.48.549,12.648,0.514,-0.474,-0.774
1774670808558,2026-03-28T00.06.48.558,12.657,0.498,-0.495,-0.763
1774670808568,2026-03-28T00.06.48.568,12.667,0.495,-0.508,-0.729
1774670808578,2026-03-28T00.06.48.578,12.677,0.500,-0.514,-0.700
1774670808588,2026-03-28T00.06.48.588,12.687,0.511,-0.523,-0.679
1774670808597,2026-03-28T00.06.48.597,12.696,0.520,-0.542,-0.671
1774670808607,2026-03-28T00.06.48.607,12.706,0.546,-0.575,-0.687
1774670808618,2026-03-28T00.06.48.618,12.717,0.562,-0.613,-0.677
1774670808628,2026-03-28T00.06.48.628,12.727,0.575,-0.645,-0.650
1774670808637,2026-03-28T00.06.48.637,12.736,0.583,-0.666,-0.628
1774670808647,2026-03-28T00.06.48.647,12.746,0.573,-0.672,-0.628
1774670808657,2026-03-28T00.06.48.657,12.756,0.564,-0.688,-0.629
1774670808666,2026-03-28T00.06.48.666,12.765,0.543,-0.705,-0.623
1774670808676,2026-03-28T00.06.48.676,12.775,0.509,-0.717,-0.631
1774670808686,2026-03-28T00.06.48.686,12.785,0.512,-0.724,-0.640
1774670808697,2026-03-28T00.06.48.697,12.796,0.527,-0.743,-0.633
1774670808705,2026-03-28T00.06.48.705,12.804,0.528,-0.757,-0.605
1774670808716,2026-03-28T00.06.48.716,12.815,0.536,-0.758,-0.573
1774670808726,2026-03-28T00.06.48.726,12.825,0.546,-0.766,-0.552
1774670808736,2026-03-28T00.06.48.736,12.835,0.543,-0.781,-0.533
1774670808745,2026-03-28T00.06.48.745,12.844,0.536,-0.798,-0.517
1774670808755,2026-03-28T00.06.48.755,12.854,0.530,-0.806,-0.516
1774670808766,2026-03-28T00.06.48.766,12.865,0.519,-0.813,-0.525
1774670808776,2026-03-28T00.06.48.776,12.875,0.493,-0.820,-0.530
1774670808785,2026-03-28T00.06.48.785,12.884,0.482,-0.825,-0.519
1774670808795,2026-03-28T00.06.48.795,12.894,0.479,-0.826,-0.501
1774670808805,2026-03-28T00.06.48.805,12.904,0.482,-0.833,-0.477
1774670808815,2026-03-28T00.06.48.815,12.914,0.493,-0.852,-0.458
1774670808824,2026-03-28T00.06.48.824,12.923,0.490,-0.840,-0.452
1774670808834,2026-03-28T00.06.48.834,12.933,0.486,-0.863,-0.446
1774670808845,2026-03-28T00.06.48.845,12.944,0.486,-0.894,-0.446
1774670808855,2026-03-28T00.06.48.855,12.954,0.468,-0.876,-0.448
1774670808864,2026-03-28T00.06.48.864,12.963,0.441,-0.858,-0.451
1774670808874,2026-03-28T00.06.48.874,12.973,0.430,-0.868,-0.455
1774670808884,2026-03-28T00.06.48.884,12.983,0.438,-0.877,-0.448
1774670808894,2026-03-28T00.06.48.894,12.993,0.457,-0.848,-0.432
1774670808903,2026-03-28T00.06.48.903,13.002,0.472,-0.838,-0.423
1774670808913,2026-03-28T00.06.48.913,13.012,0.448,-0.854,-0.411
1774670808924,2026-03-28T00.06.48.924,13.023,0.439,-0.857,-0.400
1774670808934,2026-03-28T00.06.48.934,13.033,0.440,-0.856,-0.401
1774670808943,2026-03-28T00.06.48.943,13.042,0.453,-0.857,-0.387
1774670808953,2026-03-28T00.06.48.953,13.052,0.461,-0.848,-0.369
1774670808963,2026-03-28T00.06.48.963,13.062,0.485,-0.845,-0.374
1774670808974,2026-03-28T00.06.48.974,13.073,0.517,-0.851,-0.364
1774670808982,2026-03-28T00.06.48.982,13.081,0.519,-0.845,-0.354
1774670808993,2026-03-28T00.06.48.993,13.092,0.522,-0.862,-0.338
1774670809003,2026-03-28T00.06.49.003,13.102,0.487,-0.867,-0.324
1774670809013,2026-03-28T00.06.49.013,13.112,0.425,-0.870,-0.318
1774670809022,2026-03-28T00.06.49.022,13.121,0.370,-0.880,-0.312
1774670809032,2026-03-28T00.06.49.032,13.131,0.356,-0.885,-0.306
1774670809042,2026-03-28T00.06.49.042,13.141,0.389,-0.877,-0.311
1774670809053,2026-03-28T00.06.49.053,13.152,0.437,-0.872,-0.316
1774670809061,2026-03-28T00.06.49.061,13.160,0.451,-0.871,-0.326
1774670809072,2026-03-28T00.06.49.072,13.171,0.445,-0.872,-0.326
1774670809082,2026-03-28T00.06.49.082,13.181,0.430,-0.869,-0.330
1774670809092,2026-03-28T00.06.49.092,13.191,0.416,-0.868,-0.318
1774670809101,2026-03-28T00.06.49.101,13.200,0.396,-0.867,-0.321
1774670809111,2026-03-28T00.06.49.111,13.210,0.381,-0.868,-0.329
1774670809121,2026-03-28T00.06.49.121,13.220,0.371,-0.867,-0.336
1774670809130,2026-03-28T00.06.49.130,13.229,0.375,-0.860,-0.344
1774670809141,2026-03-28T00.06.49.141,13.240,0.387,-0.867,-0.366
1774670809151,2026-03-28T00.06.49.151,13.250,0.380,-0.885,-0.397
1774670809161,2026-03-28T00.06.49.161,13.260,0.384,-0.881,-0.432
1774670809170,2026-03-28T00.06.49.170,13.269,0.409,-0.875,-0.456
1774670809180,2026-03-28T00.06.49.180,13.279,0.426,-0.867,-0.487
1774670809190,2026-03-28T00.06.49.190,13.289,0.422,-0.858,-0.536
1774670809201,2026-03-28T00.06.49.201,13.300,0.435,-0.859,-0.580
1774670809209,2026-03-28T00.06.49.209,13.308,0.456,-0.853,-0.611
1774670809220,2026-03-28T00.06.49.220,13.319,0.470,-0.842,-0.632
1774670809230,2026-03-28T00.06.49.230,13.329,0.476,-0.837,-0.651
1774670809240,2026-03-28T00.06.49.240,13.339,0.471,-0.835,-0.649
1774670809249,2026-03-28T00.06.49.249,13.348,0.471,-0.813,-0.629
1774670809259,2026-03-28T00.06.49.259,13.358,0.517,-0.843,-0.625
1774670809269,2026-03-28T00.06.49.269,13.368,0.551,-0.859,-0.618
1774670809280,2026-03-28T00.06.49.280,13.379,0.538,-0.829,-0.628
1774670809288,2026-03-28T00.06.49.288,13.387,0.457,-0.877,-0.673
1774670809299,2026-03-28T00.06.49.299,13.398,0.495,-0.863,-0.663
1774670809309,2026-03-28T00.06.49.309,13.408,0.548,-0.817,-0.657
1774670809319,2026-03-28T00.06.49.319,13.418,0.536,-0.830,-0.648
1774670809328,2026-03-28T00.06.49.328,13.427,0.535,-0.853,-0.655
1774670809338,2026-03-28T00.06.49.338,13.437,0.567,-0.846,-0.662
1774670809349,2026-03-28T00.06.49.349,13.448,0.602,-0.842,-0.659
1774670809359,2026-03-28T00.06.49.359,13.458,0.624,-0.832,-0.670
1774670809368,2026-03-28T00.06.49.368,13.467,0.604,-0.809,-0.686
1774670809378,2026-03-28T00.06.49.378,13.477,0.582,-0.801,-0.687
1774670809388,2026-03-28T00.06.49.388,13.487,0.572,-0.791,-0.696
1774670809398,2026-03-28T00.06.49.398,13.497,0.564,-0.775,-0.698
1774670809407,2026-03-28T00.06.49.407,13.506,0.569,-0.758,-0.699
1774670809417,2026-03-28T00.06.49.417,13.516,0.572,-0.739,-0.703
1774670809428,2026-03-28T00.06.49.428,13.527,0.568,-0.716,-0.719
1774670809438,2026-03-28T00.06.49.438,13.537,0.557,-0.695,-0.729
1774670809447,2026-03-28T00.06.49.447,13.546,0.529,-0.679,-0.741
1774670809457,2026-03-28T00.06.49.457,13.556,0.500,-0.666,-0.752
1774670809467,2026-03-28T00.06.49.467,13.566,0.485,-0.637,-0.750
1774670809477,2026-03-28T00.06.49.477,13.576,0.490,-0.601,-0.763
1774670809486,2026-03-28T00.06.49.486,13.585,0.520,-0.577,-0.789
1774670809496,2026-03-28T00.06.49.496,13.595,0.553,-0.563,-0.803
1774670809507,2026-03-28T00.06.49.507,13.606,0.564,-0.543,-0.822
1774670809517,2026-03-28T00.06.49.517,13.616,0.552,-0.519,-0.834
1774670809526,2026-03-28T00.06.49.526,13.625,0.517,-0.502,-0.843
1774670809536,2026-03-28T00.06.49.536,13.635,0.498,-0.478,-0.856
1774670809546,2026-03-28T00.06.49.546,13.645,0.502,-0.446,-0.845
1774670809555,2026-03-28T00.06.49.555,13.654,0.514,-0.403,-0.847
1774670809565,2026-03-28T00.06.49.565,13.664,0.521,-0.369,-0.853
1774670809576,2026-03-28T00.06.49.576,13.675,0.509,-0.335,-0.842
1774670809586,2026-03-28T00.06.49.586,13.685,0.505,-0.300,-0.844
1774670809595,2026-03-28T00.06.49.595,13.694,0.513,-0.262,-0.850
1774670809605,2026-03-28T00.06.49.605,13.704,0.516,-0.234,-0.857
1774670809615,2026-03-28T00.06.49.615,13.714,0.519,-0.211,-0.904
1774670809625,2026-03-28T00.06.49.625,13.724,0.502,-0.199,-0.926
1774670809634,2026-03-28T00.06.49.634,13.733,0.468,-0.177,-0.892
1774670809644,2026-03-28T00.06.49.644,13.743,0.448,-0.129,-0.880
1774670809655,2026-03-28T00.06.49.655,13.754,0.441,-0.078,-0.871
1774670809665,2026-03-28T00.06.49.665,13.764,0.432,-0.045,-0.861
1774670809674,2026-03-28T00.06.49.674,13.773,0.438,-0.011,-0.869
1774670809684,2026-03-28T00.06.49.684,13.783,0.456,0.023,-0.854
1774670809694,2026-03-28T00.06.49.694,13.793,0.431,0.036,-0.821
1774670809704,2026-03-28T00.06.49.704,13.803,0.418,0.077,-0.826
1774670809713,2026-03-28T00.06.49.713,13.812,0.460,0.118,-0.833
1774670809724,2026-03-28T00.06.49.724,13.823,0.470,0.121,-0.791
1774670809734,2026-03-28T00.06.49.734,13.833,0.476,0.149,-0.777
1774670809744,2026-03-28T00.06.49.744,13.843,0.458,0.197,-0.750
1774670809753,2026-03-28T00.06.49.753,13.852,0.430,0.228,-0.705
1774670809763,2026-03-28T00.06.49.763,13.862,0.369,0.232,-0.690
1774670809773,2026-03-28T00.06.49.773,13.872,0.275,0.234,-0.711
1774670809784,2026-03-28T00.06.49.784,13.883,0.229,0.237,-0.696
1774670809792,2026-03-28T00.06.49.792,13.891,0.170,0.244,-0.654
1774670809803,2026-03-28T00.06.49.803,13.902,0.162,0.282,-0.635
1774670809813,2026-03-28T00.06.49.813,13.912,0.245,0.346,-0.627
1774670809823,2026-03-28T00.06.49.823,13.922,0.339,0.363,-0.635
1774670809832,2026-03-28T00.06.49.832,13.931,0.392,0.382,-0.633
1774670809842,2026-03-28T00.06.49.842,13.941,0.412,0.407,-0.635
1774670809852,2026-03-28T00.06.49.852,13.951,0.390,0.410,-0.599
1774670809863,2026-03-28T00.06.49.863,13.962,0.333,0.430,-0.564
1774670809871,2026-03-28T00.06.49.871,13.970,0.310,0.467,-0.527
1774670809882,2026-03-28T00.06.49.882,13.981,0.309,0.496,-0.512
1774670809892,2026-03-28T00.06.49.892,13.991,0.315,0.513,-0.502
1774670809902,2026-03-28T00.06.49.902,14.001,0.284,0.533,-0.472
1774670809911,2026-03-28T00.06.49.911,14.010,0.254,0.548,-0.476
1774670809921,2026-03-28T00.06.49.921,14.020,0.264,0.586,-0.485
1774670809932,2026-03-28T00.06.49.932,14.031,0.266,0.604,-0.501
1774670809942,2026-03-28T00.06.49.942,14.041,0.245,0.607,-0.512
1774670809951,2026-03-28T00.06.49.951,14.050,0.201,0.616,-0.496
1774670809961,2026-03-28T00.06.49.961,14.060,0.197,0.625,-0.446
1774670809971,2026-03-28T00.06.49.971,14.070,0.195,0.638,-0.397
1774670809981,2026-03-28T00.06.49.981,14.080,0.197,0.651,-0.379
1774670809990,2026-03-28T00.06.49.990,14.089,0.220,0.665,-0.407
1774670810000,2026-03-28T00.06.50.000,14.099,0.226,0.674,-0.414
1774670810011,2026-03-28T00.06.50.011,14.110,0.207,0.683,-0.417
1774670810019,2026-03-28T00.06.50.019,14.118,0.186,0.704,-0.412
1774670810030,2026-03-28T00.06.50.030,14.129,0.162,0.714,-0.412
1774670810040,2026-03-28T00.06.50.040,14.139,0.171,0.728,-0.419
1774670810050,2026-03-28T00.06.50.050,14.149,0.200,0.742,-0.427
1774670810059,2026-03-28T00.06.50.059,14.158,0.240,0.761,-0.441
1774670810069,2026-03-28T00.06.50.069,14.168,0.257,0.776,-0.431
1774670810079,2026-03-28T00.06.50.079,14.178,0.223,0.781,-0.405
1774670810090,2026-03-28T00.06.50.090,14.189,0.188,0.781,-0.383
1774670810099,2026-03-28T00.06.50.099,14.198,0.173,0.780,-0.365
1774670810109,2026-03-28T00.06.50.109,14.208,0.191,0.791,-0.369
1774670810119,2026-03-28T00.06.50.119,14.218,0.218,0.810,-0.372
1774670810129,2026-03-28T00.06.50.129,14.228,0.230,0.823,-0.383
1774670810138,2026-03-28T00.06.50.138,14.237,0.229,0.834,-0.392
1774670810148,2026-03-28T00.06.50.148,14.247,0.227,0.834,-0.385
1774670810159,2026-03-28T00.06.50.159,14.258,0.232,0.832,-0.370
1774670810169,2026-03-28T00.06.50.169,14.268,0.239,0.836,-0.346
1774670810178,2026-03-28T00.06.50.178,14.277,0.241,0.834,-0.308
1774670810188,2026-03-28T00.06.50.188,14.287,0.263,0.831,-0.287
1774670810198,2026-03-28T00.06.50.198,14.297,0.286,0.833,-0.271
1774670810208,2026-03-28T00.06.50.208,14.307,0.282,0.841,-0.256
1774670810217,2026-03-28T00.06.50.217,14.316,0.258,0.840,-0.236
1774670810227,2026-03-28T00.06.50.227,14.326,0.208,0.827,-0.204
1774670810238,2026-03-28T00.06.50.238,14.337,0.178,0.805,-0.172
1774670810248,2026-03-28T00.06.50.248,14.347,0.125,0.777,-0.127
1774670810257,2026-03-28T00.06.50.257,14.356,0.048,0.745,-0.094
1774670810267,2026-03-28T00.06.50.267,14.366,-0.018,0.726,-0.090
1774670810277,2026-03-28T00.06.50.277,14.376,-0.033,0.712,-0.122
1774670810287,2026-03-28T00.06.50.287,14.386,-0.018,0.707,-0.159
1774670810296,2026-03-28T00.06.50.296,14.395,-0.010,0.715,-0.167
1774670810307,2026-03-28T00.06.50.307,14.406,0.027,0.727,-0.199
1774670810317,2026-03-28T00.06.50.317,14.416,0.069,0.744,-0.208
1774670810327,2026-03-28T00.06.50.327,14.426,0.074,0.750,-0.206
1774670810336,2026-03-28T00.06.50.336,14.435,0.083,0.744,-0.211
1774670810346,2026-03-28T00.06.50.346,14.445,0.083,0.744,-0.205
1774670810356,2026-03-28T00.06.50.356,14.455,0.055,0.743,-0.203
1774670810367,2026-03-28T00.06.50.367,14.466,0.037,0.739,-0.195
1774670810375,2026-03-28T00.06.50.375,14.474,0.027,0.729,-0.187
1774670810386,2026-03-28T00.06.50.386,14.485,0.032,0.710,-0.194
1774670810396,2026-03-28T00.06.50.396,14.495,0.103,0.699,-0.290
1774670810406,2026-03-28T00.06.50.406,14.505,0.216,0.703,-0.386
1774670810415,2026-03-28T00.06.50.415,14.514,0.237,0.722,-0.421
1774670810425,2026-03-28T00.06.50.425,14.524,0.208,0.736,-0.418
1774670810435,2026-03-28T00.06.50.435,14.534,0.182,0.732,-0.405
1774670810444,2026-03-28T00.06.50.444,14.543,0.127,0.707,-0.356
1774670810454,2026-03-28T00.06.50.454,14.553,0.080,0.670,-0.300
1774670810465,2026-03-28T00.06.50.465,14.564,0.091,0.642,-0.263
1774670810475,2026-03-28T00.06.50.475,14.574,0.131,0.623,-0.257
1774670810484,2026-03-28T00.06.50.484,14.583,0.197,0.595,-0.293
1774670810494,2026-03-28T00.06.50.494,14.593,0.248,0.565,-0.335
1774670810504,2026-03-28T00.06.50.504,14.603,0.243,0.541,-0.358
1774670810515,2026-03-28T00.06.50.515,14.614,0.206,0.522,-0.333
1774670810523,2026-03-28T00.06.50.523,14.622,0.193,0.488,-0.297
1774670810534,2026-03-28T00.06.50.534,14.633,0.212,0.436,-0.272
1774670810544,2026-03-28T00.06.50.544,14.643,0.223,0.381,-0.300
1774670810554,2026-03-28T00.06.50.554,14.653,0.217,0.324,-0.348
1774670810563,2026-03-28T00.06.50.563,14.662,0.198,0.262,-0.431
1774670810573,2026-03-28T00.06.50.573,14.672,0.219,0.210,-0.547
1774670810583,2026-03-28T00.06.50.583,14.682,0.261,0.182,-0.587
1774670810594,2026-03-28T00.06.50.594,14.693,0.342,0.159,-0.578
1774670810602,2026-03-28T00.06.50.602,14.701,0.428,0.138,-0.597
1774670810613,2026-03-28T00.06.50.613,14.712,0.487,0.113,-0.692
1774670810623,2026-03-28T00.06.50.623,14.722,0.518,0.070,-0.758
1774670810633,2026-03-28T00.06.50.633,14.732,0.483,0.012,-0.745
1774670810642,2026-03-28T00.06.50.642,14.741,0.475,-0.025,-0.744
1774670810652,2026-03-28T00.06.50.652,14.751,0.558,-0.043,-0.787
1774670810662,2026-03-28T00.06.50.662,14.761,0.606,-0.081,-0.795
1774670810673,2026-03-28T00.06.50.673,14.772,0.622,-0.115,-0.852
1774670810682,2026-03-28T00.06.50.682,14.781,0.667,-0.141,-0.947
1774670810692,2026-03-28T00.06.50.692,14.791,0.671,-0.184,-0.966
1774670810702,2026-03-28T00.06.50.702,14.801,0.646,-0.235,-0.938
1774670810712,2026-03-28T00.06.50.712,14.811,0.625,-0.261,-0.893
1774670810721,2026-03-28T00.06.50.721,14.820,0.620,-0.280,-0.891
1774670810731,2026-03-28T00.06.50.731,14.830,0.631,-0.319,-0.899
1774670810742,2026-03-28T00.06.50.742,14.841,0.627,-0.362,-0.947
1774670810752,2026-03-28T00.06.50.752,14.851,0.667,-0.399,-1.022
1774670810761,2026-03-28T00.06.50.761,14.860,0.708,-0.435,-1.071
1774670810771,2026-03-28T00.06.50.771,14.870,0.749,-0.463,-1.102
1774670810781,2026-03-28T00.06.50.781,14.880,0.773,-0.479,-1.083
1774670810791,2026-03-28T00.06.50.791,14.890,0.751,-0.488,-1.020
1774670810800,2026-03-28T00.06.50.800,14.899,0.716,-0.488,-0.954
1774670810810,2026-03-28T00.06.50.810,14.909,0.674,-0.484,-0.904
1774670810821,2026-03-28T00.06.50.821,14.920,0.642,-0.493,-0.857
1774670810831,2026-03-28T00.06.50.831,14.930,0.611,-0.499,-0.822
1774670810840,2026-03-28T00.06.50.840,14.939,0.590,-0.507,-0.818
1774670810850,2026-03-28T00.06.50.850,14.949,0.601,-0.529,-0.811
1774670810860,2026-03-28T00.06.50.860,14.959,0.609,-0.551,-0.798
1774670810871,2026-03-28T00.06.50.871,14.970,0.630,-0.565,-0.789
1774670810879,2026-03-28T00.06.50.879,14.978,0.643,-0.591,-0.743
1774670810890,2026-03-28T00.06.50.890,14.989,0.631,-0.618,-0.711
1774670810900,2026-03-28T00.06.50.900,14.999,0.619,-0.643,-0.688
1774670810909,2026-03-28T00.06.50.909,15.008,0.605,-0.672,-0.673
1774670810919,2026-03-28T00.06.50.919,15.018,0.598,-0.693,-0.664
1774670810929,2026-03-28T00.06.50.929,15.028,0.599,-0.711,-0.646
1774670810939,2026-03-28T00.06.50.939,15.038,0.600,-0.728,-0.628
1774670810948,2026-03-28T00.06.50.948,15.047,0.612,-0.745,-0.612
1774670810958,2026-03-28T00.06.50.958,15.057,0.640,-0.758,-0.645
1774670810969,2026-03-28T00.06.50.969,15.068,0.683,-0.782,-0.679
1774670810979,2026-03-28T00.06.50.979,15.078,0.711,-0.794,-0.704
1774670810988,2026-03-28T00.06.50.988,15.087,0.716,-0.787,-0.711
1774670810998,2026-03-28T00.06.50.998,15.097,0.659,-0.783,-0.709
1774670811008,2026-03-28T00.06.51.008,15.107,0.602,-0.772,-0.707
1774670811018,2026-03-28T00.06.51.018,15.117,0.579,-0.768,-0.700
1774670811027,2026-03-28T00.06.51.027,15.126,0.562,-0.761,-0.682
1774670811037,2026-03-28T00.06.51.037,15.136,0.570,-0.747,-0.659
1774670811048,2026-03-28T00.06.51.048,15.147,0.601,-0.758,-0.612
1774670811058,2026-03-28T00.06.51.058,15.157,0.609,-0.761,-0.536
1774670811067,2026-03-28T00.06.51.067,15.166,0.608,-0.756,-0.466
