epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670692739,2026-03-28T00.04.52.739,7.253,-2.439,10.488,-0.488
1774670692748,2026-03-28T00.04.52.748,7.262,-3.110,10.793,-0.427
1774670692758,2026-03-28T00.04.52.758,7.272,-3.415,9.451,-0.488
1774670692768,2026-03-28T00.04.52.768,7.282,-3.354,6.707,-0.610
1774670692778,2026-03-28T00.04.52.778,7.292,-2.744,3.537,-0.488
1774670692787,2026-03-28T00.04.52.787,7.301,-2.256,1.159,-0.366
1774670692798,2026-03-28T00.04.52.798,7.312,-2.378,1.220,-0.244
1774670692808,2026-03-28T00.04.52.808,7.322,-2.805,4.573,-0.122
1774670692818,2026-03-28T00.04.52.818,7.332,-3.537,9.878,-0.549
1774670692827,2026-03-28T00.04.52.827,7.341,-5.000,15.366,-1.098
1774670692837,2026-03-28T00.04.52.837,7.351,-6.220,19.573,-1.524
1774670692847,2026-03-28T00.04.52.847,7.361,-6.890,20.549,-1.890
1774670692858,2026-03-28T00.04.52.858,7.372,-6.220,18.537,-1.890
1774670692866,2026-03-28T00.04.52.866,7.380,-4.390,14.390,-1.524
1774670692877,2026-03-28T00.04.52.877,7.391,-2.073,8.902,-0.671
1774670692887,2026-03-28T00.04.52.887,7.401,0.671,4.268,0.793
1774670692896,2026-03-28T00.04.52.896,7.410,3.171,1.707,2.134
1774670692906,2026-03-28T00.04.52.906,7.420,3.841,3.963,3.232
1774670692916,2026-03-28T00.04.52.916,7.430,3.476,11.098,3.720
1774670692926,2026-03-28T00.04.52.926,7.440,2.500,19.390,3.659
1774670692935,2026-03-28T00.04.52.935,7.449,1.098,24.939,3.780
1774670692945,2026-03-28T00.04.52.945,7.459,0.854,24.573,4.085
1774670692956,2026-03-28T00.04.52.956,7.470,1.951,18.659,4.268
1774670692966,2026-03-28T00.04.52.966,7.480,3.659,9.390,4.512
1774670692975,2026-03-28T00.04.52.975,7.489,5.305,0.854,4.695
1774670692985,2026-03-28T00.04.52.985,7.499,6.402,-3.049,4.939
1774670692995,2026-03-28T00.04.52.995,7.509,6.159,-0.549,5.671
1774670693006,2026-03-28T00.04.53.006,7.520,4.817,6.220,7.195
1774670693014,2026-03-28T00.04.53.014,7.528,3.049,13.293,8.720
1774670693025,2026-03-28T00.04.53.025,7.539,1.098,19.024,10.000
1774670693035,2026-03-28T00.04.53.035,7.549,-0.732,24.268,10.671
1774670693045,2026-03-28T00.04.53.045,7.559,-2.317,29.024,10.610
1774670693054,2026-03-28T00.04.53.054,7.568,-4.207,33.598,10.061
1774670693064,2026-03-28T00.04.53.064,7.578,-5.610,36.951,9.207
1774670693074,2026-03-28T00.04.53.074,7.588,-6.524,37.744,8.110
1774670693085,2026-03-28T00.04.53.085,7.599,-7.134,36.341,7.622
1774670693093,2026-03-28T00.04.53.093,7.607,-6.890,33.049,7.378
1774670693104,2026-03-28T00.04.53.104,7.618,-5.915,28.780,7.073
1774670693114,2026-03-28T00.04.53.114,7.628,-4.817,24.939,6.646
1774670693124,2026-03-28T00.04.53.124,7.638,-3.659,22.317,6.098
1774670693133,2026-03-28T00.04.53.133,7.647,-2.927,21.341,5.976
1774670693143,2026-03-28T00.04.53.143,7.657,-2.073,21.768,5.793
1774670693153,2026-03-28T00.04.53.153,7.667,-1.585,23.354,5.244
1774670693164,2026-03-28T00.04.53.164,7.678,-1.585,24.390,4.329
1774670693173,2026-03-28T00.04.53.173,7.687,-1.768,24.207,3.049
1774670693183,2026-03-28T00.04.53.183,7.697,-1.585,22.256,1.646
1774670693193,2026-03-28T00.04.53.193,7.707,-1.341,18.171,0.122
1774670693203,2026-03-28T00.04.53.203,7.717,-1.037,12.744,-1.463
1774670693212,2026-03-28T00.04.53.212,7.726,-0.732,8.171,-2.683
1774670693222,2026-03-28T00.04.53.222,7.736,-0.671,6.585,-3.171
1774670693233,2026-03-28T00.04.53.233,7.747,-0.915,7.622,-3.232
1774670693243,2026-03-28T00.04.53.243,7.757,-1.463,9.756,-2.927
1774670693252,2026-03-28T00.04.53.252,7.766,-1.890,11.098,-2.744
1774670693262,2026-03-28T00.04.53.262,7.776,-2.134,10.732,-2.744
1774670693272,2026-03-28T00.04.53.272,7.786,-2.134,9.085,-2.805
1774670693282,2026-03-28T00.04.53.282,7.796,-1.951,7.073,-2.805
1774670693291,2026-03-28T00.04.53.291,7.805,-2.012,5.427,-2.805
1774670693301,2026-03-28T00.04.53.301,7.815,-2.012,4.268,-2.866
1774670693312,2026-03-28T00.04.53.312,7.826,-2.134,3.841,-2.622
1774670693322,2026-03-28T00.04.53.322,7.836,-2.317,4.207,-2.134
1774670693331,2026-03-28T00.04.53.331,7.845,-2.683,4.939,-1.646
1774670693341,2026-03-28T00.04.53.341,7.855,-2.988,5.732,-0.854
1774670693351,2026-03-28T00.04.53.351,7.865,-2.744,6.280,-0.061
1774670693360,2026-03-28T00.04.53.360,7.874,-2.317,6.707,0.305
1774670693370,2026-03-28T00.04.53.370,7.884,-1.585,6.646,0.732
1774670693381,2026-03-28T00.04.53.381,7.895,-0.976,5.732,1.098
1774670693391,2026-03-28T00.04.53.391,7.905,-0.366,4.207,1.341
1774670693400,2026-03-28T00.04.53.400,7.914,0.061,2.988,2.073
1774670693410,2026-03-28T00.04.53.410,7.924,0.427,2.866,2.744
1774670693420,2026-03-28T00.04.53.420,7.934,0.427,3.171,2.866
1774670693430,2026-03-28T00.04.53.430,7.944,0.183,4.085,3.232
1774670693439,2026-03-28T00.04.53.439,7.953,0.000,5.000,3.659
1774670693449,2026-03-28T00.04.53.449,7.963,-0.183,6.098,3.902
1774670693460,2026-03-28T00.04.53.460,7.974,-0.183,6.768,3.841
1774670693470,2026-03-28T00.04.53.470,7.984,-0.305,6.098,3.659
1774670693479,2026-03-28T00.04.53.479,7.993,-0.122,4.268,3.354
1774670693489,2026-03-28T00.04.53.489,8.003,0.244,1.220,3.232
1774670693499,2026-03-28T00.04.53.499,8.013,0.366,-2.439,3.415
1774670693509,2026-03-28T00.04.53.509,8.023,0.122,-5.000,3.902
1774670693518,2026-03-28T00.04.53.518,8.032,-0.244,-5.427,4.024
1774670693528,2026-03-28T00.04.53.528,8.042,-0.915,-4.634,3.780
1774670693539,2026-03-28T00.04.53.539,8.053,-2.134,-3.415,3.415
1774670693549,2026-03-28T00.04.53.549,8.063,-3.598,-1.829,3.354
1774670693558,2026-03-28T00.04.53.558,8.072,-4.451,-0.244,3.354
1774670693568,2026-03-28T00.04.53.568,8.082,-4.939,0.671,3.354
1774670693578,2026-03-28T00.04.53.578,8.092,-5.305,0.793,3.232
1774670693589,2026-03-28T00.04.53.589,8.103,-4.817,0.122,2.988
1774670693597,2026-03-28T00.04.53.597,8.111,-3.780,-1.098,2.622
1774670693608,2026-03-28T00.04.53.608,8.122,-2.622,-2.439,2.256
1774670693618,2026-03-28T00.04.53.618,8.132,-1.768,-3.110,1.646
1774670693628,2026-03-28T00.04.53.628,8.142,-0.854,-3.171,0.915
1774670693637,2026-03-28T00.04.53.637,8.151,0.305,-3.354,0.305
1774670693647,2026-03-28T00.04.53.647,8.161,1.524,-3.841,-0.305
1774670693657,2026-03-28T00.04.53.657,8.171,2.012,-4.207,-0.610
1774670693668,2026-03-28T00.04.53.668,8.182,2.500,-4.756,-0.976
1774670693676,2026-03-28T00.04.53.676,8.190,3.171,-5.061,-1.463
1774670693687,2026-03-28T00.04.53.687,8.201,3.720,-4.512,-1.951
1774670693697,2026-03-28T00.04.53.697,8.211,3.537,-3.171,-2.195
1774670693707,2026-03-28T00.04.53.707,8.221,2.622,-1.341,-1.890
1774670693716,2026-03-28T00.04.53.716,8.230,1.829,-0.061,-1.585
1774670693726,2026-03-28T00.04.53.726,8.240,0.915,0.183,-1.402
1774670693736,2026-03-28T00.04.53.736,8.250,0.183,-0.549,-1.220
1774670693747,2026-03-28T00.04.53.747,8.261,-0.305,-1.951,-0.976
1774670693756,2026-03-28T00.04.53.756,8.270,-0.427,-2.683,-0.732
1774670693766,2026-03-28T00.04.53.766,8.280,-0.793,-1.402,-0.610
1774670693776,2026-03-28T00.04.53.776,8.290,-1.524,1.341,-0.305
1774670693786,2026-03-28T00.04.53.786,8.300,-2.317,4.146,0.000
1774670693795,2026-03-28T00.04.53.795,8.309,-3.049,5.732,0.061
1774670693805,2026-03-28T00.04.53.805,8.319,-3.293,5.061,-0.183
1774670693816,2026-03-28T00.04.53.816,8.330,-3.232,2.683,-0.610
1774670693824,2026-03-28T00.04.53.824,8.338,-3.476,0.793,-0.854
1774670693835,2026-03-28T00.04.53.835,8.349,-3.902,0.244,-1.098
1774670693845,2026-03-28T00.04.53.845,8.359,-4.329,0.793,-1.341
1774670693855,2026-03-28T00.04.53.855,8.369,-4.695,2.378,-1.402
1774670693864,2026-03-28T00.04.53.864,8.378,-5.122,3.841,-1.463
1774670693874,2026-03-28T00.04.53.874,8.388,-5.305,4.329,-1.646
1774670693884,2026-03-28T00.04.53.884,8.398,-5.183,3.415,-1.768
1774670693895,2026-03-28T00.04.53.895,8.409,-4.817,1.585,-1.646
1774670693903,2026-03-28T00.04.53.903,8.417,-4.634,0.000,-1.646
1774670693914,2026-03-28T00.04.53.914,8.428,-4.756,-0.610,-1.768
1774670693924,2026-03-28T00.04.53.924,8.438,-5.183,-0.061,-1.707
1774670693934,2026-03-28T00.04.53.934,8.448,-5.610,0.854,-1.524
1774670693943,2026-03-28T00.04.53.943,8.457,-6.220,1.646,-1.220
1774670693953,2026-03-28T00.04.53.953,8.467,-7.012,2.195,-1.280
1774670693964,2026-03-28T00.04.53.964,8.478,-7.683,2.317,-1.524
1774670693974,2026-03-28T00.04.53.974,8.488,-8.171,1.585,-2.073
1774670693983,2026-03-28T00.04.53.983,8.497,-8.415,-0.244,-2.622
1774670693993,2026-03-28T00.04.53.993,8.507,-8.659,-2.439,-3.293
1774670694003,2026-03-28T00.04.54.003,8.517,-8.780,-3.902,-4.146
1774670694013,2026-03-28T00.04.54.013,8.527,-8.902,-3.537,-4.695
1774670694022,2026-03-28T00.04.54.022,8.536,-8.963,-2.012,-5.000
1774670694032,2026-03-28T00.04.54.032,8.546,-8.476,0.183,-5.366
1774670694043,2026-03-28T00.04.54.043,8.557,-7.561,1.951,-5.061
1774670694053,2026-03-28T00.04.54.053,8.567,-6.159,4.024,-4.268
1774670694062,2026-03-28T00.04.54.062,8.576,-4.695,5.610,-3.537
1774670694072,2026-03-28T00.04.54.072,8.586,-3.293,6.341,-2.805
1774670694082,2026-03-28T00.04.54.082,8.596,-1.768,5.793,-1.707
1774670694092,2026-03-28T00.04.54.092,8.606,-0.366,4.817,-0.427
1774670694101,2026-03-28T00.04.54.101,8.615,0.915,3.902,0.488
1774670694111,2026-03-28T00.04.54.111,8.625,1.829,3.720,1.220
1774670694122,2026-03-28T00.04.54.122,8.636,2.317,5.000,1.829
1774670694132,2026-03-28T00.04.54.132,8.646,2.744,6.951,2.012
1774670694141,2026-03-28T00.04.54.141,8.655,2.805,7.866,2.195
1774670694151,2026-03-28T00.04.54.151,8.665,2.866,7.683,2.744
1774670694161,2026-03-28T00.04.54.161,8.675,3.110,7.256,3.110
1774670694172,2026-03-28T00.04.54.172,8.686,3.476,7.073,3.659
1774670694180,2026-03-28T00.04.54.180,8.694,3.659,6.890,3.963
1774670694191,2026-03-28T00.04.54.191,8.705,3.659,6.768,4.146
1774670694201,2026-03-28T00.04.54.201,8.715,3.537,6.829,4.451
1774670694211,2026-03-28T00.04.54.211,8.725,3.415,6.768,4.512
1774670694220,2026-03-28T00.04.54.220,8.734,3.232,6.280,4.390
1774670694230,2026-03-28T00.04.54.230,8.744,3.049,5.854,4.268
1774670694240,2026-03-28T00.04.54.240,8.754,2.500,6.159,4.024
1774670694251,2026-03-28T00.04.54.251,8.765,1.402,7.561,3.780
1774670694259,2026-03-28T00.04.54.259,8.773,0.366,9.329,3.476
1774670694270,2026-03-28T00.04.54.270,8.784,-0.488,10.244,3.110
1774670694280,2026-03-28T00.04.54.280,8.794,-1.037,9.939,2.866
1774670694289,2026-03-28T00.04.54.289,8.803,-1.341,8.537,2.256
1774670694299,2026-03-28T00.04.54.299,8.813,-1.585,6.646,1.646
1774670694309,2026-03-28T00.04.54.309,8.823,-1.768,4.634,1.220
1774670694320,2026-03-28T00.04.54.320,8.834,-2.073,3.293,0.854
1774670694328,2026-03-28T00.04.54.328,8.842,-2.622,3.354,0.488
1774670694339,2026-03-28T00.04.54.339,8.853,-3.598,4.390,0.305
1774670694349,2026-03-28T00.04.54.349,8.863,-5.000,5.915,0.244
1774670694359,2026-03-28T00.04.54.359,8.873,-6.098,7.195,0.183
1774670694368,2026-03-28T00.04.54.368,8.882,-6.646,7.622,0.122
1774670694378,2026-03-28T00.04.54.378,8.892,-6.768,7.378,0.061
1774670694388,2026-03-28T00.04.54.388,8.902,-6.890,7.134,0.183
1774670694399,2026-03-28T00.04.54.399,8.913,-6.646,7.134,0.305
1774670694407,2026-03-28T00.04.54.407,8.921,-5.915,7.378,0.183
1774670694418,2026-03-28T00.04.54.418,8.932,-5.183,7.561,0.122
1774670694428,2026-03-28T00.04.54.428,8.942,-4.390,7.256,0.244
1774670694438,2026-03-28T00.04.54.438,8.952,-3.780,7.195,0.427
1774670694447,2026-03-28T00.04.54.447,8.961,-2.988,7.012,0.366
1774670694457,2026-03-28T00.04.54.457,8.971,-2.317,6.890,0.427
1774670694467,2026-03-28T00.04.54.467,8.981,-1.768,6.951,0.732
1774670694478,2026-03-28T00.04.54.478,8.992,-1.341,7.439,0.793
1774670694486,2026-03-28T00.04.54.486,9.000,-1.220,7.744,0.732
1774670694497,2026-03-28T00.04.54.497,9.011,-0.854,7.683,0.671
1774670694507,2026-03-28T00.04.54.507,9.021,-0.549,7.439,0.671
1774670694517,2026-03-28T00.04.54.517,9.031,-0.244,7.256,0.610
1774670694526,2026-03-28T00.04.54.526,9.040,0.122,7.012,0.427
1774670694536,2026-03-28T00.04.54.536,9.050,0.488,6.768,0.000
1774670694547,2026-03-28T00.04.54.547,9.061,0.976,6.098,-0.305
1774670694557,2026-03-28T00.04.54.557,9.071,1.341,5.427,-0.244
1774670694566,2026-03-28T00.04.54.566,9.080,1.646,5.244,-0.061
1774670694576,2026-03-28T00.04.54.576,9.090,1.829,5.427,0.000
1774670694586,2026-03-28T00.04.54.586,9.100,1.829,5.732,0.061
1774670694596,2026-03-28T00.04.54.596,9.110,1.646,5.793,-0.122
1774670694605,2026-03-28T00.04.54.605,9.119,1.402,5.000,-0.183
1774670694615,2026-03-28T00.04.54.615,9.129,1.341,3.476,0.000
1774670694626,2026-03-28T00.04.54.626,9.140,1.402,2.256,0.244
1774670694636,2026-03-28T00.04.54.636,9.150,1.280,1.768,0.366
1774670694645,2026-03-28T00.04.54.645,9.159,0.915,2.256,0.427
1774670694655,2026-03-28T00.04.54.655,9.169,0.610,3.232,0.549
1774670694665,2026-03-28T00.04.54.665,9.179,0.366,3.780,0.732
1774670694675,2026-03-28T00.04.54.675,9.189,0.366,3.720,0.671
1774670694684,2026-03-28T00.04.54.684,9.198,0.427,2.561,0.549
1774670694695,2026-03-28T00.04.54.695,9.209,0.793,0.488,0.366
1774670694705,2026-03-28T00.04.54.705,9.219,1.341,-1.585,0.244
1774670694715,2026-03-28T00.04.54.715,9.229,1.890,-3.110,-0.427
1774670694724,2026-03-28T00.04.54.724,9.238,2.012,-2.988,-0.793
1774670694734,2026-03-28T00.04.54.734,9.248,1.951,-1.037,-0.610
1774670694744,2026-03-28T00.04.54.744,9.258,1.646,1.524,-0.305
1774670694755,2026-03-28T00.04.54.755,9.269,1.402,2.744,-0.122
1774670694763,2026-03-28T00.04.54.763,9.277,1.037,2.439,0.122
1774670694774,2026-03-28T00.04.54.774,9.288,0.854,1.220,-0.122
1774670694784,2026-03-28T00.04.54.784,9.298,0.793,0.122,-0.427
1774670694793,2026-03-28T00.04.54.793,9.307,0.671,0.000,-0.488
1774670694803,2026-03-28T00.04.54.803,9.317,0.366,0.793,-0.427
1774670694813,2026-03-28T00.04.54.813,9.327,-0.061,1.768,-0.366
1774670694823,2026-03-28T00.04.54.823,9.337,-0.183,2.927,0.244
1774670694832,2026-03-28T00.04.54.832,9.346,0.000,3.354,0.488
1774670694842,2026-03-28T00.04.54.842,9.356,-0.061,2.439,0.122
1774670694853,2026-03-28T00.04.54.853,9.367,0.183,1.037,-0.061
1774670694863,2026-03-28T00.04.54.863,9.377,0.366,-0.427,-0.366
1774670694872,2026-03-28T00.04.54.872,9.386,0.488,-1.463,-0.671
1774670694882,2026-03-28T00.04.54.882,9.396,0.366,-1.646,-0.732
1774670694892,2026-03-28T00.04.54.892,9.406,-0.061,-0.671,-0.549
1774670694903,2026-03-28T00.04.54.903,9.417,-0.671,1.159,-0.305
1774670694911,2026-03-28T00.04.54.911,9.425,-1.341,2.683,-0.183
1774670694922,2026-03-28T00.04.54.922,9.436,-1.829,2.927,-0.366
1774670694932,2026-03-28T00.04.54.932,9.446,-2.195,2.195,-0.732
1774670694942,2026-03-28T00.04.54.942,9.456,-2.195,0.427,-1.037
1774670694951,2026-03-28T00.04.54.951,9.465,-1.890,-1.402,-1.463
1774670694961,2026-03-28T00.04.54.961,9.475,-1.707,-2.073,-1.829
1774670694971,2026-03-28T00.04.54.971,9.485,-1.463,-1.220,-1.951
1774670694982,2026-03-28T00.04.54.982,9.496,-1.402,0.549,-1.890
1774670694990,2026-03-28T00.04.54.990,9.504,-1.341,1.951,-1.829
1774670695001,2026-03-28T00.04.55.001,9.515,-1.220,1.646,-1.890
1774670695011,2026-03-28T00.04.55.011,9.525,-0.976,-0.732,-2.256
1774670695021,2026-03-28T00.04.55.021,9.535,-0.915,-4.451,-3.049
1774670695030,2026-03-28T00.04.55.030,9.544,-1.098,-7.927,-4.146
1774670695040,2026-03-28T00.04.55.040,9.554,-1.646,-10.488,-5.305
1774670695050,2026-03-28T00.04.55.050,9.564,-2.439,-12.805,-6.402
1774670695061,2026-03-28T00.04.55.061,9.575,-3.720,-15.305,-7.317
1774670695070,2026-03-28T00.04.55.070,9.584,-5.244,-16.220,-6.951
1774670695080,2026-03-28T00.04.55.080,9.594,-6.646,-14.756,-6.341
1774670695090,2026-03-28T00.04.55.090,9.604,-7.683,-12.744,-6.585
1774670695100,2026-03-28T00.04.55.100,9.614,-8.415,-11.890,-6.829
1774670695109,2026-03-28T00.04.55.109,9.623,-9.268,-11.585,-6.829
1774670695119,2026-03-28T00.04.55.119,9.633,-9.878,-12.622,-7.622
1774670695130,2026-03-28T00.04.55.130,9.644,-10.610,-14.695,-8.598
1774670695140,2026-03-28T00.04.55.140,9.654,-11.402,-17.561,-8.841
1774670695149,2026-03-28T00.04.55.149,9.663,-12.378,-20.183,-9.451
1774670695159,2026-03-28T00.04.55.159,9.673,-13.659,-22.683,-10.671
1774670695169,2026-03-28T00.04.55.169,9.683,-15.244,-24.695,-11.951
1774670695179,2026-03-28T00.04.55.179,9.693,-17.195,-25.671,-13.293
1774670695188,2026-03-28T00.04.55.188,9.702,-20.427,-25.366,-15.366
1774670695198,2026-03-28T00.04.55.198,9.712,-24.207,-23.902,-17.561
1774670695209,2026-03-28T00.04.55.209,9.723,-27.927,-24.024,-20.000
1774670695217,2026-03-28T00.04.55.217,9.731,-31.951,-27.561,-23.415
1774670695228,2026-03-28T00.04.55.228,9.742,-36.220,-33.415,-26.829
1774670695238,2026-03-28T00.04.55.238,9.752,-41.098,-39.024,-29.878
1774670695248,2026-03-28T00.04.55.248,9.762,-46.707,-42.927,-33.110
1774670695257,2026-03-28T00.04.55.257,9.771,-53.720,-44.146,-36.098
1774670695267,2026-03-28T00.04.55.267,9.781,-60.732,-39.878,-37.805
1774670695278,2026-03-28T00.04.55.278,9.792,-67.683,-33.476,-38.902
1774670695288,2026-03-28T00.04.55.288,9.802,-74.573,-28.110,-40.305
1774670695297,2026-03-28T00.04.55.297,9.811,-80.000,-25.000,-42.439
1774670695307,2026-03-28T00.04.55.307,9.821,-84.207,-23.537,-45.000
1774670695317,2026-03-28T00.04.55.317,9.831,-88.232,-24.207,-47.927
1774670695327,2026-03-28T00.04.55.327,9.841,-92.744,-25.488,-49.512
1774670695336,2026-03-28T00.04.55.336,9.850,-97.500,-26.585,-50.000
1774670695346,2026-03-28T00.04.55.346,9.860,-101.829,-27.500,-50.183
1774670695357,2026-03-28T00.04.55.357,9.871,-105.427,-26.890,-49.573
1774670695367,2026-03-28T00.04.55.367,9.881,-109.024,-28.537,-49.024
1774670695376,2026-03-28T00.04.55.376,9.890,-111.220,-30.854,-48.354
1774670695386,2026-03-28T00.04.55.386,9.900,-112.927,-32.317,-47.683
1774670695396,2026-03-28T00.04.55.396,9.910,-114.695,-31.951,-47.195
1774670695406,2026-03-28T00.04.55.406,9.920,-115.671,-30.427,-46.951
1774670695415,2026-03-28T00.04.55.415,9.929,-117.134,-28.780,-46.159
1774670695425,2026-03-28T00.04.55.425,9.939,-118.659,-26.646,-43.293
1774670695436,2026-03-28T00.04.55.436,9.950,-117.805,-26.951,-39.695
1774670695446,2026-03-28T00.04.55.446,9.960,-116.341,-32.927,-36.159
1774670695455,2026-03-28T00.04.55.455,9.969,-114.268,-42.988,-34.146
1774670695465,2026-03-28T00.04.55.465,9.979,-112.378,-50.244,-33.841
1774670695475,2026-03-28T00.04.55.475,9.989,-109.634,-53.110,-32.988
1774670695486,2026-03-28T00.04.55.486,10.000,-108.476,-55.366,-34.329
1774670695494,2026-03-28T00.04.55.494,10.008,-108.415,-59.329,-40.061
1774670695505,2026-03-28T00.04.55.505,10.019,-101.646,-75.183,-44.939
1774670695515,2026-03-28T00.04.55.515,10.029,-97.134,-92.439,-37.744
1774670695525,2026-03-28T00.04.55.525,10.039,-96.951,-83.293,-27.683
1774670695534,2026-03-28T00.04.55.534,10.048,-99.634,-56.341,-27.195
1774670695544,2026-03-28T00.04.55.544,10.058,-102.866,-32.927,-24.634
1774670695554,2026-03-28T00.04.55.554,10.068,-102.073,-21.768,-19.573
1774670695565,2026-03-28T00.04.55.565,10.079,-99.817,-23.476,-18.293
1774670695573,2026-03-28T00.04.55.573,10.087,-96.768,-35.610,-18.415
1774670695584,2026-03-28T00.04.55.584,10.098,-93.293,-54.390,-19.085
1774670695594,2026-03-28T00.04.55.594,10.108,-91.951,-74.695,-18.963
1774670695604,2026-03-28T00.04.55.604,10.118,-92.805,-89.024,-18.963
1774670695613,2026-03-28T00.04.55.613,10.127,-93.780,-93.415,-21.098
1774670695623,2026-03-28T00.04.55.623,10.137,-96.280,-84.085,-21.951
1774670695633,2026-03-28T00.04.55.633,10.147,-100.427,-63.841,-22.622
1774670695644,2026-03-28T00.04.55.644,10.158,-104.024,-41.098,-24.756
1774670695653,2026-03-28T00.04.55.653,10.167,-105.305,-21.524,-25.610
1774670695663,2026-03-28T00.04.55.663,10.177,-106.037,-13.659,-25.610
1774670695673,2026-03-28T00.04.55.673,10.187,-107.927,-19.268,-26.098
1774670695683,2026-03-28T00.04.55.683,10.197,-106.098,-37.683,-28.902
1774670695692,2026-03-28T00.04.55.692,10.206,-98.476,-68.232,-33.476
1774670695702,2026-03-28T00.04.55.702,10.216,-90.000,-102.622,-34.634
1774670695713,2026-03-28T00.04.55.713,10.227,-84.024,-129.207,-32.866
1774670695721,2026-03-28T00.04.55.721,10.235,-83.780,-133.171,-30.122
1774670695732,2026-03-28T00.04.55.732,10.246,-85.488,-112.988,-29.451
1774670695742,2026-03-28T00.04.55.742,10.256,-87.561,-78.476,-32.988
1774670695752,2026-03-28T00.04.55.752,10.266,-93.780,-42.073,-35.854
1774670695761,2026-03-28T00.04.55.761,10.275,-98.720,-12.500,-33.659
1774670695771,2026-03-28T00.04.55.771,10.285,-98.902,2.195,-29.390
1774670695781,2026-03-28T00.04.55.781,10.295,-97.195,1.585,-24.268
1774670695792,2026-03-28T00.04.55.792,10.306,-95.244,-7.073,-20.732
1774670695800,2026-03-28T00.04.55.800,10.314,-94.329,-16.829,-19.329
1774670695811,2026-03-28T00.04.55.811,10.325,-91.951,-18.232,-21.098
1774670695821,2026-03-28T00.04.55.821,10.335,-90.671,-12.256,-23.354
1774670695831,2026-03-28T00.04.55.831,10.345,-90.915,4.024,-25.915
1774670695840,2026-03-28T00.04.55.840,10.354,-90.488,25.976,-27.378
1774670695850,2026-03-28T00.04.55.850,10.364,-91.951,42.927,-25.488
1774670695861,2026-03-28T00.04.55.861,10.375,-94.451,47.622,-21.890
1774670695871,2026-03-28T00.04.55.871,10.385,-97.561,40.244,-19.268
1774670695880,2026-03-28T00.04.55.880,10.394,-101.585,26.646,-19.695
1774670695890,2026-03-28T00.04.55.890,10.404,-106.524,12.683,-18.841
1774670695900,2026-03-28T00.04.55.900,10.414,-111.768,9.878,-16.646
1774670695910,2026-03-28T00.04.55.910,10.424,-117.500,16.524,-16.890
1774670695919,2026-03-28T00.04.55.919,10.433,-123.780,17.500,-19.573
1774670695929,2026-03-28T00.04.55.929,10.443,-130.061,8.354,-24.085
1774670695940,2026-03-28T00.04.55.940,10.454,-137.500,-1.707,-26.585
1774670695950,2026-03-28T00.04.55.950,10.464,-146.341,0.732,-27.866
1774670695959,2026-03-28T00.04.55.959,10.473,-155.671,15.915,-32.378
1774670695969,2026-03-28T00.04.55.969,10.483,-161.768,31.768,-37.805
1774670695979,2026-03-28T00.04.55.979,10.493,-165.366,36.768,-40.305
1774670695989,2026-03-28T00.04.55.989,10.503,-168.720,32.134,-42.134
1774670695998,2026-03-28T00.04.55.998,10.512,-169.878,23.902,-44.939
1774670696008,2026-03-28T00.04.56.008,10.522,-172.988,12.744,-48.841
1774670696019,2026-03-28T00.04.56.019,10.533,-173.293,-1.402,-47.012
1774670696029,2026-03-28T00.04.56.029,10.543,-170.976,-10.122,-46.524
1774670696038,2026-03-28T00.04.56.038,10.552,-170.610,-17.439,-47.256
1774670696048,2026-03-28T00.04.56.048,10.562,-172.134,-25.305,-46.951
1774670696058,2026-03-28T00.04.56.058,10.572,-171.037,-30.488,-45.610
1774670696069,2026-03-28T00.04.56.069,10.583,-168.963,-33.720,-46.037
1774670696077,2026-03-28T00.04.56.077,10.591,-170.732,-32.561,-46.098
1774670696088,2026-03-28T00.04.56.088,10.602,-171.829,-23.537,-45.610
1774670696098,2026-03-28T00.04.56.098,10.612,-171.402,-7.073,-45.610
1774670696108,2026-03-28T00.04.56.108,10.622,-173.659,11.341,-44.024
1774670696117,2026-03-28T00.04.56.117,10.631,-174.939,23.598,-41.341
1774670696127,2026-03-28T00.04.56.127,10.641,-172.439,24.756,-39.085
1774670696137,2026-03-28T00.04.56.137,10.651,-168.659,15.793,-37.866
1774670696148,2026-03-28T00.04.56.148,10.662,-164.939,2.134,-37.012
1774670696156,2026-03-28T00.04.56.156,10.670,-160.244,-10.671,-35.366
1774670696167,2026-03-28T00.04.56.167,10.681,-154.268,-20.976,-32.317
1774670696177,2026-03-28T00.04.56.177,10.691,-147.134,-28.841,-29.878
1774670696186,2026-03-28T00.04.56.186,10.700,-139.085,-34.451,-28.049
1774670696196,2026-03-28T00.04.56.196,10.710,-130.732,-35.305,-25.793
1774670696206,2026-03-28T00.04.56.206,10.720,-123.476,-35.061,-22.683
1774670696216,2026-03-28T00.04.56.216,10.730,-116.098,-32.622,-21.524
1774670696225,2026-03-28T00.04.56.225,10.739,-108.598,-26.951,-20.000
1774670696236,2026-03-28T00.04.56.236,10.750,-101.280,-15.854,-18.720
1774670696246,2026-03-28T00.04.56.246,10.760,-92.744,-2.195,-19.512
1774670696256,2026-03-28T00.04.56.256,10.770,-84.878,9.085,-20.854
1774670696265,2026-03-28T00.04.56.265,10.779,-77.256,17.073,-23.171
1774670696275,2026-03-28T00.04.56.275,10.789,-72.012,22.378,-23.354
