epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670495346,2026-03-28T00.01.35.346,10.226,0.061,1.463,0.000
1774670495357,2026-03-28T00.01.35.357,10.237,0.183,1.402,-0.427
1774670495365,2026-03-28T00.01.35.365,10.245,0.244,1.159,-0.732
1774670495376,2026-03-28T00.01.35.376,10.256,0.427,0.976,-0.732
1774670495386,2026-03-28T00.01.35.386,10.266,0.488,0.732,-0.732
1774670495396,2026-03-28T00.01.35.396,10.276,0.549,0.244,-0.610
1774670495405,2026-03-28T00.01.35.405,10.285,0.671,-0.305,-0.488
1774670495415,2026-03-28T00.01.35.415,10.295,0.732,-0.610,-0.305
1774670495425,2026-03-28T00.01.35.425,10.305,0.915,-0.793,-0.488
1774670495436,2026-03-28T00.01.35.436,10.316,1.280,-0.793,-1.220
1774670495445,2026-03-28T00.01.35.445,10.325,1.707,-0.671,-2.012
1774670495455,2026-03-28T00.01.35.455,10.335,2.012,-0.427,-2.500
1774670495465,2026-03-28T00.01.35.465,10.345,1.829,-0.549,-2.500
1774670495475,2026-03-28T00.01.35.475,10.355,1.890,-0.915,-1.463
1774670495484,2026-03-28T00.01.35.484,10.364,2.134,-0.610,-0.854
1774670495494,2026-03-28T00.01.35.494,10.374,1.829,0.488,-1.037
1774670495505,2026-03-28T00.01.35.505,10.385,1.768,1.159,-0.854
1774670495515,2026-03-28T00.01.35.515,10.395,1.890,1.524,-0.488
1774670495524,2026-03-28T00.01.35.524,10.404,1.646,2.012,-0.488
1774670495534,2026-03-28T00.01.35.534,10.414,1.463,2.622,-0.488
1774670495544,2026-03-28T00.01.35.544,10.424,1.280,3.354,-0.366
1774670495554,2026-03-28T00.01.35.554,10.434,0.915,3.902,-0.488
1774670495563,2026-03-28T00.01.35.563,10.443,0.671,4.207,-0.610
1774670495573,2026-03-28T00.01.35.573,10.453,0.427,4.451,-0.549
1774670495584,2026-03-28T00.01.35.584,10.464,0.122,4.451,-0.305
1774670495594,2026-03-28T00.01.35.594,10.474,-0.244,4.573,0.122
1774670495603,2026-03-28T00.01.35.603,10.483,-0.427,4.634,0.732
1774670495613,2026-03-28T00.01.35.613,10.493,-0.244,4.329,1.037
1774670495623,2026-03-28T00.01.35.623,10.503,-0.366,3.841,1.220
1774670495632,2026-03-28T00.01.35.632,10.512,-0.549,3.720,1.707
1774670495642,2026-03-28T00.01.35.642,10.522,-0.793,3.963,2.378
1774670495653,2026-03-28T00.01.35.653,10.533,-0.793,4.085,2.378
1774670495663,2026-03-28T00.01.35.663,10.543,-0.427,4.085,1.707
1774670495672,2026-03-28T00.01.35.672,10.552,-0.122,4.268,0.671
1774670495682,2026-03-28T00.01.35.682,10.562,0.244,4.329,-0.183
1774670495692,2026-03-28T00.01.35.692,10.572,0.671,4.390,-1.159
1774670495702,2026-03-28T00.01.35.702,10.582,1.098,4.024,-1.951
1774670495711,2026-03-28T00.01.35.711,10.591,1.402,3.841,-2.378
1774670495721,2026-03-28T00.01.35.721,10.601,1.646,3.171,-2.317
1774670495732,2026-03-28T00.01.35.732,10.612,1.890,1.951,-2.073
1774670495742,2026-03-28T00.01.35.742,10.622,2.073,0.610,-1.768
1774670495751,2026-03-28T00.01.35.751,10.631,2.256,-0.122,-1.463
1774670495761,2026-03-28T00.01.35.761,10.641,2.256,-0.427,-1.159
1774670495771,2026-03-28T00.01.35.771,10.651,2.195,0.000,-1.037
1774670495781,2026-03-28T00.01.35.781,10.661,2.195,0.976,-1.280
1774670495790,2026-03-28T00.01.35.790,10.670,2.317,2.256,-1.646
1774670495800,2026-03-28T00.01.35.800,10.680,2.195,3.659,-1.951
1774670495811,2026-03-28T00.01.35.811,10.691,2.012,4.207,-2.012
1774670495821,2026-03-28T00.01.35.821,10.701,1.890,4.939,-2.073
1774670495830,2026-03-28T00.01.35.830,10.710,1.951,5.366,-2.500
1774670495840,2026-03-28T00.01.35.840,10.720,2.317,4.756,-2.622
1774670495850,2026-03-28T00.01.35.850,10.730,2.500,3.354,-2.195
1774670495861,2026-03-28T00.01.35.861,10.741,2.622,1.768,-1.463
1774670495869,2026-03-28T00.01.35.869,10.749,2.805,0.610,-0.305
1774670495880,2026-03-28T00.01.35.880,10.760,3.171,-0.244,0.610
1774670495890,2026-03-28T00.01.35.890,10.770,3.476,-0.671,1.159
1774670495900,2026-03-28T00.01.35.900,10.780,3.598,-0.122,1.829
1774670495909,2026-03-28T00.01.35.909,10.789,3.598,1.280,2.561
1774670495919,2026-03-28T00.01.35.919,10.799,3.415,3.049,2.622
1774670495929,2026-03-28T00.01.35.929,10.809,3.293,5.000,2.012
1774670495940,2026-03-28T00.01.35.940,10.820,2.866,6.341,1.220
1774670495948,2026-03-28T00.01.35.948,10.828,2.378,6.463,0.488
1774670495959,2026-03-28T00.01.35.959,10.839,1.951,5.976,-0.427
1774670495969,2026-03-28T00.01.35.969,10.849,1.524,5.366,-1.890
1774670495979,2026-03-28T00.01.35.979,10.859,1.524,5.488,-3.476
1774670495988,2026-03-28T00.01.35.988,10.868,1.585,6.098,-5.061
1774670495998,2026-03-28T00.01.35.998,10.878,1.951,6.280,-6.768
1774670496008,2026-03-28T00.01.36.008,10.888,2.195,6.402,-8.171
1774670496019,2026-03-28T00.01.36.019,10.899,2.378,6.280,-9.024
1774670496028,2026-03-28T00.01.36.028,10.908,2.317,5.915,-9.695
1774670496038,2026-03-28T00.01.36.038,10.918,2.134,5.244,-10.122
1774670496048,2026-03-28T00.01.36.048,10.928,1.951,3.963,-9.756
1774670496058,2026-03-28T00.01.36.058,10.938,2.012,2.805,-9.512
1774670496067,2026-03-28T00.01.36.067,10.947,2.012,2.073,-9.756
1774670496077,2026-03-28T00.01.36.077,10.957,1.646,2.683,-10.000
1774670496088,2026-03-28T00.01.36.088,10.968,2.134,2.073,-11.646
1774670496096,2026-03-28T00.01.36.096,10.976,3.293,-1.707,-14.573
1774670496107,2026-03-28T00.01.36.107,10.987,3.659,-4.512,-19.268
1774670496117,2026-03-28T00.01.36.117,10.997,3.537,-3.720,-23.902
1774670496127,2026-03-28T00.01.36.127,11.007,3.354,-1.341,-25.305
1774670496136,2026-03-28T00.01.36.136,11.016,3.476,-0.244,-24.817
1774670496146,2026-03-28T00.01.36.146,11.026,4.512,-2.439,-23.780
1774670496156,2026-03-28T00.01.36.156,11.036,5.305,-3.232,-23.110
1774670496167,2026-03-28T00.01.36.167,11.047,5.671,0.488,-23.720
1774670496175,2026-03-28T00.01.36.175,11.055,5.366,5.305,-23.476
1774670496186,2026-03-28T00.01.36.186,11.066,4.634,6.585,-23.232
1774670496196,2026-03-28T00.01.36.196,11.076,2.439,4.634,-25.122
1774670496206,2026-03-28T00.01.36.206,11.086,-0.610,1.646,-28.720
1774670496215,2026-03-28T00.01.36.215,11.095,-3.476,-6.402,-31.829
1774670496225,2026-03-28T00.01.36.225,11.105,-6.220,-21.159,-31.707
1774670496236,2026-03-28T00.01.36.236,11.116,-7.256,-37.805,-35.183
1774670496246,2026-03-28T00.01.36.246,11.126,-9.207,-52.256,-42.378
1774670496255,2026-03-28T00.01.36.255,11.135,-13.293,-65.732,-47.134
1774670496265,2026-03-28T00.01.36.265,11.145,-16.280,-72.744,-56.098
1774670496275,2026-03-28T00.01.36.275,11.155,-21.220,-77.134,-62.927
1774670496285,2026-03-28T00.01.36.285,11.165,-25.061,-78.354,-67.073
1774670496294,2026-03-28T00.01.36.294,11.174,-27.256,-78.902,-71.646
1774670496304,2026-03-28T00.01.36.304,11.184,-32.927,-78.720,-74.695
1774670496315,2026-03-28T00.01.36.315,11.195,-34.878,-77.378,-76.707
1774670496325,2026-03-28T00.01.36.325,11.205,-35.061,-75.732,-78.049
1774670496334,2026-03-28T00.01.36.334,11.214,-37.134,-76.220,-80.061
1774670496344,2026-03-28T00.01.36.344,11.224,-40.549,-76.037,-82.866
1774670496354,2026-03-28T00.01.36.354,11.234,-43.354,-71.585,-84.329
1774670496364,2026-03-28T00.01.36.364,11.244,-46.402,-64.085,-82.988
1774670496373,2026-03-28T00.01.36.373,11.253,-50.732,-55.244,-80.976
1774670496383,2026-03-28T00.01.36.383,11.263,-54.634,-46.951,-81.524
1774670496394,2026-03-28T00.01.36.394,11.274,-56.951,-42.012,-83.293
1774670496404,2026-03-28T00.01.36.404,11.284,-58.598,-40.488,-83.659
1774670496413,2026-03-28T00.01.36.413,11.293,-59.451,-38.232,-83.537
1774670496423,2026-03-28T00.01.36.423,11.303,-59.512,-33.902,-84.146
1774670496433,2026-03-28T00.01.36.433,11.313,-60.549,-30.427,-84.024
1774670496444,2026-03-28T00.01.36.444,11.324,-61.341,-30.000,-83.598
1774670496452,2026-03-28T00.01.36.452,11.332,-61.951,-31.098,-82.195
1774670496463,2026-03-28T00.01.36.463,11.343,-62.622,-30.671,-81.707
1774670496473,2026-03-28T00.01.36.473,11.353,-63.232,-28.049,-83.110
1774670496483,2026-03-28T00.01.36.483,11.363,-63.415,-23.232,-84.207
1774670496492,2026-03-28T00.01.36.492,11.372,-64.146,-17.134,-84.695
1774670496502,2026-03-28T00.01.36.502,11.382,-66.707,-10.366,-87.317
1774670496512,2026-03-28T00.01.36.512,11.392,-69.695,-5.244,-89.634
1774670496523,2026-03-28T00.01.36.523,11.403,-71.220,-4.268,-88.780
1774670496531,2026-03-28T00.01.36.531,11.411,-71.220,-6.768,-88.963
1774670496542,2026-03-28T00.01.36.542,11.422,-71.098,-8.537,-92.805
1774670496552,2026-03-28T00.01.36.552,11.432,-71.890,-10.488,-97.195
1774670496561,2026-03-28T00.01.36.561,11.441,-73.598,-14.390,-99.878
1774670496571,2026-03-28T00.01.36.571,11.451,-74.695,-20.366,-101.341
1774670496581,2026-03-28T00.01.36.581,11.461,-75.122,-27.744,-103.110
1774670496591,2026-03-28T00.01.36.591,11.471,-75.305,-33.598,-105.915
1774670496600,2026-03-28T00.01.36.600,11.480,-75.427,-37.012,-109.390
1774670496611,2026-03-28T00.01.36.611,11.491,-75.793,-37.195,-113.110
1774670496621,2026-03-28T00.01.36.621,11.501,-76.890,-35.854,-116.463
1774670496631,2026-03-28T00.01.36.631,11.511,-78.720,-36.463,-119.268
1774670496640,2026-03-28T00.01.36.640,11.520,-80.427,-39.939,-122.134
1774670496650,2026-03-28T00.01.36.650,11.530,-81.890,-44.878,-124.939
1774670496660,2026-03-28T00.01.36.660,11.540,-83.293,-50.122,-128.232
1774670496671,2026-03-28T00.01.36.671,11.551,-84.939,-54.573,-132.866
1774670496679,2026-03-28T00.01.36.679,11.559,-87.500,-56.829,-137.134
1774670496690,2026-03-28T00.01.36.690,11.570,-90.671,-57.195,-140.000
1774670496700,2026-03-28T00.01.36.700,11.580,-94.512,-57.866,-142.378
1774670496710,2026-03-28T00.01.36.710,11.590,-98.110,-59.939,-144.207
1774670496719,2026-03-28T00.01.36.719,11.599,-100.793,-62.500,-145.061
1774670496729,2026-03-28T00.01.36.729,11.609,-102.988,-63.780,-145.671
1774670496739,2026-03-28T00.01.36.739,11.619,-105.061,-64.573,-146.768
1774670496750,2026-03-28T00.01.36.750,11.630,-107.256,-62.988,-146.524
1774670496758,2026-03-28T00.01.36.758,11.638,-109.634,-60.183,-145.000
1774670496769,2026-03-28T00.01.36.769,11.649,-112.073,-58.598,-143.659
1774670496779,2026-03-28T00.01.36.779,11.659,-113.902,-58.476,-142.439
1774670496789,2026-03-28T00.01.36.789,11.669,-115.549,-58.720,-140.793
1774670496798,2026-03-28T00.01.36.798,11.678,-117.134,-56.585,-138.841
1774670496808,2026-03-28T00.01.36.808,11.688,-118.415,-51.829,-136.341
1774670496819,2026-03-28T00.01.36.819,11.699,-119.207,-46.524,-132.622
1774670496829,2026-03-28T00.01.36.829,11.709,-119.817,-43.293,-128.415
1774670496838,2026-03-28T00.01.36.838,11.718,-119.634,-43.354,-124.146
1774670496848,2026-03-28T00.01.36.848,11.728,-118.598,-45.244,-120.366
1774670496858,2026-03-28T00.01.36.858,11.738,-118.415,-44.085,-115.793
1774670496868,2026-03-28T00.01.36.868,11.748,-118.902,-40.854,-111.280
1774670496877,2026-03-28T00.01.36.877,11.757,-118.841,-39.451,-108.354
1774670496887,2026-03-28T00.01.36.887,11.767,-118.110,-39.268,-105.061
1774670496898,2026-03-28T00.01.36.898,11.778,-116.829,-40.793,-100.732
1774670496908,2026-03-28T00.01.36.908,11.788,-115.000,-45.549,-94.268
1774670496917,2026-03-28T00.01.36.917,11.797,-112.012,-50.976,-94.146
1774670496927,2026-03-28T00.01.36.927,11.807,-113.171,-54.939,-93.780
1774670496937,2026-03-28T00.01.36.937,11.817,-112.439,-56.646,-87.866
1774670496947,2026-03-28T00.01.36.947,11.827,-111.463,-57.744,-85.427
1774670496956,2026-03-28T00.01.36.956,11.836,-112.927,-57.256,-85.000
1774670496966,2026-03-28T00.01.36.966,11.846,-111.037,-54.451,-81.951
1774670496977,2026-03-28T00.01.36.977,11.857,-107.683,-54.329,-77.622
1774670496987,2026-03-28T00.01.36.987,11.867,-104.268,-58.841,-73.963
1774670496996,2026-03-28T00.01.36.996,11.876,-101.159,-64.085,-70.671
1774670497006,2026-03-28T00.01.37.006,11.886,-97.744,-67.256,-65.732
1774670497016,2026-03-28T00.01.37.016,11.896,-93.963,-70.305,-60.427
1774670497027,2026-03-28T00.01.37.027,11.907,-92.073,-70.854,-57.256
1774670497035,2026-03-28T00.01.37.035,11.915,-90.732,-67.378,-52.500
1774670497046,2026-03-28T00.01.37.046,11.926,-89.512,-60.183,-49.451
1774670497056,2026-03-28T00.01.37.056,11.936,-88.110,-54.451,-47.073
1774670497066,2026-03-28T00.01.37.066,11.946,-85.549,-52.683,-43.598
1774670497075,2026-03-28T00.01.37.075,11.955,-81.768,-52.805,-38.841
1774670497085,2026-03-28T00.01.37.085,11.965,-76.098,-54.756,-36.585
1774670497095,2026-03-28T00.01.37.095,11.975,-71.585,-55.366,-32.439
1774670497104,2026-03-28T00.01.37.104,11.984,-67.500,-52.500,-28.963
1774670497114,2026-03-28T00.01.37.114,11.994,-63.110,-50.427,-27.256
1774670497125,2026-03-28T00.01.37.125,12.005,-59.390,-50.732,-25.976
1774670497135,2026-03-28T00.01.37.135,12.015,-55.671,-51.402,-24.695
1774670497144,2026-03-28T00.01.37.144,12.024,-52.439,-50.427,-23.537
1774670497154,2026-03-28T00.01.37.154,12.034,-50.305,-48.354,-23.476
1774670497164,2026-03-28T00.01.37.164,12.044,-48.232,-46.585,-23.354
1774670497175,2026-03-28T00.01.37.175,12.055,-45.732,-46.951,-23.049
1774670497183,2026-03-28T00.01.37.183,12.063,-43.963,-49.024,-23.171
1774670497194,2026-03-28T00.01.37.194,12.074,-42.561,-52.195,-22.805
1774670497204,2026-03-28T00.01.37.204,12.084,-40.366,-55.610,-21.463
1774670497214,2026-03-28T00.01.37.214,12.094,-37.927,-57.744,-19.146
1774670497223,2026-03-28T00.01.37.223,12.103,-35.061,-57.500,-16.280
1774670497233,2026-03-28T00.01.37.233,12.113,-32.134,-55.488,-12.927
1774670497243,2026-03-28T00.01.37.243,12.123,-28.415,-53.171,-9.634
1774670497254,2026-03-28T00.01.37.254,12.134,-23.171,-50.732,-5.732
1774670497262,2026-03-28T00.01.37.262,12.142,-16.890,-48.902,0.122
1774670497273,2026-03-28T00.01.37.273,12.153,-9.756,-46.037,6.037
1774670497283,2026-03-28T00.01.37.283,12.163,-2.012,-40.732,11.341
1774670497293,2026-03-28T00.01.37.293,12.173,7.012,-33.720,16.524
1774670497302,2026-03-28T00.01.37.302,12.182,17.012,-28.598,22.378
1774670497312,2026-03-28T00.01.37.312,12.192,27.195,-27.073,28.171
1774670497322,2026-03-28T00.01.37.322,12.202,37.561,-26.646,33.598
1774670497333,2026-03-28T00.01.37.333,12.213,47.622,-26.585,38.415
1774670497341,2026-03-28T00.01.37.341,12.221,55.305,-24.451,42.256
1774670497352,2026-03-28T00.01.37.352,12.232,59.451,-17.927,47.866
1774670497362,2026-03-28T00.01.37.362,12.242,62.988,-8.537,54.695
1774670497372,2026-03-28T00.01.37.372,12.252,67.866,2.927,60.915
1774670497381,2026-03-28T00.01.37.381,12.261,72.927,14.512,66.768
1774670497391,2026-03-28T00.01.37.391,12.271,77.744,25.549,71.646
1774670497402,2026-03-28T00.01.37.402,12.282,82.805,36.951,77.561
1774670497412,2026-03-28T00.01.37.412,12.292,88.049,47.683,82.317
1774670497421,2026-03-28T00.01.37.421,12.301,92.927,56.280,85.549
1774670497431,2026-03-28T00.01.37.431,12.311,96.280,66.159,89.878
1774670497441,2026-03-28T00.01.37.441,12.321,99.268,79.024,94.756
1774670497451,2026-03-28T00.01.37.451,12.331,102.134,91.768,100.183
1774670497460,2026-03-28T00.01.37.460,12.340,106.524,99.512,105.122
1774670497470,2026-03-28T00.01.37.470,12.350,112.317,99.390,109.695
1774670497481,2026-03-28T00.01.37.481,12.361,120.000,91.402,114.634
1774670497491,2026-03-28T00.01.37.491,12.371,128.476,79.390,119.085
1774670497500,2026-03-28T00.01.37.500,12.380,137.012,66.585,122.134
1774670497510,2026-03-28T00.01.37.510,12.390,145.244,55.244,123.841
1774670497520,2026-03-28T00.01.37.520,12.400,151.585,47.500,125.732
1774670497530,2026-03-28T00.01.37.530,12.410,156.646,43.720,124.939
1774670497539,2026-03-28T00.01.37.539,12.419,159.817,46.829,124.634
1774670497550,2026-03-28T00.01.37.550,12.430,161.037,57.500,128.049
1774670497560,2026-03-28T00.01.37.560,12.440,161.585,66.646,132.683
1774670497570,2026-03-28T00.01.37.570,12.450,163.720,64.878,136.524
1774670497579,2026-03-28T00.01.37.579,12.459,168.476,50.732,141.768
1774670497589,2026-03-28T00.01.37.589,12.469,174.878,29.329,146.585
1774670497599,2026-03-28T00.01.37.599,12.479,180.488,6.951,146.646
1774670497608,2026-03-28T00.01.37.608,12.488,183.476,-1.402,140.854
1774670497618,2026-03-28T00.01.37.618,12.498,182.805,15.549,135.183
1774670497629,2026-03-28T00.01.37.629,12.509,179.207,52.073,138.598
1774670497639,2026-03-28T00.01.37.639,12.519,173.293,95.244,146.524
1774670497648,2026-03-28T00.01.37.648,12.528,167.622,122.195,152.378
1774670497658,2026-03-28T00.01.37.658,12.538,165.610,117.927,158.171
1774670497668,2026-03-28T00.01.37.668,12.548,168.354,88.841,163.537
1774670497678,2026-03-28T00.01.37.678,12.558,172.866,49.756,169.024
1774670497687,2026-03-28T00.01.37.687,12.567,175.061,15.427,173.232
1774670497697,2026-03-28T00.01.37.697,12.577,172.195,7.256,172.195
1774670497708,2026-03-28T00.01.37.708,12.588,167.439,35.000,167.500
1774670497718,2026-03-28T00.01.37.718,12.598,161.707,85.000,168.902
1774670497727,2026-03-28T00.01.37.727,12.607,155.122,127.561,172.378
1774670497737,2026-03-28T00.01.37.737,12.617,150.732,134.512,173.415
1774670497747,2026-03-28T00.01.37.747,12.627,149.268,111.524,173.902
1774670497758,2026-03-28T00.01.37.758,12.638,150.366,80.305,176.341
1774670497766,2026-03-28T00.01.37.766,12.646,146.951,58.537,174.390
1774670497777,2026-03-28T00.01.37.777,12.657,135.793,55.793,162.866
1774670497787,2026-03-28T00.01.37.787,12.667,125.244,79.878,150.000
1774670497797,2026-03-28T00.01.37.797,12.677,116.463,119.573,145.366
1774670497806,2026-03-28T00.01.37.806,12.686,103.171,146.829,137.866
1774670497816,2026-03-28T00.01.37.816,12.696,88.537,142.988,121.220
1774670497826,2026-03-28T00.01.37.826,12.706,79.451,109.878,107.927
1774670497837,2026-03-28T00.01.37.837,12.717,74.146,64.451,102.927
1774670497845,2026-03-28T00.01.37.845,12.725,71.220,23.354,99.939
1774670497856,2026-03-28T00.01.37.856,12.736,70.610,-7.439,97.378
1774670497866,2026-03-28T00.01.37.866,12.746,72.927,-29.573,94.695
1774670497876,2026-03-28T00.01.37.876,12.756,76.951,-43.049,90.976
1774670497885,2026-03-28T00.01.37.885,12.765,81.768,-46.890,88.476
1774670497895,2026-03-28T00.01.37.895,12.775,86.829,-40.122,87.378
1774670497905,2026-03-28T00.01.37.905,12.785,88.537,-26.037,86.890
1774670497916,2026-03-28T00.01.37.916,12.796,86.646,-10.671,84.085
1774670497925,2026-03-28T00.01.37.925,12.805,84.390,3.232,81.220
1774670497935,2026-03-28T00.01.37.935,12.815,82.134,15.671,82.683
1774670497945,2026-03-28T00.01.37.945,12.825,79.085,24.573,84.939
1774670497955,2026-03-28T00.01.37.955,12.835,75.732,28.354,84.085
1774670497964,2026-03-28T00.01.37.964,12.844,73.232,26.829,81.524
1774670497974,2026-03-28T00.01.37.974,12.854,71.951,21.890,78.659
1774670497985,2026-03-28T00.01.37.985,12.865,71.890,14.573,75.549
1774670497995,2026-03-28T00.01.37.995,12.875,73.049,7.500,72.988
1774670498004,2026-03-28T00.01.38.004,12.884,75.366,0.244,70.488
1774670498014,2026-03-28T00.01.38.014,12.894,76.402,-5.915,67.866
1774670498024,2026-03-28T00.01.38.024,12.904,76.463,-10.610,63.963
1774670498034,2026-03-28T00.01.38.034,12.914,76.280,-14.695,59.085
1774670498043,2026-03-28T00.01.38.043,12.923,74.756,-18.720,55.732
1774670498053,2026-03-28T00.01.38.053,12.933,73.232,-23.659,53.415
1774670498064,2026-03-28T00.01.38.064,12.944,72.744,-31.463,52.073
1774670498074,2026-03-28T00.01.38.074,12.954,74.512,-40.183,51.829
1774670498083,2026-03-28T00.01.38.083,12.963,77.866,-46.890,53.354
1774670498093,2026-03-28T00.01.38.093,12.973,80.366,-54.512,56.890
1774670498103,2026-03-28T00.01.38.103,12.983,82.378,-64.390,56.463
1774670498112,2026-03-28T00.01.38.112,12.992,79.634,-73.720,48.720
1774670498122,2026-03-28T00.01.38.122,13.002,70.732,-92.439,34.329
1774670498133,2026-03-28T00.01.38.133,13.013,62.317,-118.902,21.951
1774670498143,2026-03-28T00.01.38.143,13.023,58.476,-130.061,7.378
1774670498152,2026-03-28T00.01.38.152,13.032,53.415,-107.439,-3.354
1774670498162,2026-03-28T00.01.38.162,13.042,44.817,-75.854,0.122
1774670498172,2026-03-28T00.01.38.172,13.052,37.561,-63.537,7.744
1774670498182,2026-03-28T00.01.38.182,13.062,32.256,-62.378,6.951
1774670498191,2026-03-28T00.01.38.191,13.071,26.402,-55.610,3.415
1774670498201,2026-03-28T00.01.38.201,13.081,21.159,-42.256,2.988
1774670498212,2026-03-28T00.01.38.212,13.092,17.927,-32.439,2.439
1774670498222,2026-03-28T00.01.38.222,13.102,14.756,-28.171,-1.707
1774670498231,2026-03-28T00.01.38.231,13.111,9.329,-23.110,-6.280
1774670498241,2026-03-28T00.01.38.241,13.121,1.768,-15.122,-9.024
1774670498251,2026-03-28T00.01.38.251,13.131,-6.341,-7.805,-11.280
1774670498261,2026-03-28T00.01.38.261,13.141,-15.061,-1.220,-13.293
1774670498270,2026-03-28T00.01.38.270,13.150,-25.671,6.098,-15.854
1774670498280,2026-03-28T00.01.38.280,13.160,-37.195,11.768,-21.159
1774670498291,2026-03-28T00.01.38.291,13.171,-49.329,13.598,-29.085
1774670498301,2026-03-28T00.01.38.301,13.181,-62.683,11.280,-36.159
1774670498310,2026-03-28T00.01.38.310,13.190,-75.244,2.744,-42.012
1774670498320,2026-03-28T00.01.38.320,13.200,-87.012,-8.963,-47.683
1774670498330,2026-03-28T00.01.38.330,13.210,-98.354,-19.146,-52.500
1774670498341,2026-03-28T00.01.38.341,13.221,-108.415,-23.780,-56.220
1774670498349,2026-03-28T00.01.38.349,13.229,-116.768,-20.488,-58.720
1774670498360,2026-03-28T00.01.38.360,13.240,-123.537,-10.366,-59.756
1774670498370,2026-03-28T00.01.38.370,13.250,-127.805,4.573,-59.451
1774670498380,2026-03-28T00.01.38.380,13.260,-130.061,21.829,-58.720
1774670498389,2026-03-28T00.01.38.389,13.269,-132.622,38.780,-56.707
1774670498399,2026-03-28T00.01.38.399,13.279,-137.866,53.780,-53.110
1774670498409,2026-03-28T00.01.38.409,13.289,-145.061,65.732,-49.573
1774670498420,2026-03-28T00.01.38.420,13.300,-151.829,73.963,-49.024
1774670498428,2026-03-28T00.01.38.428,13.308,-155.183,80.305,-53.659
1774670498439,2026-03-28T00.01.38.439,13.319,-156.280,87.622,-59.085
1774670498449,2026-03-28T00.01.38.449,13.329,-155.671,89.878,-63.354
1774670498459,2026-03-28T00.01.38.459,13.339,-154.939,79.695,-67.195
1774670498468,2026-03-28T00.01.38.468,13.348,-155.366,56.402,-72.012
1774670498478,2026-03-28T00.01.38.478,13.358,-156.585,29.207,-77.073
1774670498488,2026-03-28T00.01.38.488,13.368,-158.476,8.293,-82.134
1774670498499,2026-03-28T00.01.38.499,13.379,-159.939,-3.780,-86.951
1774670498508,2026-03-28T00.01.38.508,13.388,-160.915,-9.512,-91.280
1774670498518,2026-03-28T00.01.38.518,13.398,-162.439,-15.305,-95.122
1774670498528,2026-03-28T00.01.38.528,13.408,-163.049,-22.683,-100.000
1774670498538,2026-03-28T00.01.38.538,13.418,-163.293,-31.951,-104.634
1774670498547,2026-03-28T00.01.38.547,13.427,-164.146,-40.000,-109.024
1774670498557,2026-03-28T00.01.38.557,13.437,-165.305,-43.049,-113.780
1774670498568,2026-03-28T00.01.38.568,13.448,-167.012,-40.549,-118.720
1774670498576,2026-03-28T00.01.38.576,13.456,-168.963,-35.000,-122.317
1774670498587,2026-03-28T00.01.38.587,13.467,-170.366,-31.524,-125.183
1774670498597,2026-03-28T00.01.38.597,13.477,-171.829,-34.329,-128.354
1774670498607,2026-03-28T00.01.38.607,13.487,-173.293,-41.646,-130.976
1774670498616,2026-03-28T00.01.38.616,13.496,-173.537,-50.366,-134.268
1774670498626,2026-03-28T00.01.38.626,13.506,-173.780,-58.963,-137.134
1774670498636,2026-03-28T00.01.38.636,13.516,-174.451,-65.915,-139.085
1774670498647,2026-03-28T00.01.38.647,13.527,-175.183,-66.524,-141.098
1774670498655,2026-03-28T00.01.38.655,13.535,-175.671,-60.915,-141.524
1774670498666,2026-03-28T00.01.38.666,13.546,-176.159,-56.524,-141.341
1774670498676,2026-03-28T00.01.38.676,13.556,-175.854,-55.671,-141.341
1774670498686,2026-03-28T00.01.38.686,13.566,-174.512,-56.037,-140.793
1774670498695,2026-03-28T00.01.38.695,13.575,-173.902,-53.598,-138.659
1774670498705,2026-03-28T00.01.38.705,13.585,-173.659,-47.256,-136.098
1774670498716,2026-03-28T00.01.38.716,13.596,-175.305,-40.610,-133.110
1774670498726,2026-03-28T00.01.38.726,13.606,-177.683,-36.463,-129.146
1774670498735,2026-03-28T00.01.38.735,13.615,-178.780,-35.549,-125.793
1774670498745,2026-03-28T00.01.38.745,13.625,-178.780,-36.829,-123.659
1774670498755,2026-03-28T00.01.38.755,13.635,-177.622,-35.488,-121.159
1774670498765,2026-03-28T00.01.38.765,13.645,-174.878,-30.671,-117.439
1774670498774,2026-03-28T00.01.38.774,13.654,-171.829,-25.915,-114.207
1774670498784,2026-03-28T00.01.38.784,13.664,-167.988,-22.012,-112.317
1774670498795,2026-03-28T00.01.38.795,13.675,-164.146,-14.085,-109.634
1774670498805,2026-03-28T00.01.38.805,13.685,-161.829,0.183,-106.585
1774670498814,2026-03-28T00.01.38.814,13.694,-161.220,17.500,-104.573
1774670498824,2026-03-28T00.01.38.824,13.704,-159.817,31.402,-102.073
1774670498834,2026-03-28T00.01.38.834,13.714,-155.305,33.049,-100.366
1774670498844,2026-03-28T00.01.38.844,13.724,-149.390,24.573,-101.037
1774670498853,2026-03-28T00.01.38.853,13.733,-144.268,14.268,-98.049
1774670498863,2026-03-28T00.01.38.863,13.743,-139.390,5.244,-99.207
1774670498874,2026-03-28T00.01.38.874,13.754,-137.073,-3.293,-99.573
1774670498884,2026-03-28T00.01.38.884,13.764,-134.756,-4.817,-96.646
