epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670485526,2026-03-28T00.01.25.526,0.406,-0.366,-0.366,-0.122
1774670485536,2026-03-28T00.01.25.536,0.416,-0.549,0.854,-0.061
1774670485545,2026-03-28T00.01.25.545,0.425,-0.793,2.073,0.122
1774670485555,2026-03-28T00.01.25.555,0.435,-0.976,3.049,0.305
1774670485566,2026-03-28T00.01.25.566,0.446,-1.037,3.720,0.427
1774670485576,2026-03-28T00.01.25.576,0.456,-1.159,4.268,0.488
1774670485585,2026-03-28T00.01.25.585,0.465,-1.341,4.756,0.488
1774670485595,2026-03-28T00.01.25.595,0.475,-1.220,5.244,0.244
1774670485605,2026-03-28T00.01.25.605,0.485,-1.402,5.976,0.183
1774670485615,2026-03-28T00.01.25.615,0.495,-1.585,6.829,0.122
1774670485624,2026-03-28T00.01.25.624,0.504,-1.707,7.439,0.000
1774670485634,2026-03-28T00.01.25.634,0.514,-1.768,7.683,0.061
1774670485645,2026-03-28T00.01.25.645,0.525,-1.585,7.622,0.000
1774670485655,2026-03-28T00.01.25.655,0.535,-1.524,7.134,-0.122
1774670485664,2026-03-28T00.01.25.664,0.544,-1.280,6.585,-0.244
1774670485674,2026-03-28T00.01.25.674,0.554,-1.159,5.732,-0.305
1774670485684,2026-03-28T00.01.25.684,0.564,-0.854,4.146,-0.244
1774670485695,2026-03-28T00.01.25.695,0.575,-0.427,2.500,-0.244
1774670485703,2026-03-28T00.01.25.703,0.583,-0.183,1.159,-0.244
1774670485714,2026-03-28T00.01.25.714,0.594,-0.061,0.488,-0.244
1774670485724,2026-03-28T00.01.25.724,0.604,0.000,-0.183,-0.183
1774670485734,2026-03-28T00.01.25.734,0.614,0.061,-0.793,-0.244
1774670485743,2026-03-28T00.01.25.743,0.623,0.122,-1.037,-0.183
1774670485753,2026-03-28T00.01.25.753,0.633,0.244,-1.098,-0.244
1774670485763,2026-03-28T00.01.25.763,0.643,0.244,-1.037,-0.427
1774670485774,2026-03-28T00.01.25.774,0.654,0.305,-0.854,-0.549
1774670485782,2026-03-28T00.01.25.782,0.662,0.366,-0.732,-0.427
1774670485793,2026-03-28T00.01.25.793,0.673,0.427,-0.671,-0.366
1774670485803,2026-03-28T00.01.25.803,0.683,0.488,-0.549,-0.366
1774670485813,2026-03-28T00.01.25.813,0.693,0.427,-0.366,-0.305
1774670485822,2026-03-28T00.01.25.822,0.702,0.366,0.000,-0.122
1774670485832,2026-03-28T00.01.25.832,0.712,0.183,0.488,0.000
1774670485842,2026-03-28T00.01.25.842,0.722,0.000,1.037,0.061
1774670485853,2026-03-28T00.01.25.853,0.733,-0.183,1.463,0.061
1774670485862,2026-03-28T00.01.25.862,0.742,-0.305,1.890,0.122
1774670485872,2026-03-28T00.01.25.872,0.752,-0.366,2.378,0.305
1774670485882,2026-03-28T00.01.25.882,0.762,-0.427,2.805,0.366
1774670485891,2026-03-28T00.01.25.891,0.771,-0.427,3.110,0.488
1774670485901,2026-03-28T00.01.25.901,0.781,-0.488,3.049,0.549
1774670485911,2026-03-28T00.01.25.911,0.791,-0.305,2.744,0.488
1774670485922,2026-03-28T00.01.25.922,0.802,-0.122,2.256,0.488
1774670485930,2026-03-28T00.01.25.930,0.810,0.061,1.707,0.427
1774670485941,2026-03-28T00.01.25.941,0.821,0.061,1.220,0.366
1774670485951,2026-03-28T00.01.25.951,0.831,0.244,0.732,0.427
1774670485961,2026-03-28T00.01.25.961,0.841,0.244,0.488,0.488
1774670485970,2026-03-28T00.01.25.970,0.850,0.244,0.366,0.366
1774670485980,2026-03-28T00.01.25.980,0.860,0.000,0.366,0.366
1774670485990,2026-03-28T00.01.25.990,0.870,0.000,0.488,0.244
1774670486001,2026-03-28T00.01.26.001,0.881,0.000,0.610,0.244
1774670486009,2026-03-28T00.01.26.009,0.889,0.000,0.732,0.122
1774670486020,2026-03-28T00.01.26.020,0.900,0.000,0.793,0.061
1774670486030,2026-03-28T00.01.26.030,0.910,0.183,0.854,-0.061
1774670486040,2026-03-28T00.01.26.040,0.920,0.244,0.976,-0.061
1774670486049,2026-03-28T00.01.26.049,0.929,0.305,1.220,-0.061
1774670486059,2026-03-28T00.01.26.059,0.939,0.366,1.585,-0.061
1774670486070,2026-03-28T00.01.26.070,0.950,0.366,2.073,-0.122
1774670486080,2026-03-28T00.01.26.080,0.960,0.366,2.500,-0.183
1774670486089,2026-03-28T00.01.26.089,0.969,0.305,2.866,-0.122
1774670486099,2026-03-28T00.01.26.099,0.979,0.061,3.171,-0.061
1774670486109,2026-03-28T00.01.26.109,0.989,0.183,3.415,0.000
1774670486119,2026-03-28T00.01.26.119,0.999,0.244,3.415,0.061
1774670486128,2026-03-28T00.01.26.128,1.008,0.244,3.293,0.122
1774670486138,2026-03-28T00.01.26.138,1.018,0.244,2.866,0.183
1774670486149,2026-03-28T00.01.26.149,1.029,0.244,2.439,0.305
1774670486159,2026-03-28T00.01.26.159,1.039,0.427,2.256,0.366
1774670486168,2026-03-28T00.01.26.168,1.048,0.427,2.195,0.427
1774670486178,2026-03-28T00.01.26.178,1.058,0.427,2.317,0.549
1774670486188,2026-03-28T00.01.26.188,1.068,0.427,2.439,0.671
1774670486198,2026-03-28T00.01.26.198,1.078,0.488,2.561,0.610
1774670486207,2026-03-28T00.01.26.207,1.087,0.488,2.622,0.488
1774670486217,2026-03-28T00.01.26.217,1.097,0.549,2.744,0.427
1774670486228,2026-03-28T00.01.26.228,1.108,0.427,2.805,0.427
1774670486238,2026-03-28T00.01.26.238,1.118,0.366,2.805,0.549
1774670486247,2026-03-28T00.01.26.247,1.127,0.366,2.744,0.671
1774670486257,2026-03-28T00.01.26.257,1.137,0.427,2.500,0.610
1774670486267,2026-03-28T00.01.26.267,1.147,0.366,2.378,0.488
1774670486278,2026-03-28T00.01.26.278,1.158,0.488,2.317,0.549
1774670486286,2026-03-28T00.01.26.286,1.166,0.305,2.256,0.610
1774670486297,2026-03-28T00.01.26.297,1.177,0.061,2.439,0.549
1774670486307,2026-03-28T00.01.26.307,1.187,-0.061,2.378,0.366
1774670486316,2026-03-28T00.01.26.316,1.196,0.061,2.317,0.122
1774670486326,2026-03-28T00.01.26.326,1.206,0.366,2.195,-0.183
1774670486336,2026-03-28T00.01.26.336,1.216,0.305,1.829,-0.427
1774670486346,2026-03-28T00.01.26.346,1.226,0.305,1.524,-0.427
1774670486355,2026-03-28T00.01.26.355,1.235,0.305,1.159,-0.183
1774670486365,2026-03-28T00.01.26.365,1.245,0.305,0.854,-0.183
1774670486376,2026-03-28T00.01.26.376,1.256,0.183,0.793,-0.061
1774670486386,2026-03-28T00.01.26.386,1.266,0.061,0.610,0.061
1774670486395,2026-03-28T00.01.26.395,1.275,-0.122,0.549,0.061
1774670486405,2026-03-28T00.01.26.405,1.285,-0.366,0.549,0.122
1774670486415,2026-03-28T00.01.26.415,1.295,-0.549,0.549,0.183
1774670486425,2026-03-28T00.01.26.425,1.305,-0.732,0.549,0.366
1774670486434,2026-03-28T00.01.26.434,1.314,-1.037,0.671,0.671
1774670486445,2026-03-28T00.01.26.445,1.325,-1.524,0.976,1.280
1774670486455,2026-03-28T00.01.26.455,1.335,-2.012,1.280,2.012
1774670486465,2026-03-28T00.01.26.465,1.345,-2.378,1.585,2.561
1774670486474,2026-03-28T00.01.26.474,1.354,-2.500,1.646,2.927
1774670486484,2026-03-28T00.01.26.484,1.364,-2.317,1.280,2.866
1774670486494,2026-03-28T00.01.26.494,1.374,-1.951,0.915,2.439
1774670486505,2026-03-28T00.01.26.505,1.385,-1.829,1.280,2.439
1774670486513,2026-03-28T00.01.26.513,1.393,-1.585,2.317,2.317
1774670486524,2026-03-28T00.01.26.524,1.404,-1.341,3.720,2.317
1774670486534,2026-03-28T00.01.26.534,1.414,-0.793,4.939,2.195
1774670486544,2026-03-28T00.01.26.544,1.424,0.122,5.610,1.951
1774670486553,2026-03-28T00.01.26.553,1.433,0.915,5.915,1.890
1774670486563,2026-03-28T00.01.26.563,1.443,1.646,4.939,1.524
1774670486573,2026-03-28T00.01.26.573,1.453,2.500,2.805,1.220
1774670486584,2026-03-28T00.01.26.584,1.464,3.476,-0.122,0.549
1774670486592,2026-03-28T00.01.26.592,1.472,4.085,-3.476,0.061
1774670486603,2026-03-28T00.01.26.603,1.483,4.390,-7.012,-0.549
1774670486613,2026-03-28T00.01.26.613,1.493,4.451,-10.244,-0.976
1774670486623,2026-03-28T00.01.26.623,1.503,4.085,-12.500,-1.402
1774670486632,2026-03-28T00.01.26.632,1.512,3.720,-13.963,-2.195
1774670486642,2026-03-28T00.01.26.642,1.522,3.415,-14.512,-3.110
1774670486653,2026-03-28T00.01.26.653,1.533,2.927,-13.841,-3.963
1774670486663,2026-03-28T00.01.26.663,1.543,2.439,-12.134,-4.756
1774670486672,2026-03-28T00.01.26.672,1.552,1.646,-9.512,-5.183
1774670486682,2026-03-28T00.01.26.682,1.562,1.159,-5.671,-5.305
1774670486692,2026-03-28T00.01.26.692,1.572,0.793,-1.463,-5.244
1774670486701,2026-03-28T00.01.26.701,1.581,0.305,2.439,-5.183
1774670486711,2026-03-28T00.01.26.711,1.591,0.427,5.488,-4.695
1774670486721,2026-03-28T00.01.26.721,1.601,0.793,7.134,-3.963
1774670486732,2026-03-28T00.01.26.732,1.612,1.280,7.378,-3.293
1774670486740,2026-03-28T00.01.26.740,1.620,1.829,6.585,-2.439
1774670486751,2026-03-28T00.01.26.751,1.631,2.195,4.939,-1.463
1774670486761,2026-03-28T00.01.26.761,1.641,2.439,2.744,-0.854
1774670486771,2026-03-28T00.01.26.771,1.651,2.439,0.366,-0.305
1774670486780,2026-03-28T00.01.26.780,1.660,1.890,-1.463,0.000
1774670486790,2026-03-28T00.01.26.790,1.670,1.159,-2.622,0.366
1774670486800,2026-03-28T00.01.26.800,1.680,0.732,-2.805,0.122
1774670486811,2026-03-28T00.01.26.811,1.691,0.427,-1.768,-0.671
1774670486820,2026-03-28T00.01.26.820,1.700,0.122,0.122,-1.585
1774670486830,2026-03-28T00.01.26.830,1.710,0.061,2.134,-2.378
1774670486840,2026-03-28T00.01.26.840,1.720,0.244,3.659,-3.110
1774670486850,2026-03-28T00.01.26.850,1.730,0.244,4.390,-3.476
1774670486859,2026-03-28T00.01.26.859,1.739,0.366,4.146,-3.293
1774670486869,2026-03-28T00.01.26.869,1.749,0.488,3.049,-2.561
1774670486880,2026-03-28T00.01.26.880,1.760,0.671,1.646,-1.768
1774670486890,2026-03-28T00.01.26.890,1.770,0.732,0.366,-1.098
1774670486899,2026-03-28T00.01.26.899,1.779,0.488,-0.305,-0.305
1774670486909,2026-03-28T00.01.26.909,1.789,0.244,-0.793,0.488
1774670486919,2026-03-28T00.01.26.919,1.799,-0.061,-1.098,1.220
1774670486929,2026-03-28T00.01.26.929,1.809,-0.488,-1.220,1.463
1774670486938,2026-03-28T00.01.26.938,1.818,-0.610,-1.646,1.280
1774670486948,2026-03-28T00.01.26.948,1.828,-0.549,-2.744,0.976
1774670486959,2026-03-28T00.01.26.959,1.839,-0.305,-4.695,0.732
1774670486969,2026-03-28T00.01.26.969,1.849,0.183,-7.561,0.549
1774670486978,2026-03-28T00.01.26.978,1.858,1.098,-11.280,0.366
1774670486988,2026-03-28T00.01.26.988,1.868,2.195,-14.634,0.122
1774670486998,2026-03-28T00.01.26.998,1.878,3.110,-16.524,-0.183
1774670487008,2026-03-28T00.01.27.008,1.888,3.476,-16.829,-0.427
1774670487017,2026-03-28T00.01.27.017,1.897,3.476,-16.159,-0.427
1774670487028,2026-03-28T00.01.27.028,1.908,3.232,-15.244,-0.305
1774670487038,2026-03-28T00.01.27.038,1.918,2.988,-14.268,-0.549
1774670487048,2026-03-28T00.01.27.048,1.928,2.683,-12.866,-1.037
1774670487057,2026-03-28T00.01.27.057,1.937,2.256,-11.098,-1.646
1774670487067,2026-03-28T00.01.27.067,1.947,1.707,-9.329,-1.951
1774670487077,2026-03-28T00.01.27.077,1.957,1.220,-7.378,-2.500
1774670487088,2026-03-28T00.01.27.088,1.968,0.915,-5.488,-2.988
1774670487096,2026-03-28T00.01.27.096,1.976,0.671,-3.963,-3.293
1774670487107,2026-03-28T00.01.27.107,1.987,0.671,-2.927,-3.659
1774670487117,2026-03-28T00.01.27.117,1.997,0.793,-2.927,-3.963
1774670487126,2026-03-28T00.01.27.126,2.006,0.915,-3.598,-3.963
1774670487136,2026-03-28T00.01.27.136,2.016,1.098,-4.146,-3.902
1774670487146,2026-03-28T00.01.27.146,2.026,1.341,-4.512,-4.024
1774670487156,2026-03-28T00.01.27.156,2.036,1.402,-4.268,-3.841
1774670487165,2026-03-28T00.01.27.165,2.045,1.402,-3.476,-3.476
1774670487175,2026-03-28T00.01.27.175,2.055,1.341,-2.744,-3.049
1774670487186,2026-03-28T00.01.27.186,2.066,1.280,-2.317,-2.744
1774670487196,2026-03-28T00.01.27.196,2.076,1.220,-1.829,-2.195
1774670487205,2026-03-28T00.01.27.205,2.085,1.159,-1.098,-1.768
1774670487215,2026-03-28T00.01.27.215,2.095,1.280,-0.549,-1.951
1774670487225,2026-03-28T00.01.27.225,2.105,1.159,0.244,-2.134
1774670487236,2026-03-28T00.01.27.236,2.116,0.854,1.159,-2.195
1774670487244,2026-03-28T00.01.27.244,2.124,0.488,2.073,-2.073
1774670487255,2026-03-28T00.01.27.255,2.135,0.122,2.744,-1.951
1774670487265,2026-03-28T00.01.27.265,2.145,-0.061,3.110,-1.768
1774670487275,2026-03-28T00.01.27.275,2.155,-0.183,3.293,-1.646
1774670487284,2026-03-28T00.01.27.284,2.164,-0.305,3.171,-1.341
1774670487294,2026-03-28T00.01.27.294,2.174,-0.305,2.866,-1.098
1774670487304,2026-03-28T00.01.27.304,2.184,-0.305,2.622,-0.976
1774670487315,2026-03-28T00.01.27.315,2.195,-0.183,2.500,-0.854
1774670487323,2026-03-28T00.01.27.323,2.203,-0.061,2.317,-0.793
1774670487334,2026-03-28T00.01.27.334,2.214,-0.061,2.378,-0.732
1774670487344,2026-03-28T00.01.27.344,2.224,-0.061,2.561,-0.671
1774670487354,2026-03-28T00.01.27.354,2.234,-0.244,3.049,-0.732
1774670487363,2026-03-28T00.01.27.363,2.243,-0.366,3.537,-0.671
1774670487373,2026-03-28T00.01.27.373,2.253,-0.488,3.720,-0.549
1774670487383,2026-03-28T00.01.27.383,2.263,-0.610,3.415,-0.671
1774670487394,2026-03-28T00.01.27.394,2.274,-0.488,2.195,-0.854
1774670487403,2026-03-28T00.01.27.403,2.283,-0.061,0.366,-0.915
1774670487413,2026-03-28T00.01.27.413,2.293,0.244,-1.524,-1.098
1774670487423,2026-03-28T00.01.27.423,2.303,0.549,-3.354,-0.915
1774670487433,2026-03-28T00.01.27.433,2.313,0.915,-5.183,-0.732
1774670487442,2026-03-28T00.01.27.442,2.322,1.463,-7.073,-0.793
1774670487452,2026-03-28T00.01.27.452,2.332,2.073,-8.720,-0.854
1774670487463,2026-03-28T00.01.27.463,2.343,2.195,-9.878,-0.732
1774670487473,2026-03-28T00.01.27.473,2.353,2.378,-10.610,-0.732
1774670487482,2026-03-28T00.01.27.482,2.362,2.439,-10.610,-0.610
1774670487492,2026-03-28T00.01.27.492,2.372,2.317,-10.183,-0.366
1774670487502,2026-03-28T00.01.27.502,2.382,2.073,-9.451,-0.305
1774670487511,2026-03-28T00.01.27.511,2.391,1.707,-8.110,-0.183
1774670487521,2026-03-28T00.01.27.521,2.401,1.280,-6.341,0.000
1774670487531,2026-03-28T00.01.27.531,2.411,0.671,-4.329,0.000
1774670487542,2026-03-28T00.01.27.542,2.422,0.244,-2.622,-0.061
1774670487550,2026-03-28T00.01.27.550,2.430,0.000,-0.976,-0.061
1774670487561,2026-03-28T00.01.27.561,2.441,-0.244,0.610,-0.122
1774670487571,2026-03-28T00.01.27.571,2.451,-0.366,2.256,-0.183
1774670487581,2026-03-28T00.01.27.581,2.461,-0.427,3.476,-0.183
1774670487590,2026-03-28T00.01.27.590,2.470,-0.427,4.268,-0.183
1774670487600,2026-03-28T00.01.27.600,2.480,-0.549,4.878,-0.122
1774670487611,2026-03-28T00.01.27.611,2.491,-0.549,5.366,-0.183
1774670487621,2026-03-28T00.01.27.621,2.501,-0.610,5.854,-0.122
1774670487630,2026-03-28T00.01.27.630,2.510,-0.671,6.159,-0.183
1774670487640,2026-03-28T00.01.27.640,2.520,-0.610,6.220,-0.244
1774670487650,2026-03-28T00.01.27.650,2.530,-0.610,6.220,-0.183
1774670487660,2026-03-28T00.01.27.660,2.540,-0.549,6.280,-0.244
1774670487669,2026-03-28T00.01.27.669,2.549,-0.366,5.915,-0.244
1774670487679,2026-03-28T00.01.27.679,2.559,-0.244,5.183,-0.366
1774670487690,2026-03-28T00.01.27.690,2.570,0.122,4.329,-0.427
1774670487700,2026-03-28T00.01.27.700,2.580,0.305,3.232,-0.427
1774670487709,2026-03-28T00.01.27.709,2.589,0.366,2.439,-0.427
1774670487719,2026-03-28T00.01.27.719,2.599,0.427,2.012,-0.427
1774670487729,2026-03-28T00.01.27.729,2.609,0.488,1.585,-0.244
1774670487739,2026-03-28T00.01.27.739,2.619,0.488,1.220,-0.305
1774670487748,2026-03-28T00.01.27.748,2.628,0.366,0.976,-0.305
1774670487758,2026-03-28T00.01.27.758,2.638,0.366,0.854,-0.122
1774670487769,2026-03-28T00.01.27.769,2.649,0.305,0.793,0.061
1774670487779,2026-03-28T00.01.27.779,2.659,0.183,0.793,0.061
1774670487788,2026-03-28T00.01.27.788,2.668,0.244,0.427,0.000
1774670487798,2026-03-28T00.01.27.798,2.678,0.305,0.244,-0.061
1774670487808,2026-03-28T00.01.27.808,2.688,0.488,0.122,-0.122
1774670487819,2026-03-28T00.01.27.819,2.699,0.610,0.061,0.000
1774670487827,2026-03-28T00.01.27.827,2.707,0.671,0.122,0.000
1774670487838,2026-03-28T00.01.27.838,2.718,0.793,0.000,-0.122
1774670487848,2026-03-28T00.01.27.848,2.728,0.793,-0.122,-0.061
1774670487858,2026-03-28T00.01.27.858,2.738,0.915,-0.366,0.000
1774670487867,2026-03-28T00.01.27.867,2.747,0.915,-0.732,0.000
1774670487877,2026-03-28T00.01.27.877,2.757,1.037,-1.707,-0.061
1774670487887,2026-03-28T00.01.27.887,2.767,1.402,-3.476,-0.061
1774670487898,2026-03-28T00.01.27.898,2.778,1.646,-4.756,0.000
1774670487906,2026-03-28T00.01.27.906,2.786,1.951,-5.305,0.061
1774670487917,2026-03-28T00.01.27.917,2.797,2.134,-4.878,0.183
1774670487927,2026-03-28T00.01.27.927,2.807,2.195,-3.963,0.305
1774670487936,2026-03-28T00.01.27.936,2.816,2.195,-2.805,0.183
1774670487946,2026-03-28T00.01.27.946,2.826,2.195,-1.646,0.061
1774670487956,2026-03-28T00.01.27.956,2.836,1.768,-0.732,0.244
1774670487966,2026-03-28T00.01.27.966,2.846,1.341,0.122,0.366
1774670487975,2026-03-28T00.01.27.975,2.855,0.976,1.280,0.488
1774670487986,2026-03-28T00.01.27.986,2.866,0.732,2.195,0.549
1774670487996,2026-03-28T00.01.27.996,2.876,0.549,2.866,0.244
1774670488006,2026-03-28T00.01.28.006,2.886,0.488,3.415,0.061
1774670488015,2026-03-28T00.01.28.015,2.895,0.488,4.268,0.183
1774670488025,2026-03-28T00.01.28.025,2.905,0.366,5.305,0.549
1774670488035,2026-03-28T00.01.28.035,2.915,0.305,6.280,0.854
1774670488046,2026-03-28T00.01.28.046,2.926,0.305,6.890,0.854
1774670488054,2026-03-28T00.01.28.054,2.934,0.122,7.134,0.854
1774670488065,2026-03-28T00.01.28.065,2.945,-0.122,7.134,1.037
1774670488075,2026-03-28T00.01.28.075,2.955,-0.305,7.134,1.220
1774670488085,2026-03-28T00.01.28.085,2.965,-0.488,7.134,1.220
1774670488094,2026-03-28T00.01.28.094,2.974,-0.732,7.378,1.341
1774670488104,2026-03-28T00.01.28.104,2.984,-0.976,7.744,1.463
1774670488114,2026-03-28T00.01.28.114,2.994,-1.159,8.232,1.463
1774670488125,2026-03-28T00.01.28.125,3.005,-1.220,8.110,1.463
1774670488133,2026-03-28T00.01.28.133,3.013,-0.976,7.439,1.524
1774670488144,2026-03-28T00.01.28.144,3.024,-0.854,6.341,1.463
1774670488154,2026-03-28T00.01.28.154,3.034,-0.549,4.939,1.280
1774670488164,2026-03-28T00.01.28.164,3.044,-0.061,3.720,1.159
1774670488173,2026-03-28T00.01.28.173,3.053,0.549,2.378,0.915
1774670488183,2026-03-28T00.01.28.183,3.063,1.341,0.854,0.549
1774670488194,2026-03-28T00.01.28.194,3.074,2.378,-1.098,0.061
1774670488204,2026-03-28T00.01.28.204,3.084,3.110,-3.780,-0.244
1774670488213,2026-03-28T00.01.28.213,3.093,3.659,-6.402,0.000
1774670488223,2026-03-28T00.01.28.223,3.103,4.451,-8.720,0.305
1774670488233,2026-03-28T00.01.28.233,3.113,4.756,-10.488,0.244
1774670488243,2026-03-28T00.01.28.243,3.123,4.878,-11.280,0.000
1774670488252,2026-03-28T00.01.28.252,3.132,4.817,-11.768,0.183
1774670488262,2026-03-28T00.01.28.262,3.142,4.695,-11.829,0.366
1774670488273,2026-03-28T00.01.28.273,3.153,4.512,-11.280,0.244
1774670488283,2026-03-28T00.01.28.283,3.163,4.390,-10.305,0.000
1774670488292,2026-03-28T00.01.28.292,3.172,4.085,-9.085,-0.122
1774670488302,2026-03-28T00.01.28.302,3.182,3.598,-7.683,-0.061
1774670488312,2026-03-28T00.01.28.312,3.192,3.171,-6.280,0.000
1774670488321,2026-03-28T00.01.28.321,3.201,2.683,-4.573,-0.061
1774670488331,2026-03-28T00.01.28.331,3.211,2.012,-2.561,0.122
1774670488341,2026-03-28T00.01.28.341,3.221,1.341,-0.244,0.305
1774670488352,2026-03-28T00.01.28.352,3.232,0.793,2.256,0.488
1774670488361,2026-03-28T00.01.28.361,3.241,0.122,4.451,0.488
1774670488371,2026-03-28T00.01.28.371,3.251,-0.366,5.915,0.732
1774670488381,2026-03-28T00.01.28.381,3.261,-0.549,6.829,0.732
1774670488391,2026-03-28T00.01.28.391,3.271,-0.793,7.622,0.854
1774670488400,2026-03-28T00.01.28.400,3.280,-1.037,8.354,1.159
1774670488410,2026-03-28T00.01.28.410,3.290,-1.280,9.268,1.585
1774670488421,2026-03-28T00.01.28.421,3.301,-1.280,9.695,1.707
1774670488431,2026-03-28T00.01.28.431,3.311,-1.585,9.695,2.073
1774670488440,2026-03-28T00.01.28.440,3.320,-1.829,9.817,2.378
1774670488450,2026-03-28T00.01.28.450,3.330,-2.073,10.000,2.378
1774670488460,2026-03-28T00.01.28.460,3.340,-2.378,10.244,2.256
1774670488470,2026-03-28T00.01.28.470,3.350,-2.683,10.549,2.317
1774670488479,2026-03-28T00.01.28.479,3.359,-2.988,10.732,2.134
1774670488489,2026-03-28T00.01.28.489,3.369,-3.171,10.854,2.012
1774670488500,2026-03-28T00.01.28.500,3.380,-3.232,10.854,2.012
1774670488510,2026-03-28T00.01.28.510,3.390,-3.049,9.451,2.256
1774670488519,2026-03-28T00.01.28.519,3.399,-2.805,8.293,2.500
1774670488529,2026-03-28T00.01.28.529,3.409,-2.683,7.744,1.768
1774670488539,2026-03-28T00.01.28.539,3.419,-2.622,6.890,1.098
1774670488550,2026-03-28T00.01.28.550,3.430,-2.439,7.012,1.159
1774670488558,2026-03-28T00.01.28.558,3.438,-2.195,7.012,1.341
1774670488569,2026-03-28T00.01.28.569,3.449,-1.890,6.280,1.402
1774670488579,2026-03-28T00.01.28.579,3.459,-1.585,5.305,1.463
1774670488589,2026-03-28T00.01.28.589,3.469,-1.280,4.146,1.220
1774670488598,2026-03-28T00.01.28.598,3.478,-0.915,2.988,1.037
1774670488608,2026-03-28T00.01.28.608,3.488,-0.549,2.256,0.793
1774670488618,2026-03-28T00.01.28.618,3.498,-0.366,1.829,0.976
1774670488629,2026-03-28T00.01.28.629,3.509,-0.244,1.646,1.037
1774670488637,2026-03-28T00.01.28.637,3.517,-0.183,1.707,1.098
1774670488648,2026-03-28T00.01.28.648,3.528,-0.061,1.646,1.280
1774670488658,2026-03-28T00.01.28.658,3.538,-0.183,1.585,1.463
1774670488668,2026-03-28T00.01.28.668,3.548,-0.366,1.890,1.707
1774670488677,2026-03-28T00.01.28.677,3.557,-0.549,2.622,1.646
1774670488687,2026-03-28T00.01.28.687,3.567,-0.793,3.171,1.524
1774670488697,2026-03-28T00.01.28.697,3.577,-0.915,3.780,1.707
