epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1774670595040,2026-03-28T00.03.15.040,9.770,0.424,-0.896,-0.151
1774670595050,2026-03-28T00.03.15.050,9.780,0.412,-0.895,-0.146
1774670595061,2026-03-28T00.03.15.061,9.791,0.409,-0.896,-0.150
1774670595071,2026-03-28T00.03.15.071,9.801,0.417,-0.896,-0.150
1774670595080,2026-03-28T00.03.15.080,9.810,0.422,-0.893,-0.146
1774670595090,2026-03-28T00.03.15.090,9.820,0.431,-0.890,-0.146
1774670595100,2026-03-28T00.03.15.100,9.830,0.432,-0.894,-0.147
1774670595110,2026-03-28T00.03.15.110,9.840,0.424,-0.896,-0.143
1774670595119,2026-03-28T00.03.15.119,9.849,0.417,-0.900,-0.146
1774670595129,2026-03-28T00.03.15.129,9.859,0.412,-0.901,-0.143
1774670595140,2026-03-28T00.03.15.140,9.870,0.402,-0.899,-0.144
1774670595150,2026-03-28T00.03.15.150,9.880,0.411,-0.901,-0.146
1774670595159,2026-03-28T00.03.15.159,9.889,0.430,-0.906,-0.143
1774670595169,2026-03-28T00.03.15.169,9.899,0.436,-0.906,-0.139
1774670595179,2026-03-28T00.03.15.179,9.909,0.424,-0.910,-0.143
1774670595189,2026-03-28T00.03.15.189,9.919,0.415,-0.917,-0.146
1774670595198,2026-03-28T00.03.15.198,9.928,0.415,-0.916,-0.149
1774670595209,2026-03-28T00.03.15.209,9.939,0.426,-0.907,-0.152
1774670595219,2026-03-28T00.03.15.219,9.949,0.436,-0.903,-0.151
1774670595229,2026-03-28T00.03.15.229,9.959,0.437,-0.908,-0.154
1774670595238,2026-03-28T00.03.15.238,9.968,0.432,-0.913,-0.157
1774670595248,2026-03-28T00.03.15.248,9.978,0.434,-0.916,-0.163
1774670595258,2026-03-28T00.03.15.258,9.988,0.430,-0.909,-0.173
1774670595267,2026-03-28T00.03.15.267,9.997,0.429,-0.902,-0.178
1774670595277,2026-03-28T00.03.15.277,10.007,0.428,-0.905,-0.187
1774670595288,2026-03-28T00.03.15.288,10.018,0.428,-0.905,-0.201
1774670595298,2026-03-28T00.03.15.298,10.028,0.422,-0.903,-0.214
1774670595307,2026-03-28T00.03.15.307,10.037,0.418,-0.896,-0.236
1774670595317,2026-03-28T00.03.15.317,10.047,0.433,-0.875,-0.267
1774670595327,2026-03-28T00.03.15.327,10.057,0.441,-0.854,-0.301
1774670595337,2026-03-28T00.03.15.337,10.067,0.443,-0.847,-0.325
1774670595346,2026-03-28T00.03.15.346,10.076,0.468,-0.834,-0.339
1774670595356,2026-03-28T00.03.15.356,10.086,0.504,-0.832,-0.338
1774670595367,2026-03-28T00.03.15.367,10.097,0.527,-0.839,-0.338
1774670595377,2026-03-28T00.03.15.377,10.107,0.534,-0.839,-0.356
1774670595386,2026-03-28T00.03.15.386,10.116,0.544,-0.843,-0.383
1774670595396,2026-03-28T00.03.15.396,10.126,0.540,-0.846,-0.416
1774670595406,2026-03-28T00.03.15.406,10.136,0.527,-0.853,-0.451
1774670595417,2026-03-28T00.03.15.417,10.147,0.516,-0.875,-0.476
1774670595425,2026-03-28T00.03.15.425,10.155,0.532,-0.887,-0.469
1774670595436,2026-03-28T00.03.15.436,10.166,0.553,-0.872,-0.462
1774670595446,2026-03-28T00.03.15.446,10.176,0.561,-0.851,-0.469
1774670595456,2026-03-28T00.03.15.456,10.186,0.586,-0.849,-0.495
1774670595465,2026-03-28T00.03.15.465,10.195,0.577,-0.848,-0.528
1774670595475,2026-03-28T00.03.15.475,10.205,0.539,-0.853,-0.566
1774670595485,2026-03-28T00.03.15.485,10.215,0.541,-0.845,-0.597
1774670595496,2026-03-28T00.03.15.496,10.226,0.553,-0.825,-0.596
1774670595504,2026-03-28T00.03.15.504,10.234,0.563,-0.817,-0.600
1774670595515,2026-03-28T00.03.15.515,10.245,0.566,-0.820,-0.606
1774670595525,2026-03-28T00.03.15.525,10.255,0.553,-0.813,-0.604
1774670595535,2026-03-28T00.03.15.535,10.265,0.559,-0.793,-0.619
1774670595544,2026-03-28T00.03.15.544,10.274,0.569,-0.784,-0.630
1774670595554,2026-03-28T00.03.15.554,10.284,0.575,-0.782,-0.626
1774670595564,2026-03-28T00.03.15.564,10.294,0.551,-0.790,-0.624
1774670595575,2026-03-28T00.03.15.575,10.305,0.526,-0.791,-0.633
1774670595584,2026-03-28T00.03.15.584,10.314,0.543,-0.757,-0.634
1774670595594,2026-03-28T00.03.15.594,10.324,0.569,-0.727,-0.656
1774670595604,2026-03-28T00.03.15.604,10.334,0.548,-0.709,-0.665
1774670595614,2026-03-28T00.03.15.614,10.344,0.538,-0.683,-0.670
1774670595623,2026-03-28T00.03.15.623,10.353,0.540,-0.647,-0.684
1774670595633,2026-03-28T00.03.15.633,10.363,0.535,-0.633,-0.721
1774670595644,2026-03-28T00.03.15.644,10.374,0.527,-0.626,-0.743
1774670595654,2026-03-28T00.03.15.654,10.384,0.521,-0.611,-0.728
1774670595663,2026-03-28T00.03.15.663,10.393,0.531,-0.588,-0.754
1774670595673,2026-03-28T00.03.15.673,10.403,0.550,-0.572,-0.792
1774670595683,2026-03-28T00.03.15.683,10.413,0.535,-0.561,-0.805
1774670595693,2026-03-28T00.03.15.693,10.423,0.524,-0.540,-0.818
1774670595702,2026-03-28T00.03.15.702,10.432,0.511,-0.524,-0.839
1774670595712,2026-03-28T00.03.15.712,10.442,0.508,-0.500,-0.858
1774670595723,2026-03-28T00.03.15.723,10.453,0.494,-0.467,-0.909
1774670595731,2026-03-28T00.03.15.731,10.461,0.467,-0.450,-0.938
1774670595742,2026-03-28T00.03.15.742,10.472,0.439,-0.416,-0.992
1774670595752,2026-03-28T00.03.15.752,10.482,0.442,-0.400,-1.067
1774670595762,2026-03-28T00.03.15.762,10.492,0.445,-0.402,-1.065
1774670595771,2026-03-28T00.03.15.771,10.501,0.439,-0.363,-1.048
1774670595781,2026-03-28T00.03.15.781,10.511,0.434,-0.311,-1.038
1774670595792,2026-03-28T00.03.15.792,10.522,0.417,-0.271,-1.006
1774670595802,2026-03-28T00.03.15.802,10.532,0.396,-0.231,-0.973
1774670595811,2026-03-28T00.03.15.811,10.541,0.380,-0.180,-0.951
1774670595821,2026-03-28T00.03.15.821,10.551,0.379,-0.137,-0.981
1774670595831,2026-03-28T00.03.15.831,10.561,0.383,-0.117,-1.020
1774670595841,2026-03-28T00.03.15.841,10.571,0.373,-0.113,-0.992
1774670595850,2026-03-28T00.03.15.850,10.580,0.364,-0.086,-0.980
1774670595860,2026-03-28T00.03.15.860,10.590,0.365,-0.054,-0.988
1774670595871,2026-03-28T00.03.15.871,10.601,0.369,-0.031,-0.973
1774670595881,2026-03-28T00.03.15.881,10.611,0.375,-0.009,-0.961
1774670595890,2026-03-28T00.03.15.890,10.620,0.366,0.013,-0.900
1774670595900,2026-03-28T00.03.15.900,10.630,0.328,0.053,-0.846
1774670595910,2026-03-28T00.03.15.910,10.640,0.283,0.089,-0.859
1774670595920,2026-03-28T00.03.15.920,10.650,0.251,0.094,-0.878
1774670595929,2026-03-28T00.03.15.929,10.659,0.219,0.091,-0.928
1774670595939,2026-03-28T00.03.15.939,10.669,0.213,0.081,-0.958
1774670595950,2026-03-28T00.03.15.950,10.680,0.244,0.084,-0.867
1774670595960,2026-03-28T00.03.15.960,10.690,0.248,0.125,-0.816
1774670595969,2026-03-28T00.03.15.969,10.699,0.236,0.164,-0.776
1774670595979,2026-03-28T00.03.15.979,10.709,0.243,0.183,-0.729
1774670595989,2026-03-28T00.03.15.989,10.719,0.226,0.205,-0.693
1774670596000,2026-03-28T00.03.16.000,10.730,0.227,0.225,-0.721
1774670596008,2026-03-28T00.03.16.008,10.738,0.235,0.243,-0.770
1774670596019,2026-03-28T00.03.16.019,10.749,0.210,0.263,-0.776
1774670596029,2026-03-28T00.03.16.029,10.759,0.169,0.274,-0.786
1774670596039,2026-03-28T00.03.16.039,10.769,0.141,0.288,-0.762
1774670596048,2026-03-28T00.03.16.048,10.778,0.104,0.331,-0.659
1774670596058,2026-03-28T00.03.16.058,10.788,0.070,0.375,-0.558
1774670596068,2026-03-28T00.03.16.068,10.798,0.091,0.399,-0.547
1774670596079,2026-03-28T00.03.16.079,10.809,0.161,0.420,-0.579
1774670596087,2026-03-28T00.03.16.087,10.817,0.230,0.442,-0.587
1774670596098,2026-03-28T00.03.16.098,10.828,0.257,0.475,-0.620
1774670596108,2026-03-28T00.03.16.108,10.838,0.229,0.517,-0.616
1774670596118,2026-03-28T00.03.16.118,10.848,0.204,0.541,-0.581
1774670596127,2026-03-28T00.03.16.127,10.857,0.177,0.555,-0.552
1774670596137,2026-03-28T00.03.16.137,10.867,0.119,0.569,-0.541
1774670596147,2026-03-28T00.03.16.147,10.877,0.043,0.581,-0.531
1774670596158,2026-03-28T00.03.16.158,10.888,0.005,0.597,-0.536
1774670596167,2026-03-28T00.03.16.167,10.897,0.069,0.604,-0.540
1774670596177,2026-03-28T00.03.16.177,10.907,0.148,0.624,-0.551
1774670596187,2026-03-28T00.03.16.187,10.917,0.165,0.684,-0.580
1774670596196,2026-03-28T00.03.16.196,10.926,0.164,0.731,-0.600
1774670596206,2026-03-28T00.03.16.206,10.936,0.150,0.742,-0.599
1774670596216,2026-03-28T00.03.16.216,10.946,0.111,0.750,-0.572
1774670596227,2026-03-28T00.03.16.227,10.957,0.016,0.748,-0.525
1774670596235,2026-03-28T00.03.16.235,10.965,-0.052,0.718,-0.502
1774670596246,2026-03-28T00.03.16.246,10.976,-0.033,0.732,-0.469
1774670596256,2026-03-28T00.03.16.256,10.986,0.089,0.789,-0.444
1774670596266,2026-03-28T00.03.16.266,10.996,0.263,0.802,-0.417
1774670596275,2026-03-28T00.03.16.275,11.005,0.353,0.792,-0.407
1774670596285,2026-03-28T00.03.16.285,11.015,0.379,0.805,-0.393
1774670596295,2026-03-28T00.03.16.295,11.025,0.345,0.812,-0.362
1774670596306,2026-03-28T00.03.16.306,11.036,0.263,0.793,-0.362
1774670596314,2026-03-28T00.03.16.314,11.044,0.074,0.780,-0.359
1774670596325,2026-03-28T00.03.16.325,11.055,-0.105,0.756,-0.353
1774670596335,2026-03-28T00.03.16.335,11.065,-0.163,0.737,-0.304
1774670596345,2026-03-28T00.03.16.345,11.075,-0.126,0.725,-0.237
1774670596354,2026-03-28T00.03.16.354,11.084,-0.075,0.711,-0.166
1774670596364,2026-03-28T00.03.16.364,11.094,-0.036,0.691,-0.099
1774670596375,2026-03-28T00.03.16.375,11.105,-0.042,0.681,-0.069
1774670596385,2026-03-28T00.03.16.385,11.115,-0.105,0.683,-0.077
1774670596394,2026-03-28T00.03.16.394,11.124,-0.155,0.684,-0.096
1774670596404,2026-03-28T00.03.16.404,11.134,-0.160,0.688,-0.133
1774670596414,2026-03-28T00.03.16.414,11.144,-0.145,0.701,-0.176
1774670596424,2026-03-28T00.03.16.424,11.154,-0.138,0.729,-0.219
1774670596433,2026-03-28T00.03.16.433,11.163,-0.111,0.742,-0.263
1774670596443,2026-03-28T00.03.16.443,11.173,-0.094,0.747,-0.268
1774670596454,2026-03-28T00.03.16.454,11.184,-0.092,0.767,-0.263
1774670596464,2026-03-28T00.03.16.464,11.194,-0.098,0.765,-0.218
1774670596473,2026-03-28T00.03.16.473,11.203,-0.114,0.745,-0.125
1774670596483,2026-03-28T00.03.16.483,11.213,-0.106,0.764,-0.069
1774670596493,2026-03-28T00.03.16.493,11.223,-0.013,0.748,-0.106
1774670596503,2026-03-28T00.03.16.503,11.233,0.105,0.716,-0.217
1774670596512,2026-03-28T00.03.16.512,11.242,0.164,0.736,-0.328
1774670596522,2026-03-28T00.03.16.522,11.252,0.153,0.764,-0.404
1774670596533,2026-03-28T00.03.16.533,11.263,0.091,0.754,-0.429
1774670596543,2026-03-28T00.03.16.543,11.273,0.032,0.735,-0.439
1774670596552,2026-03-28T00.03.16.552,11.282,0.017,0.719,-0.433
1774670596562,2026-03-28T00.03.16.562,11.292,0.048,0.698,-0.472
1774670596572,2026-03-28T00.03.16.572,11.302,0.070,0.696,-0.542
1774670596583,2026-03-28T00.03.16.583,11.313,0.103,0.698,-0.540
1774670596591,2026-03-28T00.03.16.591,11.321,0.183,0.692,-0.490
1774670596602,2026-03-28T00.03.16.602,11.332,0.224,0.682,-0.465
1774670596612,2026-03-28T00.03.16.612,11.342,0.212,0.650,-0.521
1774670596622,2026-03-28T00.03.16.622,11.352,0.168,0.630,-0.572
1774670596631,2026-03-28T00.03.16.631,11.361,0.145,0.620,-0.590
1774670596641,2026-03-28T00.03.16.641,11.371,0.155,0.623,-0.608
1774670596651,2026-03-28T00.03.16.651,11.381,0.163,0.595,-0.612
1774670596662,2026-03-28T00.03.16.662,11.392,0.137,0.555,-0.588
1774670596670,2026-03-28T00.03.16.670,11.400,0.137,0.523,-0.547
1774670596681,2026-03-28T00.03.16.681,11.411,0.164,0.486,-0.561
1774670596691,2026-03-28T00.03.16.691,11.421,0.190,0.446,-0.680
1774670596700,2026-03-28T00.03.16.700,11.430,0.205,0.401,-0.794
1774670596710,2026-03-28T00.03.16.710,11.440,0.230,0.388,-0.873
1774670596720,2026-03-28T00.03.16.720,11.450,0.243,0.410,-0.931
1774670596730,2026-03-28T00.03.16.730,11.460,0.249,0.421,-0.935
1774670596739,2026-03-28T00.03.16.739,11.469,0.261,0.396,-0.866
1774670596750,2026-03-28T00.03.16.750,11.480,0.262,0.377,-0.764
1774670596760,2026-03-28T00.03.16.760,11.490,0.263,0.365,-0.670
1774670596770,2026-03-28T00.03.16.770,11.500,0.245,0.345,-0.635
1774670596779,2026-03-28T00.03.16.779,11.509,0.229,0.311,-0.722
1774670596789,2026-03-28T00.03.16.789,11.519,0.213,0.253,-0.857
1774670596799,2026-03-28T00.03.16.799,11.529,0.201,0.202,-0.928
1774670596810,2026-03-28T00.03.16.810,11.540,0.220,0.190,-0.902
1774670596818,2026-03-28T00.03.16.818,11.548,0.305,0.224,-0.855
1774670596829,2026-03-28T00.03.16.829,11.559,0.370,0.232,-0.836
1774670596839,2026-03-28T00.03.16.839,11.569,0.383,0.196,-0.821
1774670596849,2026-03-28T00.03.16.849,11.579,0.371,0.172,-0.773
1774670596858,2026-03-28T00.03.16.858,11.588,0.309,0.153,-0.771
1774670596868,2026-03-28T00.03.16.868,11.598,0.250,0.114,-0.886
1774670596878,2026-03-28T00.03.16.878,11.608,0.233,0.035,-1.039
1774670596889,2026-03-28T00.03.16.889,11.619,0.220,-0.001,-1.062
1774670596897,2026-03-28T00.03.16.897,11.627,0.230,0.013,-1.067
1774670596908,2026-03-28T00.03.16.908,11.638,0.288,0.016,-1.102
1774670596918,2026-03-28T00.03.16.918,11.648,0.363,-0.004,-1.128
1774670596928,2026-03-28T00.03.16.928,11.658,0.440,-0.020,-1.110
1774670596937,2026-03-28T00.03.16.937,11.667,0.501,-0.010,-1.031
1774670596947,2026-03-28T00.03.16.947,11.677,0.505,0.008,-0.946
1774670596958,2026-03-28T00.03.16.958,11.688,0.436,-0.004,-0.862
1774670596968,2026-03-28T00.03.16.968,11.698,0.330,-0.035,-0.840
1774670596977,2026-03-28T00.03.16.977,11.707,0.274,-0.070,-0.965
1774670596987,2026-03-28T00.03.16.987,11.717,0.262,-0.143,-1.094
1774670596997,2026-03-28T00.03.16.997,11.727,0.275,-0.208,-1.127
1774670597007,2026-03-28T00.03.17.007,11.737,0.331,-0.214,-1.090
1774670597016,2026-03-28T00.03.17.016,11.746,0.441,-0.202,-1.036
1774670597026,2026-03-28T00.03.17.026,11.756,0.504,-0.191,-0.998
1774670597037,2026-03-28T00.03.17.037,11.767,0.498,-0.180,-0.961
1774670597047,2026-03-28T00.03.17.047,11.777,0.470,-0.181,-0.929
1774670597056,2026-03-28T00.03.17.056,11.786,0.417,-0.199,-0.874
1774670597066,2026-03-28T00.03.17.066,11.796,0.350,-0.208,-0.819
1774670597076,2026-03-28T00.03.17.076,11.806,0.294,-0.237,-0.816
1774670597086,2026-03-28T00.03.17.086,11.816,0.243,-0.278,-0.873
1774670597095,2026-03-28T00.03.17.095,11.825,0.234,-0.323,-0.957
1774670597105,2026-03-28T00.03.17.105,11.835,0.252,-0.372,-0.944
1774670597116,2026-03-28T00.03.17.116,11.846,0.324,-0.388,-0.885
1774670597125,2026-03-28T00.03.17.125,11.855,0.435,-0.383,-0.847
1774670597135,2026-03-28T00.03.17.135,11.865,0.494,-0.389,-0.832
1774670597145,2026-03-28T00.03.17.145,11.875,0.478,-0.404,-0.839
1774670597155,2026-03-28T00.03.17.155,11.885,0.444,-0.432,-0.827
1774670597164,2026-03-28T00.03.17.164,11.894,0.400,-0.450,-0.780
1774670597174,2026-03-28T00.03.17.174,11.904,0.361,-0.464,-0.754
1774670597185,2026-03-28T00.03.17.185,11.915,0.328,-0.491,-0.803
1774670597195,2026-03-28T00.03.17.195,11.925,0.298,-0.520,-0.856
1774670597204,2026-03-28T00.03.17.204,11.934,0.292,-0.562,-0.845
1774670597214,2026-03-28T00.03.17.214,11.944,0.333,-0.591,-0.796
1774670597224,2026-03-28T00.03.17.224,11.954,0.416,-0.595,-0.749
1774670597234,2026-03-28T00.03.17.234,11.964,0.470,-0.592,-0.744
1774670597243,2026-03-28T00.03.17.243,11.973,0.474,-0.605,-0.746
1774670597253,2026-03-28T00.03.17.253,11.983,0.437,-0.626,-0.745
1774670597264,2026-03-28T00.03.17.264,11.994,0.394,-0.650,-0.724
1774670597274,2026-03-28T00.03.17.274,12.004,0.362,-0.663,-0.704
1774670597283,2026-03-28T00.03.17.283,12.013,0.346,-0.679,-0.749
1774670597293,2026-03-28T00.03.17.293,12.023,0.364,-0.718,-0.756
1774670597303,2026-03-28T00.03.17.303,12.033,0.406,-0.729,-0.724
1774670597314,2026-03-28T00.03.17.314,12.044,0.453,-0.708,-0.711
1774670597322,2026-03-28T00.03.17.322,12.052,0.491,-0.697,-0.709
1774670597333,2026-03-28T00.03.17.333,12.063,0.477,-0.711,-0.723
1774670597343,2026-03-28T00.03.17.343,12.073,0.402,-0.732,-0.751
1774670597353,2026-03-28T00.03.17.353,12.083,0.355,-0.748,-0.765
1774670597362,2026-03-28T00.03.17.362,12.092,0.359,-0.754,-0.751
1774670597372,2026-03-28T00.03.17.372,12.102,0.409,-0.751,-0.718
1774670597382,2026-03-28T00.03.17.382,12.112,0.476,-0.750,-0.680
1774670597393,2026-03-28T00.03.17.393,12.123,0.484,-0.758,-0.655
1774670597401,2026-03-28T00.03.17.401,12.131,0.452,-0.773,-0.647
1774670597412,2026-03-28T00.03.17.412,12.142,0.410,-0.785,-0.660
1774670597422,2026-03-28T00.03.17.422,12.152,0.391,-0.788,-0.660
1774670597432,2026-03-28T00.03.17.432,12.162,0.381,-0.785,-0.622
1774670597441,2026-03-28T00.03.17.441,12.171,0.401,-0.780,-0.589
1774670597451,2026-03-28T00.03.17.451,12.181,0.421,-0.787,-0.579
1774670597461,2026-03-28T00.03.17.461,12.191,0.415,-0.798,-0.577
1774670597472,2026-03-28T00.03.17.472,12.202,0.375,-0.815,-0.571
1774670597480,2026-03-28T00.03.17.480,12.210,0.333,-0.841,-0.567
1774670597491,2026-03-28T00.03.17.491,12.221,0.300,-0.858,-0.552
1774670597501,2026-03-28T00.03.17.501,12.231,0.321,-0.862,-0.521
1774670597511,2026-03-28T00.03.17.511,12.241,0.355,-0.856,-0.500
1774670597520,2026-03-28T00.03.17.520,12.250,0.378,-0.849,-0.497
1774670597530,2026-03-28T00.03.17.530,12.260,0.399,-0.834,-0.477
1774670597541,2026-03-28T00.03.17.541,12.271,0.422,-0.815,-0.453
1774670597551,2026-03-28T00.03.17.551,12.281,0.403,-0.809,-0.442
1774670597560,2026-03-28T00.03.17.560,12.290,0.364,-0.825,-0.441
1774670597570,2026-03-28T00.03.17.570,12.300,0.361,-0.856,-0.443
1774670597580,2026-03-28T00.03.17.580,12.310,0.322,-0.879,-0.440
1774670597589,2026-03-28T00.03.17.589,12.319,0.322,-0.889,-0.445
1774670597599,2026-03-28T00.03.17.599,12.329,0.358,-0.873,-0.443
1774670597609,2026-03-28T00.03.17.609,12.339,0.399,-0.853,-0.423
1774670597620,2026-03-28T00.03.17.620,12.350,0.455,-0.838,-0.406
1774670597628,2026-03-28T00.03.17.628,12.358,0.489,-0.838,-0.394
1774670597639,2026-03-28T00.03.17.639,12.369,0.477,-0.857,-0.394
1774670597649,2026-03-28T00.03.17.649,12.379,0.421,-0.867,-0.404
1774670597659,2026-03-28T00.03.17.659,12.389,0.371,-0.876,-0.408
1774670597668,2026-03-28T00.03.17.668,12.398,0.342,-0.875,-0.419
1774670597678,2026-03-28T00.03.17.678,12.408,0.345,-0.864,-0.420
1774670597689,2026-03-28T00.03.17.689,12.419,0.372,-0.853,-0.419
1774670597699,2026-03-28T00.03.17.699,12.429,0.378,-0.842,-0.427
1774670597708,2026-03-28T00.03.17.708,12.438,0.358,-0.834,-0.454
1774670597718,2026-03-28T00.03.17.718,12.448,0.305,-0.836,-0.490
1774670597728,2026-03-28T00.03.17.728,12.458,0.271,-0.837,-0.533
1774670597738,2026-03-28T00.03.17.738,12.468,0.271,-0.837,-0.558
1774670597747,2026-03-28T00.03.17.747,12.477,0.322,-0.838,-0.561
1774670597757,2026-03-28T00.03.17.757,12.487,0.408,-0.851,-0.553
1774670597768,2026-03-28T00.03.17.768,12.498,0.445,-0.852,-0.562
1774670597778,2026-03-28T00.03.17.778,12.508,0.452,-0.848,-0.594
1774670597787,2026-03-28T00.03.17.787,12.517,0.439,-0.843,-0.634
1774670597797,2026-03-28T00.03.17.797,12.527,0.433,-0.842,-0.668
1774670597807,2026-03-28T00.03.17.807,12.537,0.437,-0.843,-0.678
1774670597817,2026-03-28T00.03.17.817,12.547,0.449,-0.845,-0.685
1774670597826,2026-03-28T00.03.17.826,12.556,0.451,-0.864,-0.679
1774670597836,2026-03-28T00.03.17.836,12.566,0.438,-0.891,-0.676
1774670597847,2026-03-28T00.03.17.847,12.577,0.407,-0.908,-0.696
1774670597857,2026-03-28T00.03.17.857,12.587,0.398,-0.900,-0.727
1774670597866,2026-03-28T00.03.17.866,12.596,0.413,-0.882,-0.731
1774670597876,2026-03-28T00.03.17.876,12.606,0.438,-0.866,-0.731
1774670597886,2026-03-28T00.03.17.886,12.616,0.456,-0.851,-0.732
1774670597897,2026-03-28T00.03.17.897,12.627,0.460,-0.837,-0.735
1774670597905,2026-03-28T00.03.17.905,12.635,0.455,-0.833,-0.731
1774670597916,2026-03-28T00.03.17.916,12.646,0.426,-0.830,-0.735
1774670597926,2026-03-28T00.03.17.926,12.656,0.393,-0.817,-0.763
1774670597936,2026-03-28T00.03.17.936,12.666,0.312,-0.815,-0.811
1774670597945,2026-03-28T00.03.17.945,12.675,0.271,-0.807,-0.867
1774670597955,2026-03-28T00.03.17.955,12.685,0.322,-0.799,-0.885
1774670597965,2026-03-28T00.03.17.965,12.695,0.389,-0.771,-0.876
1774670597976,2026-03-28T00.03.17.976,12.706,0.456,-0.726,-0.885
1774670597984,2026-03-28T00.03.17.984,12.714,0.469,-0.711,-0.917
1774670597995,2026-03-28T00.03.17.995,12.725,0.433,-0.708,-0.934
1774670598005,2026-03-28T00.03.18.005,12.735,0.386,-0.695,-0.932
1774670598015,2026-03-28T00.03.18.015,12.745,0.366,-0.667,-0.938
1774670598024,2026-03-28T00.03.18.024,12.754,0.361,-0.635,-0.948
1774670598034,2026-03-28T00.03.18.034,12.764,0.342,-0.607,-0.967
1774670598044,2026-03-28T00.03.18.044,12.774,0.346,-0.576,-0.998
1774670598053,2026-03-28T00.03.18.053,12.783,0.381,-0.569,-1.010
1774670598064,2026-03-28T00.03.18.064,12.794,0.431,-0.555,-0.992
1774670598074,2026-03-28T00.03.18.074,12.804,0.447,-0.513,-0.975
1774670598084,2026-03-28T00.03.18.084,12.814,0.452,-0.462,-0.957
1774670598093,2026-03-28T00.03.18.093,12.823,0.392,-0.429,-0.949
1774670598103,2026-03-28T00.03.18.103,12.833,0.329,-0.396,-0.962
1774670598113,2026-03-28T00.03.18.113,12.843,0.318,-0.363,-0.992
1774670598124,2026-03-28T00.03.18.124,12.854,0.330,-0.337,-1.023
1774670598132,2026-03-28T00.03.18.132,12.862,0.350,-0.314,-1.063
1774670598143,2026-03-28T00.03.18.143,12.873,0.367,-0.286,-1.078
1774670598153,2026-03-28T00.03.18.153,12.883,0.381,-0.269,-1.060
1774670598163,2026-03-28T00.03.18.163,12.893,0.389,-0.236,-1.065
1774670598172,2026-03-28T00.03.18.172,12.902,0.373,-0.200,-1.077
1774670598182,2026-03-28T00.03.18.182,12.912,0.370,-0.184,-1.055
1774670598192,2026-03-28T00.03.18.192,12.922,0.383,-0.151,-1.007
1774670598203,2026-03-28T00.03.18.203,12.933,0.380,-0.106,-0.966
1774670598211,2026-03-28T00.03.18.211,12.941,0.346,-0.069,-0.935
1774670598222,2026-03-28T00.03.18.222,12.952,0.289,-0.051,-0.943
1774670598232,2026-03-28T00.03.18.232,12.962,0.247,-0.039,-0.936
1774670598242,2026-03-28T00.03.18.242,12.972,0.237,-0.015,-0.918
1774670598251,2026-03-28T00.03.18.251,12.981,0.236,0.016,-0.882
1774670598261,2026-03-28T00.03.18.261,12.991,0.243,0.057,-0.806
1774670598272,2026-03-28T00.03.18.272,13.002,0.244,0.107,-0.769
1774670598282,2026-03-28T00.03.18.282,13.012,0.230,0.143,-0.749
1774670598291,2026-03-28T00.03.18.291,13.021,0.220,0.166,-0.705
1774670598301,2026-03-28T00.03.18.301,13.031,0.220,0.195,-0.711
1774670598311,2026-03-28T00.03.18.311,13.041,0.212,0.216,-0.718
1774670598321,2026-03-28T00.03.18.321,13.051,0.196,0.237,-0.703
1774670598330,2026-03-28T00.03.18.330,13.060,0.186,0.270,-0.659
1774670598340,2026-03-28T00.03.18.340,13.070,0.181,0.320,-0.604
1774670598351,2026-03-28T00.03.18.351,13.081,0.182,0.352,-0.596
1774670598361,2026-03-28T00.03.18.361,13.091,0.182,0.367,-0.596
1774670598370,2026-03-28T00.03.18.370,13.100,0.193,0.380,-0.636
1774670598380,2026-03-28T00.03.18.380,13.110,0.204,0.401,-0.631
1774670598390,2026-03-28T00.03.18.390,13.120,0.205,0.424,-0.612
1774670598400,2026-03-28T00.03.18.400,13.130,0.199,0.464,-0.582
1774670598409,2026-03-28T00.03.18.409,13.139,0.169,0.505,-0.552
1774670598419,2026-03-28T00.03.18.419,13.149,0.142,0.529,-0.492
1774670598430,2026-03-28T00.03.18.430,13.160,0.154,0.524,-0.470
1774670598440,2026-03-28T00.03.18.440,13.170,0.181,0.533,-0.459
1774670598449,2026-03-28T00.03.18.449,13.179,0.192,0.555,-0.451
1774670598459,2026-03-28T00.03.18.459,13.189,0.177,0.598,-0.443
1774670598469,2026-03-28T00.03.18.469,13.199,0.104,0.625,-0.441
1774670598480,2026-03-28T00.03.18.480,13.210,0.048,0.638,-0.458
1774670598488,2026-03-28T00.03.18.488,13.218,0.030,0.651,-0.438
1774670598499,2026-03-28T00.03.18.499,13.229,0.042,0.668,-0.428
1774670598509,2026-03-28T00.03.18.509,13.239,0.119,0.689,-0.420
1774670598518,2026-03-28T00.03.18.518,13.248,0.227,0.712,-0.412
1774670598528,2026-03-28T00.03.18.528,13.258,0.337,0.739,-0.365
1774670598538,2026-03-28T00.03.18.538,13.268,0.380,0.779,-0.330
1774670598548,2026-03-28T00.03.18.548,13.278,0.365,0.809,-0.315
1774670598557,2026-03-28T00.03.18.557,13.287,0.309,0.817,-0.315
1774670598567,2026-03-28T00.03.18.567,13.297,0.212,0.804,-0.291
1774670598578,2026-03-28T00.03.18.578,13.308,0.117,0.787,-0.242
1774670598588,2026-03-28T00.03.18.588,13.318,0.079,0.772,-0.171
