epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1774670586761,2026-03-28T00.03.06.761,1.472,-1.646,6.159,-0.183
1774670586771,2026-03-28T00.03.06.771,1.482,-1.646,5.549,-0.183
1774670586781,2026-03-28T00.03.06.781,1.492,-1.402,3.902,-0.122
1774670586790,2026-03-28T00.03.06.790,1.501,-1.524,2.195,0.000
1774670586800,2026-03-28T00.03.06.800,1.511,-1.707,1.768,-0.061
1774670586811,2026-03-28T00.03.06.811,1.522,-1.829,2.561,0.000
1774670586821,2026-03-28T00.03.06.821,1.532,-2.012,3.110,0.183
1774670586830,2026-03-28T00.03.06.830,1.541,-1.951,2.500,0.305
1774670586840,2026-03-28T00.03.06.840,1.551,-1.463,0.610,0.244
1774670586850,2026-03-28T00.03.06.850,1.561,-0.793,-0.793,0.183
1774670586860,2026-03-28T00.03.06.860,1.571,-0.244,-0.854,0.305
1774670586869,2026-03-28T00.03.06.869,1.580,-0.061,0.305,0.488
1774670586879,2026-03-28T00.03.06.879,1.590,0.000,1.829,0.671
1774670586890,2026-03-28T00.03.06.890,1.601,-0.183,3.049,0.671
1774670586900,2026-03-28T00.03.06.900,1.611,-0.183,3.049,0.427
1774670586909,2026-03-28T00.03.06.909,1.620,0.122,1.951,0.305
1774670586919,2026-03-28T00.03.06.919,1.630,0.305,0.732,0.366
1774670586929,2026-03-28T00.03.06.929,1.640,0.366,0.427,0.427
1774670586939,2026-03-28T00.03.06.939,1.650,0.427,1.159,0.610
1774670586948,2026-03-28T00.03.06.948,1.659,0.366,2.439,0.549
1774670586959,2026-03-28T00.03.06.959,1.670,0.305,3.354,0.549
1774670586969,2026-03-28T00.03.06.969,1.680,0.244,3.902,0.732
1774670586979,2026-03-28T00.03.06.979,1.690,0.366,3.902,0.854
1774670586988,2026-03-28T00.03.06.988,1.699,0.549,3.659,0.793
1774670586998,2026-03-28T00.03.06.998,1.709,0.671,3.171,0.671
1774670587008,2026-03-28T00.03.07.008,1.719,0.610,2.622,0.610
1774670587019,2026-03-28T00.03.07.019,1.730,0.366,2.622,0.610
1774670587027,2026-03-28T00.03.07.027,1.738,0.122,3.171,0.549
1774670587038,2026-03-28T00.03.07.038,1.749,-0.061,3.720,0.732
1774670587048,2026-03-28T00.03.07.048,1.759,-0.183,4.085,0.976
1774670587058,2026-03-28T00.03.07.058,1.769,-0.244,4.512,0.793
1774670587067,2026-03-28T00.03.07.067,1.778,-0.305,4.207,0.793
1774670587077,2026-03-28T00.03.07.077,1.788,-0.427,2.744,0.671
1774670587087,2026-03-28T00.03.07.087,1.798,-0.305,0.549,0.244
1774670587096,2026-03-28T00.03.07.096,1.807,0.122,-1.829,0.000
1774670587106,2026-03-28T00.03.07.106,1.817,0.427,-2.500,0.305
1774670587117,2026-03-28T00.03.07.117,1.828,0.488,-0.793,0.610
1774670587127,2026-03-28T00.03.07.127,1.838,0.366,2.073,0.915
1774670587136,2026-03-28T00.03.07.136,1.847,0.000,3.902,0.854
1774670587146,2026-03-28T00.03.07.146,1.857,-0.122,3.293,0.732
1774670587156,2026-03-28T00.03.07.156,1.867,0.000,1.890,0.671
1774670587167,2026-03-28T00.03.07.167,1.878,-0.183,1.037,0.244
1774670587175,2026-03-28T00.03.07.175,1.886,-0.244,0.610,0.061
1774670587186,2026-03-28T00.03.07.186,1.897,-0.183,-0.305,0.183
1774670587196,2026-03-28T00.03.07.196,1.907,0.061,-1.341,0.244
1774670587206,2026-03-28T00.03.07.206,1.917,0.305,-1.524,0.305
1774670587215,2026-03-28T00.03.07.215,1.926,0.305,-0.183,0.366
1774670587225,2026-03-28T00.03.07.225,1.936,0.183,1.524,0.366
1774670587235,2026-03-28T00.03.07.235,1.946,-0.122,2.744,0.488
1774670587246,2026-03-28T00.03.07.246,1.957,-0.305,2.988,0.488
1774670587256,2026-03-28T00.03.07.256,1.967,-0.366,1.951,0.488
1774670587265,2026-03-28T00.03.07.265,1.976,-0.183,0.610,0.122
1774670587275,2026-03-28T00.03.07.275,1.986,-0.122,-0.244,0.000
1774670587285,2026-03-28T00.03.07.285,1.996,-0.061,-0.427,0.000
1774670587294,2026-03-28T00.03.07.294,2.005,0.061,0.061,0.061
1774670587304,2026-03-28T00.03.07.304,2.015,0.305,1.159,0.427
1774670587314,2026-03-28T00.03.07.314,2.025,0.488,2.195,0.549
1774670587325,2026-03-28T00.03.07.325,2.036,0.610,2.561,0.671
1774670587334,2026-03-28T00.03.07.334,2.045,0.915,1.524,0.793
1774670587344,2026-03-28T00.03.07.344,2.055,1.098,0.427,0.854
1774670587354,2026-03-28T00.03.07.354,2.065,1.280,-0.061,0.793
1774670587364,2026-03-28T00.03.07.364,2.075,0.976,0.244,0.793
1774670587373,2026-03-28T00.03.07.373,2.084,0.671,1.220,0.610
1774670587383,2026-03-28T00.03.07.383,2.094,0.488,2.439,0.305
1774670587394,2026-03-28T00.03.07.394,2.105,0.122,2.500,0.488
1774670587404,2026-03-28T00.03.07.404,2.115,-0.061,1.463,0.793
1774670587413,2026-03-28T00.03.07.413,2.124,0.183,1.402,0.305
1774670587423,2026-03-28T00.03.07.423,2.134,0.244,1.585,-0.244
1774670587433,2026-03-28T00.03.07.433,2.144,0.427,0.854,-0.061
1774670587443,2026-03-28T00.03.07.443,2.154,0.366,-0.732,-0.061
1774670587452,2026-03-28T00.03.07.452,2.163,0.305,-1.159,-0.427
1774670587462,2026-03-28T00.03.07.462,2.173,0.000,0.000,-0.549
1774670587473,2026-03-28T00.03.07.473,2.184,-0.488,1.220,-0.732
1774670587483,2026-03-28T00.03.07.483,2.194,-0.732,1.890,-0.671
1774670587492,2026-03-28T00.03.07.492,2.203,-0.854,1.463,-0.610
1774670587502,2026-03-28T00.03.07.502,2.213,-0.793,0.305,-0.793
1774670587512,2026-03-28T00.03.07.512,2.223,-0.732,-1.037,-0.915
1774670587522,2026-03-28T00.03.07.522,2.233,-0.549,-1.829,-1.159
1774670587531,2026-03-28T00.03.07.531,2.242,-0.671,-1.951,-1.280
1774670587542,2026-03-28T00.03.07.542,2.253,-0.915,-1.524,-1.159
1774670587552,2026-03-28T00.03.07.552,2.263,-1.037,-0.488,-1.098
1774670587562,2026-03-28T00.03.07.562,2.273,-0.915,0.305,-0.793
1774670587571,2026-03-28T00.03.07.571,2.282,-0.854,1.037,-0.488
1774670587581,2026-03-28T00.03.07.581,2.292,-0.305,1.280,-0.244
1774670587591,2026-03-28T00.03.07.591,2.302,0.305,0.488,-0.061
1774670587600,2026-03-28T00.03.07.600,2.311,0.976,-0.549,0.000
1774670587610,2026-03-28T00.03.07.610,2.321,1.707,-0.976,0.122
1774670587621,2026-03-28T00.03.07.621,2.332,2.012,-0.610,0.244
1774670587631,2026-03-28T00.03.07.631,2.342,1.829,0.854,0.427
1774670587640,2026-03-28T00.03.07.640,2.351,1.646,2.073,0.366
1774670587650,2026-03-28T00.03.07.650,2.361,1.463,2.378,0.305
1774670587660,2026-03-28T00.03.07.660,2.371,1.402,1.463,0.305
1774670587670,2026-03-28T00.03.07.670,2.381,1.524,0.244,0.244
1774670587681,2026-03-28T00.03.07.681,2.392,1.463,0.061,0.183
1774670587689,2026-03-28T00.03.07.689,2.400,1.220,0.488,-0.122
1774670587700,2026-03-28T00.03.07.700,2.411,0.976,1.220,-0.122
1774670587710,2026-03-28T00.03.07.710,2.421,0.671,1.585,-0.183
1774670587719,2026-03-28T00.03.07.719,2.430,0.427,1.280,-0.305
1774670587729,2026-03-28T00.03.07.729,2.440,0.183,0.732,-0.427
1774670587739,2026-03-28T00.03.07.739,2.450,-0.061,-0.061,-0.793
1774670587750,2026-03-28T00.03.07.750,2.461,-0.183,-0.610,-0.793
1774670587758,2026-03-28T00.03.07.758,2.469,-0.244,-0.915,-0.854
1774670587769,2026-03-28T00.03.07.769,2.480,-0.366,-0.732,-0.915
1774670587779,2026-03-28T00.03.07.779,2.490,-0.366,0.061,-0.732
1774670587789,2026-03-28T00.03.07.789,2.500,-0.305,0.915,-0.610
1774670587798,2026-03-28T00.03.07.798,2.509,-0.366,1.463,-0.671
1774670587808,2026-03-28T00.03.07.808,2.519,-0.244,1.829,-0.671
1774670587818,2026-03-28T00.03.07.818,2.529,-0.183,1.220,-0.793
1774670587829,2026-03-28T00.03.07.829,2.540,-0.305,0.793,-0.854
1774670587837,2026-03-28T00.03.07.837,2.548,-0.488,1.037,-0.854
1774670587848,2026-03-28T00.03.07.848,2.559,-0.671,1.463,-1.037
1774670587858,2026-03-28T00.03.07.858,2.569,-0.915,1.951,-1.098
1774670587868,2026-03-28T00.03.07.868,2.579,-1.159,2.195,-1.037
1774670587877,2026-03-28T00.03.07.877,2.588,-1.280,2.317,-0.915
1774670587887,2026-03-28T00.03.07.887,2.598,-1.341,2.317,-1.037
1774670587897,2026-03-28T00.03.07.897,2.608,-1.220,2.073,-1.037
1774670587908,2026-03-28T00.03.07.908,2.619,-1.098,1.524,-0.793
1774670587917,2026-03-28T00.03.07.917,2.628,-0.976,0.732,-0.732
1774670587927,2026-03-28T00.03.07.927,2.638,-0.976,0.427,-0.610
1774670587937,2026-03-28T00.03.07.937,2.648,-1.037,0.793,-0.671
1774670587947,2026-03-28T00.03.07.947,2.658,-1.280,1.585,-0.793
1774670587956,2026-03-28T00.03.07.956,2.667,-1.402,2.439,-0.732
1774670587966,2026-03-28T00.03.07.966,2.677,-1.585,2.622,-0.732
1774670587977,2026-03-28T00.03.07.977,2.688,-1.341,2.073,-0.732
1774670587987,2026-03-28T00.03.07.987,2.698,-0.915,1.220,-0.732
1774670587996,2026-03-28T00.03.07.996,2.707,-0.671,0.671,-0.793
1774670588006,2026-03-28T00.03.08.006,2.717,-0.671,0.854,-0.854
1774670588016,2026-03-28T00.03.08.016,2.727,-0.305,1.524,-0.854
1774670588026,2026-03-28T00.03.08.026,2.737,0.061,2.012,-0.976
1774670588035,2026-03-28T00.03.08.035,2.746,-0.122,1.768,-0.976
1774670588045,2026-03-28T00.03.08.045,2.756,0.000,1.220,-0.854
1774670588056,2026-03-28T00.03.08.056,2.767,0.305,0.488,-0.915
1774670588066,2026-03-28T00.03.08.066,2.777,0.427,0.366,-0.793
1774670588075,2026-03-28T00.03.08.075,2.786,0.671,0.305,-0.732
1774670588085,2026-03-28T00.03.08.085,2.796,0.854,0.000,-0.976
1774670588095,2026-03-28T00.03.08.095,2.806,0.854,0.183,-0.854
1774670588105,2026-03-28T00.03.08.105,2.816,0.854,0.488,-1.037
1774670588114,2026-03-28T00.03.08.114,2.825,0.671,0.854,-1.280
1774670588125,2026-03-28T00.03.08.125,2.836,0.549,0.671,-1.098
1774670588135,2026-03-28T00.03.08.135,2.846,0.671,0.244,-1.159
1774670588144,2026-03-28T00.03.08.144,2.855,0.854,0.122,-1.098
1774670588154,2026-03-28T00.03.08.154,2.865,1.037,0.122,-0.915
1774670588164,2026-03-28T00.03.08.164,2.875,1.037,0.671,-0.793
1774670588174,2026-03-28T00.03.08.174,2.885,1.159,1.220,-0.671
1774670588183,2026-03-28T00.03.08.183,2.894,1.220,1.402,-0.549
1774670588193,2026-03-28T00.03.08.193,2.904,1.280,1.037,-0.366
1774670588204,2026-03-28T00.03.08.204,2.915,1.220,0.488,-0.366
1774670588214,2026-03-28T00.03.08.214,2.925,1.280,0.183,-0.305
1774670588223,2026-03-28T00.03.08.223,2.934,1.098,0.549,-0.183
1774670588233,2026-03-28T00.03.08.233,2.944,1.037,1.098,-0.244
1774670588243,2026-03-28T00.03.08.243,2.954,1.159,2.012,-0.183
1774670588253,2026-03-28T00.03.08.253,2.964,1.280,2.256,-0.305
1774670588262,2026-03-28T00.03.08.262,2.973,1.402,1.646,-0.366
1774670588272,2026-03-28T00.03.08.272,2.983,1.585,0.732,-0.427
1774670588283,2026-03-28T00.03.08.283,2.994,1.463,0.610,-0.366
1774670588293,2026-03-28T00.03.08.293,3.004,1.037,0.915,-0.427
1774670588302,2026-03-28T00.03.08.302,3.013,0.610,0.915,-0.488
1774670588312,2026-03-28T00.03.08.312,3.023,0.305,0.549,-0.671
1774670588322,2026-03-28T00.03.08.322,3.033,-0.122,0.122,-0.671
1774670588333,2026-03-28T00.03.08.333,3.044,-0.366,0.183,-0.793
1774670588341,2026-03-28T00.03.08.341,3.052,-0.549,0.610,-0.793
1774670588352,2026-03-28T00.03.08.352,3.063,-0.488,0.915,-0.732
1774670588362,2026-03-28T00.03.08.362,3.073,-0.427,1.098,-0.671
1774670588372,2026-03-28T00.03.08.372,3.083,-0.427,1.463,-0.488
1774670588381,2026-03-28T00.03.08.381,3.092,-0.427,1.463,-0.488
1774670588391,2026-03-28T00.03.08.391,3.102,-0.366,1.402,-0.488
1774670588401,2026-03-28T00.03.08.401,3.112,-0.610,1.646,-0.488
1774670588412,2026-03-28T00.03.08.412,3.123,-0.793,1.890,-0.549
1774670588420,2026-03-28T00.03.08.420,3.131,-0.732,1.585,-0.549
1774670588431,2026-03-28T00.03.08.431,3.142,-0.732,1.159,-0.488
1774670588441,2026-03-28T00.03.08.441,3.152,-0.549,0.488,-0.549
1774670588451,2026-03-28T00.03.08.451,3.162,-0.305,0.488,-0.610
1774670588460,2026-03-28T00.03.08.460,3.171,-0.366,0.732,-0.671
1774670588470,2026-03-28T00.03.08.470,3.181,-0.305,1.037,-0.610
1774670588480,2026-03-28T00.03.08.480,3.191,-0.122,1.463,-0.366
1774670588491,2026-03-28T00.03.08.491,3.202,-0.061,2.195,-0.244
1774670588500,2026-03-28T00.03.08.500,3.211,0.122,2.744,-0.244
1774670588510,2026-03-28T00.03.08.510,3.221,0.366,2.561,-0.244
1774670588520,2026-03-28T00.03.08.520,3.231,0.732,1.524,-0.305
1774670588530,2026-03-28T00.03.08.530,3.241,1.037,0.183,-0.549
1774670588539,2026-03-28T00.03.08.539,3.250,1.280,-0.732,-0.793
1774670588549,2026-03-28T00.03.08.549,3.260,1.341,-0.549,-0.793
1774670588560,2026-03-28T00.03.08.560,3.271,1.159,0.549,-0.671
1774670588570,2026-03-28T00.03.08.570,3.281,0.793,1.707,-0.610
1774670588579,2026-03-28T00.03.08.579,3.290,0.488,2.317,-0.366
1774670588589,2026-03-28T00.03.08.589,3.300,0.244,1.829,-0.244
1774670588599,2026-03-28T00.03.08.599,3.310,0.244,0.610,-0.305
1774670588608,2026-03-28T00.03.08.608,3.319,0.244,-0.366,-0.244
1774670588618,2026-03-28T00.03.08.618,3.329,0.305,-0.610,-0.305
1774670588628,2026-03-28T00.03.08.628,3.339,0.305,-0.061,-0.244
1774670588639,2026-03-28T00.03.08.639,3.350,0.244,0.549,-0.244
1774670588647,2026-03-28T00.03.08.647,3.358,0.305,0.732,-0.244
1774670588658,2026-03-28T00.03.08.658,3.369,0.305,0.488,-0.244
1774670588668,2026-03-28T00.03.08.668,3.379,0.305,0.549,-0.122
1774670588678,2026-03-28T00.03.08.678,3.389,0.305,0.915,0.000
1774670588687,2026-03-28T00.03.08.687,3.398,0.244,1.402,0.122
1774670588697,2026-03-28T00.03.08.697,3.408,0.183,1.524,0.061
1774670588708,2026-03-28T00.03.08.708,3.419,0.122,1.220,0.000
1774670588718,2026-03-28T00.03.08.718,3.429,0.183,0.488,-0.305
1774670588727,2026-03-28T00.03.08.727,3.438,0.122,0.122,-0.427
1774670588737,2026-03-28T00.03.08.737,3.448,-0.061,0.000,-0.488
1774670588747,2026-03-28T00.03.08.747,3.458,-0.122,0.183,-0.549
1774670588757,2026-03-28T00.03.08.757,3.468,-0.183,0.305,-0.488
1774670588766,2026-03-28T00.03.08.766,3.477,-0.122,-0.061,-0.427
1774670588776,2026-03-28T00.03.08.776,3.487,-0.061,-0.244,-0.366
1774670588787,2026-03-28T00.03.08.787,3.498,-0.061,0.244,-0.366
1774670588797,2026-03-28T00.03.08.797,3.508,-0.061,0.610,-0.732
1774670588806,2026-03-28T00.03.08.806,3.517,-0.122,0.671,-0.610
1774670588816,2026-03-28T00.03.08.816,3.527,-0.244,0.549,-0.427
1774670588826,2026-03-28T00.03.08.826,3.537,-0.305,0.549,-0.427
1774670588836,2026-03-28T00.03.08.836,3.547,-0.183,0.671,-0.427
1774670588845,2026-03-28T00.03.08.845,3.556,-0.183,0.915,-0.244
1774670588855,2026-03-28T00.03.08.855,3.566,-0.061,1.037,-0.183
